Date,Start (ET),AwayTeam,AwayPoints,HomeTeam,HomePoints
"Wed, Feb 1, 2023",7:00p,Portland Trail Blazers,122,Memphis Grizzlies,112
"Wed, Feb 1, 2023",7:00p,Orlando Magic,94,Philadelphia 76ers,105
"Wed, Feb 1, 2023",7:30p,Brooklyn Nets,96,Boston Celtics,139
"Wed, Feb 1, 2023",8:00p,Oklahoma City Thunder,106,Houston Rockets,112
"Wed, Feb 1, 2023",8:00p,Golden State Warriors,114,Minnesota Timberwolves,119
"Wed, Feb 1, 2023",8:00p,Sacramento Kings,119,San Antonio Spurs,109
"Wed, Feb 1, 2023",9:00p,Toronto Raptors,128,Utah Jazz,131
"Wed, Feb 1, 2023",10:00p,Atlanta Hawks,132,Phoenix Suns,100
"Thu, Feb 2, 2023",7:00p,Los Angeles Lakers,112,Indiana Pacers,111
"Thu, Feb 2, 2023",7:30p,Memphis Grizzlies,113,Cleveland Cavaliers,128
"Thu, Feb 2, 2023",7:30p,Miami Heat,104,New York Knicks,106
"Thu, Feb 2, 2023",8:00p,Charlotte Hornets,98,Chicago Bulls,114
"Thu, Feb 2, 2023",8:30p,New Orleans Pelicans,106,Dallas Mavericks,111
"Thu, Feb 2, 2023",9:00p,Golden State Warriors,117,Denver Nuggets,134
"Thu, Feb 2, 2023",10:00p,Los Angeles Clippers,105,Milwaukee Bucks,106
"Fri, Feb 3, 2023",7:00p,Charlotte Hornets,112,Detroit Pistons,118
"Fri, Feb 3, 2023",7:00p,Sacramento Kings,104,Indiana Pacers,107
"Fri, Feb 3, 2023",7:00p,Portland Trail Blazers,124,Washington Wizards,116
"Fri, Feb 3, 2023",7:30p,Phoenix Suns,106,Boston Celtics,94
"Fri, Feb 3, 2023",8:00p,Toronto Raptors,117,Houston Rockets,111
"Fri, Feb 3, 2023",8:00p,Orlando Magic,127,Minnesota Timberwolves,120
"Fri, Feb 3, 2023",8:00p,Philadelphia 76ers,137,San Antonio Spurs,125
"Fri, Feb 3, 2023",9:00p,Atlanta Hawks,115,Utah Jazz,108
"Sat, Feb 4, 2023",6:00p,Washington Wizards,123,Brooklyn Nets,125
"Sat, Feb 4, 2023",6:00p,Los Angeles Lakers,126,New Orleans Pelicans,131
"Sat, Feb 4, 2023",7:00p,Phoenix Suns,116,Detroit Pistons,100
"Sat, Feb 4, 2023",7:00p,Los Angeles Clippers,134,New York Knicks,128
"Sat, Feb 4, 2023",8:00p,Portland Trail Blazers,121,Chicago Bulls,129
"Sat, Feb 4, 2023",8:00p,Miami Heat,115,Milwaukee Bucks,123
"Sat, Feb 4, 2023",8:00p,Houston Rockets,121,Oklahoma City Thunder,153
"Sat, Feb 4, 2023",8:30p,Dallas Mavericks,113,Golden State Warriors,119
"Sat, Feb 4, 2023",9:00p,Atlanta Hawks,108,Denver Nuggets,128
"Sun, Feb 5, 2023",1:00p,Orlando Magic,119,Charlotte Hornets,113
"Sun, Feb 5, 2023",5:00p,Cleveland Cavaliers,122,Indiana Pacers,103
"Sun, Feb 5, 2023",6:00p,Toronto Raptors,106,Memphis Grizzlies,103
"Sun, Feb 5, 2023",6:00p,Philadelphia 76ers,97,New York Knicks,108
"Sun, Feb 5, 2023",7:00p,Denver Nuggets,98,Minnesota Timberwolves,128
"Sun, Feb 5, 2023",7:00p,Sacramento Kings,104,New Orleans Pelicans,136
"Mon, Feb 6, 2023",7:00p,Boston Celtics,111,Detroit Pistons,99
"Mon, Feb 6, 2023",7:00p,Cleveland Cavaliers,114,Washington Wizards,91
"Mon, Feb 6, 2023",7:30p,Los Angeles Clippers,124,Brooklyn Nets,116
"Mon, Feb 6, 2023",8:00p,San Antonio Spurs,104,Chicago Bulls,128
"Mon, Feb 6, 2023",8:00p,Sacramento Kings,140,Houston Rockets,120
"Mon, Feb 6, 2023",9:00p,Dallas Mavericks,124,Utah Jazz,111
