Date,Start (ET),AwayTeam,AwayPoints,HomeTeam,HomePoints
"Sat, Apr 1, 2023",7:30p,Dallas Mavericks,122,Miami Heat,129
"Sat, Apr 1, 2023",8:30p,Los Angeles Clippers,114,New Orleans Pelicans,122
"Sun, Apr 2, 2023",1:00p,Toronto Raptors,128,Charlotte Hornets,108
"Sun, Apr 2, 2023",3:30p,Utah Jazz,110,Brooklyn Nets,111
"Sun, Apr 2, 2023",3:30p,Memphis Grizzlies,107,Chicago Bulls,128
"Sun, Apr 2, 2023",3:30p,Portland Trail Blazers,107,Minnesota Timberwolves,105
"Sun, Apr 2, 2023",6:00p,Dallas Mavericks,130,Atlanta Hawks,132
"Sun, Apr 2, 2023",6:00p,Washington Wizards,109,New York Knicks,118
"Sun, Apr 2, 2023",6:00p,Detroit Pistons,102,Orlando Magic,128
"Sun, Apr 2, 2023",6:00p,San Antonio Spurs,142,Sacramento Kings,134
"Sun, Apr 2, 2023",7:00p,Los Angeles Lakers,134,Houston Rockets,109
"Sun, Apr 2, 2023",7:00p,Phoenix Suns,128,Oklahoma City Thunder,118
"Sun, Apr 2, 2023",8:00p,Indiana Pacers,105,Cleveland Cavaliers,115
"Sun, Apr 2, 2023",8:00p,Philadelphia 76ers,104,Milwaukee Bucks,117
"Sun, Apr 2, 2023",8:30p,Golden State Warriors,110,Denver Nuggets,112
"Tue, Apr 4, 2023",7:00p,Toronto Raptors,120,Charlotte Hornets,100
"Tue, Apr 4, 2023",7:00p,Miami Heat,118,Detroit Pistons,105
"Tue, Apr 4, 2023",7:00p,Cleveland Cavaliers,117,Orlando Magic,113
"Tue, Apr 4, 2023",7:00p,Milwaukee Bucks,140,Washington Wizards,128
"Tue, Apr 4, 2023",7:30p,Minnesota Timberwolves,107,Brooklyn Nets,102
"Tue, Apr 4, 2023",8:00p,Atlanta Hawks,123,Chicago Bulls,105
"Tue, Apr 4, 2023",8:00p,Denver Nuggets,103,Houston Rockets,124
"Tue, Apr 4, 2023",8:00p,Portland Trail Blazers,109,Memphis Grizzlies,119
"Tue, Apr 4, 2023",8:00p,Sacramento Kings,121,New Orleans Pelicans,103
"Tue, Apr 4, 2023",8:00p,Boston Celtics,101,Philadelphia 76ers,103
"Tue, Apr 4, 2023",9:00p,Los Angeles Lakers,135,Utah Jazz,133
"Tue, Apr 4, 2023",10:00p,Oklahoma City Thunder,125,Golden State Warriors,136
"Tue, Apr 4, 2023",10:00p,San Antonio Spurs,94,Phoenix Suns,115
"Wed, Apr 5, 2023",7:00p,Brooklyn Nets,123,Detroit Pistons,108
"Wed, Apr 5, 2023",7:00p,New York Knicks,138,Indiana Pacers,129
"Wed, Apr 5, 2023",7:30p,Washington Wizards,116,Atlanta Hawks,134
"Wed, Apr 5, 2023",7:30p,Toronto Raptors,93,Boston Celtics,97
"Wed, Apr 5, 2023",7:30p,Chicago Bulls,92,Milwaukee Bucks,105
"Wed, Apr 5, 2023",8:00p,Memphis Grizzlies,131,New Orleans Pelicans,138
"Wed, Apr 5, 2023",8:30p,Sacramento Kings,119,Dallas Mavericks,123
"Wed, Apr 5, 2023",10:00p,Los Angeles Lakers,118,Los Angeles Clippers,125
"Thu, Apr 6, 2023",7:00p,Cleveland Cavaliers,118,Orlando Magic,94
"Thu, Apr 6, 2023",7:30p,Miami Heat,129,Philadelphia 76ers,101
"Thu, Apr 6, 2023",8:00p,Portland Trail Blazers,127,San Antonio Spurs,129
"Thu, Apr 6, 2023",9:00p,Oklahoma City Thunder,114,Utah Jazz,98
"Thu, Apr 6, 2023",10:00p,Denver Nuggets,115,Phoenix Suns,119
"Fri, Apr 7, 2023",7:00p,Houston Rockets,112,Charlotte Hornets,109
"Fri, Apr 7, 2023",7:00p,Detroit Pistons,122,Indiana Pacers,115
"Fri, Apr 7, 2023",7:00p,Miami Heat,108,Washington Wizards,114
"Fri, Apr 7, 2023",7:30p,Philadelphia 76ers,136,Atlanta Hawks,131
