Date,Start (ET),AwayTeam,AwayPoints,HomeTeam,HomePoints
"Sat, May 1, 2021",7:00p,Detroit Pistons,94,Charlotte Hornets,107
"Sat, May 1, 2021",7:30p,Golden State Warriors,113,Houston Rockets,87
"Sat, May 1, 2021",8:00p,Chicago Bulls,97,Atlanta Hawks,108
"Sat, May 1, 2021",8:00p,Miami Heat,124,Cleveland Cavaliers,107
"Sat, May 1, 2021",8:00p,New Orleans Pelicans,140,Minnesota Timberwolves,136
"Sat, May 1, 2021",8:00p,Indiana Pacers,152,Oklahoma City Thunder,95
"Sat, May 1, 2021",8:00p,Memphis Grizzlies,111,Orlando Magic,112
"Sat, May 1, 2021",9:00p,Washington Wizards,124,Dallas Mavericks,125
"Sat, May 1, 2021",10:00p,Denver Nuggets,110,Los Angeles Clippers,104
"Sat, May 1, 2021",10:00p,Toronto Raptors,102,Utah Jazz,106
"Sun, May 2, 2021",3:30p,Brooklyn Nets,114,Milwaukee Bucks,117
"Sun, May 2, 2021",7:30p,Portland Trail Blazers,129,Boston Celtics,119
"Sun, May 2, 2021",8:00p,Miami Heat,121,Charlotte Hornets,111
"Sun, May 2, 2021",8:00p,Sacramento Kings,111,Dallas Mavericks,99
"Sun, May 2, 2021",8:00p,New York Knicks,122,Houston Rockets,97
"Sun, May 2, 2021",8:00p,Phoenix Suns,123,Oklahoma City Thunder,120
"Sun, May 2, 2021",8:00p,Philadelphia 76ers,113,San Antonio Spurs,111
"Sun, May 2, 2021",10:00p,Toronto Raptors,121,Los Angeles Lakers,114
"Mon, May 3, 2021",7:00p,Orlando Magic,119,Detroit Pistons,112
"Mon, May 3, 2021",7:00p,Indiana Pacers,141,Washington Wizards,154
"Mon, May 3, 2021",7:30p,Golden State Warriors,123,New Orleans Pelicans,108
"Mon, May 3, 2021",8:00p,Portland Trail Blazers,114,Atlanta Hawks,123
"Mon, May 3, 2021",9:00p,Philadelphia 76ers,106,Chicago Bulls,94
"Mon, May 3, 2021",9:00p,New York Knicks,118,Memphis Grizzlies,104
"Mon, May 3, 2021",10:00p,Denver Nuggets,89,Los Angeles Lakers,93
"Mon, May 3, 2021",10:00p,San Antonio Spurs,99,Utah Jazz,110
"Tue, May 4, 2021",7:00p,Phoenix Suns,134,Cleveland Cavaliers,118
"Tue, May 4, 2021",7:00p,Charlotte Hornets,102,Detroit Pistons,99
"Tue, May 4, 2021",7:30p,Brooklyn Nets,118,Milwaukee Bucks,124
"Tue, May 4, 2021",8:00p,Dallas Mavericks,127,Miami Heat,113
"Tue, May 4, 2021",8:00p,Golden State Warriors,103,New Orleans Pelicans,108
"Tue, May 4, 2021",8:00p,Sacramento Kings,103,Oklahoma City Thunder,99
"Tue, May 4, 2021",10:00p,Toronto Raptors,100,Los Angeles Clippers,105
"Wed, May 5, 2021",7:00p,Boston Celtics,132,Orlando Magic,96
"Wed, May 5, 2021",7:30p,Portland Trail Blazers,141,Cleveland Cavaliers,105
"Wed, May 5, 2021",8:00p,Phoenix Suns,103,Atlanta Hawks,135
"Wed, May 5, 2021",8:00p,Philadelphia 76ers,135,Houston Rockets,115
"Wed, May 5, 2021",8:00p,Sacramento Kings,104,Indiana Pacers,93
"Wed, May 5, 2021",8:00p,Washington Wizards,134,Milwaukee Bucks,135
"Wed, May 5, 2021",8:00p,Memphis Grizzlies,139,Minnesota Timberwolves,135
"Wed, May 5, 2021",9:00p,New York Knicks,97,Denver Nuggets,113
"Wed, May 5, 2021",9:00p,San Antonio Spurs,94,Utah Jazz,126
"Thu, May 6, 2021",7:00p,Chicago Bulls,120,Charlotte Hornets,99
"Thu, May 6, 2021",7:30p,Brooklyn Nets,109,Dallas Mavericks,113
"Thu, May 6, 2021",7:30p,Washington Wizards,131,Toronto Raptors,129
"Thu, May 6, 2021",8:00p,Memphis Grizzlies,97,Detroit Pistons,111
"Thu, May 6, 2021",8:00p,Atlanta Hawks,126,Indiana Pacers,133
"Thu, May 6, 2021",10:00p,Oklahoma City Thunder,97,Golden State Warriors,118
"Thu, May 6, 2021",10:00p,Los Angeles Lakers,94,Los Angeles Clippers,118
"Fri, May 7, 2021",7:00p,New Orleans Pelicans,107,Philadelphia 76ers,109
"Fri, May 7, 2021",7:30p,Boston Celtics,99,Chicago Bulls,121
"Fri, May 7, 2021",8:00p,Orlando Magic,112,Charlotte Hornets,122
"Fri, May 7, 2021",8:00p,Minnesota Timberwolves,112,Miami Heat,121
"Fri, May 7, 2021",8:00p,Houston Rockets,133,Milwaukee Bucks,141
"Fri, May 7, 2021",8:30p,Cleveland Cavaliers,90,Dallas Mavericks,110
"Fri, May 7, 2021",9:00p,Denver Nuggets,120,Utah Jazz,127
"Fri, May 7, 2021",10:00p,New York Knicks,105,Phoenix Suns,128
"Fri, May 7, 2021",10:00p,Los Angeles Lakers,101,Portland Trail Blazers,106
"Fri, May 7, 2021",10:00p,San Antonio Spurs,113,Sacramento Kings,104
"Sat, May 8, 2021",7:00p,Washington Wizards,133,Indiana Pacers,132
"Sat, May 8, 2021",7:00p,Detroit Pistons,104,Philadelphia 76ers,118
"Sat, May 8, 2021",7:30p,Memphis Grizzlies,109,Toronto Raptors,99
"Sat, May 8, 2021",10:00p,Brooklyn Nets,125,Denver Nuggets,119
"Sat, May 8, 2021",10:00p,Oklahoma City Thunder,97,Golden State Warriors,136
"Sat, May 8, 2021",10:00p,San Antonio Spurs,102,Portland Trail Blazers,124
"Sat, May 8, 2021",10:00p,Houston Rockets,116,Utah Jazz,124
"Sun, May 9, 2021",1:00p,Miami Heat,130,Boston Celtics,124
"Sun, May 9, 2021",3:30p,New York Knicks,106,Los Angeles Clippers,100
"Sun, May 9, 2021",7:00p,New Orleans Pelicans,112,Charlotte Hornets,110
"Sun, May 9, 2021",7:00p,Dallas Mavericks,124,Cleveland Cavaliers,97
"Sun, May 9, 2021",7:00p,Minnesota Timberwolves,128,Orlando Magic,96
"Sun, May 9, 2021",8:00p,Chicago Bulls,108,Detroit Pistons,96
"Sun, May 9, 2021",10:00p,Phoenix Suns,110,Los Angeles Lakers,123
"Sun, May 9, 2021",10:00p,Oklahoma City Thunder,98,Sacramento Kings,126
"Mon, May 10, 2021",7:30p,Washington Wizards,124,Atlanta Hawks,125
"Mon, May 10, 2021",7:30p,Indiana Pacers,111,Cleveland Cavaliers,102
"Mon, May 10, 2021",8:00p,New Orleans Pelicans,110,Memphis Grizzlies,115
"Mon, May 10, 2021",8:30p,Milwaukee Bucks,125,San Antonio Spurs,146
"Mon, May 10, 2021",10:00p,Utah Jazz,116,Golden State Warriors,119
"Mon, May 10, 2021",10:00p,Houston Rockets,129,Portland Trail Blazers,140
"Tue, May 11, 2021",7:00p,Denver Nuggets,117,Charlotte Hornets,112
"Tue, May 11, 2021",7:00p,Minnesota Timberwolves,119,Detroit Pistons,100
"Tue, May 11, 2021",7:30p,Miami Heat,129,Boston Celtics,121
"Tue, May 11, 2021",7:30p,Los Angeles Clippers,115,Toronto Raptors,96
"Tue, May 11, 2021",8:00p,Brooklyn Nets,115,Chicago Bulls,107
"Tue, May 11, 2021",8:00p,Philadelphia 76ers,94,Indiana Pacers,103
"Tue, May 11, 2021",8:00p,Dallas Mavericks,104,Memphis Grizzlies,133
"Tue, May 11, 2021",9:00p,Orlando Magic,102,Milwaukee Bucks,114
"Tue, May 11, 2021",10:00p,Phoenix Suns,116,Golden State Warriors,122
"Tue, May 11, 2021",10:00p,New York Knicks,99,Los Angeles Lakers,101
"Tue, May 11, 2021",10:00p,Oklahoma City Thunder,106,Sacramento Kings,122
"Wed, May 12, 2021",7:00p,Washington Wizards,116,Atlanta Hawks,120
"Wed, May 12, 2021",8:00p,San Antonio Spurs,116,Brooklyn Nets,128
"Wed, May 12, 2021",8:00p,Boston Celtics,94,Cleveland Cavaliers,102
"Wed, May 12, 2021",9:00p,New Orleans Pelicans,107,Dallas Mavericks,125
"Wed, May 12, 2021",9:30p,Portland Trail Blazers,105,Utah Jazz,98
"Wed, May 12, 2021",10:30p,Houston Rockets,122,Los Angeles Lakers,124
"Thu, May 13, 2021",7:00p,Los Angeles Clippers,113,Charlotte Hornets,90
"Thu, May 13, 2021",7:00p,Milwaukee Bucks,142,Indiana Pacers,133
"Thu, May 13, 2021",7:30p,Orlando Magic,93,Atlanta Hawks,116
"Thu, May 13, 2021",7:30p,Philadelphia 76ers,94,Miami Heat,106
