Date,Start (ET),AwayTeam,AwayPoints,HomeTeam,HomePoints
"Sat, Jan 1, 2022",6:30p,New Orleans Pelicans,113,Milwaukee Bucks,136
"Sat, Jan 1, 2022",7:00p,San Antonio Spurs,116,Detroit Pistons,117
"Sat, Jan 1, 2022",7:00p,Chicago Bulls,120,Washington Wizards,119
"Sat, Jan 1, 2022",7:30p,Los Angeles Clippers,120,Brooklyn Nets,116
"Sat, Jan 1, 2022",8:00p,Denver Nuggets,124,Houston Rockets,111
"Sat, Jan 1, 2022",9:00p,Golden State Warriors,123,Utah Jazz,116
"Sun, Jan 2, 2022",3:30p,New York Knicks,105,Toronto Raptors,120
"Sun, Jan 2, 2022",6:00p,Orlando Magic,111,Boston Celtics,116
"Sun, Jan 2, 2022",6:00p,Indiana Pacers,104,Cleveland Cavaliers,108
"Sun, Jan 2, 2022",6:00p,Miami Heat,113,Sacramento Kings,115
"Sun, Jan 2, 2022",7:00p,Phoenix Suns,133,Charlotte Hornets,99
"Sun, Jan 2, 2022",7:00p,Dallas Mavericks,95,Oklahoma City Thunder,86
"Sun, Jan 2, 2022",9:30p,Minnesota Timberwolves,103,Los Angeles Lakers,108
"Mon, Jan 3, 2022",7:00p,Houston Rockets,113,Philadelphia 76ers,133
"Mon, Jan 3, 2022",7:00p,Charlotte Hornets,121,Washington Wizards,124
"Mon, Jan 3, 2022",7:30p,Memphis Grizzlies,118,Brooklyn Nets,104
"Mon, Jan 3, 2022",8:00p,Orlando Magic,98,Chicago Bulls,102
"Mon, Jan 3, 2022",8:00p,Detroit Pistons,115,Milwaukee Bucks,106
"Mon, Jan 3, 2022",8:00p,Utah Jazz,115,New Orleans Pelicans,104
"Mon, Jan 3, 2022",8:30p,Denver Nuggets,89,Dallas Mavericks,103
"Mon, Jan 3, 2022",10:00p,Miami Heat,108,Golden State Warriors,115
"Mon, Jan 3, 2022",10:00p,Atlanta Hawks,131,Portland Trail Blazers,136
"Mon, Jan 3, 2022",10:30p,Minnesota Timberwolves,122,Los Angeles Clippers,104
"Tue, Jan 4, 2022",7:00p,Memphis Grizzlies,110,Cleveland Cavaliers,106
"Tue, Jan 4, 2022",7:00p,San Antonio Spurs,104,Toronto Raptors,129
"Tue, Jan 4, 2022",7:30p,Indiana Pacers,94,New York Knicks,104
"Tue, Jan 4, 2022",8:00p,Phoenix Suns,123,New Orleans Pelicans,110
"Tue, Jan 4, 2022",10:30p,Sacramento Kings,114,Los Angeles Lakers,122
"Wed, Jan 5, 2022",7:00p,Detroit Pistons,111,Charlotte Hornets,140
"Wed, Jan 5, 2022",7:00p,Philadelphia 76ers,116,Orlando Magic,106
"Wed, Jan 5, 2022",7:00p,Houston Rockets,114,Washington Wizards,111
"Wed, Jan 5, 2022",7:30p,San Antonio Spurs,99,Boston Celtics,97
"Wed, Jan 5, 2022",7:30p,Golden State Warriors,82,Dallas Mavericks,99
"Wed, Jan 5, 2022",7:30p,Brooklyn Nets,129,Indiana Pacers,121
"Wed, Jan 5, 2022",8:00p,Toronto Raptors,117,Milwaukee Bucks,111
"Wed, Jan 5, 2022",8:00p,Oklahoma City Thunder,90,Minnesota Timberwolves,98
"Wed, Jan 5, 2022",10:00p,Utah Jazz,115,Denver Nuggets,109
"Wed, Jan 5, 2022",10:00p,Miami Heat,115,Portland Trail Blazers,109
"Wed, Jan 5, 2022",10:00p,Atlanta Hawks,108,Sacramento Kings,102
"Thu, Jan 6, 2022",7:30p,Boston Celtics,105,New York Knicks,108
"Thu, Jan 6, 2022",8:00p,Detroit Pistons,88,Memphis Grizzlies,118
"Thu, Jan 6, 2022",8:00p,Golden State Warriors,96,New Orleans Pelicans,101
"Thu, Jan 6, 2022",10:00p,Los Angeles Clippers,89,Phoenix Suns,106
"Fri, Jan 7, 2022",7:00p,San Antonio Spurs,100,Philadelphia 76ers,119
"Fri, Jan 7, 2022",7:30p,Milwaukee Bucks,121,Brooklyn Nets,109
"Fri, Jan 7, 2022",7:30p,Utah Jazz,108,Toronto Raptors,122
"Fri, Jan 7, 2022",8:00p,Washington Wizards,122,Chicago Bulls,130
"Fri, Jan 7, 2022",8:00p,Dallas Mavericks,130,Houston Rockets,106
"Fri, Jan 7, 2022",8:00p,Minnesota Timberwolves,135,Oklahoma City Thunder,105
"Fri, Jan 7, 2022",9:00p,Sacramento Kings,111,Denver Nuggets,121
"Fri, Jan 7, 2022",10:00p,Atlanta Hawks,118,Los Angeles Lakers,134
"Fri, Jan 7, 2022",10:00p,Cleveland Cavaliers,114,Portland Trail Blazers,101
"Sat, Jan 8, 2022",3:30p,Memphis Grizzlies,123,Los Angeles Clippers,108
"Sat, Jan 8, 2022",7:00p,Milwaukee Bucks,106,Charlotte Hornets,114
"Sat, Jan 8, 2022",7:00p,Orlando Magic,92,Detroit Pistons,97
"Sat, Jan 8, 2022",7:00p,Utah Jazz,113,Indiana Pacers,125
"Sat, Jan 8, 2022",7:30p,New York Knicks,75,Boston Celtics,99
"Sat, Jan 8, 2022",9:00p,Miami Heat,123,Phoenix Suns,100
"Sun, Jan 9, 2022",12:00p,San Antonio Spurs,119,Brooklyn Nets,121
"Sun, Jan 9, 2022",3:30p,Atlanta Hawks,93,Los Angeles Clippers,106
"Sun, Jan 9, 2022",6:00p,Washington Wizards,102,Orlando Magic,100
"Sun, Jan 9, 2022",6:00p,New Orleans Pelicans,101,Toronto Raptors,105
"Sun, Jan 9, 2022",7:00p,Minnesota Timberwolves,141,Houston Rockets,123
"Sun, Jan 9, 2022",7:00p,Denver Nuggets,99,Oklahoma City Thunder,95
"Sun, Jan 9, 2022",7:30p,Chicago Bulls,99,Dallas Mavericks,113
"Sun, Jan 9, 2022",8:30p,Cleveland Cavaliers,82,Golden State Warriors,96
"Sun, Jan 9, 2022",9:00p,Sacramento Kings,88,Portland Trail Blazers,103
"Sun, Jan 9, 2022",9:30p,Memphis Grizzlies,127,Los Angeles Lakers,119
"Mon, Jan 10, 2022",7:00p,Milwaukee Bucks,99,Charlotte Hornets,103
"Mon, Jan 10, 2022",7:00p,Utah Jazz,116,Detroit Pistons,126
"Mon, Jan 10, 2022",7:30p,Indiana Pacers,98,Boston Celtics,101
"Mon, Jan 10, 2022",7:30p,San Antonio Spurs,96,New York Knicks,111
"Mon, Jan 10, 2022",8:00p,Philadelphia 76ers,111,Houston Rockets,91
"Mon, Jan 10, 2022",10:00p,Brooklyn Nets,108,Portland Trail Blazers,114
"Mon, Jan 10, 2022",10:00p,Cleveland Cavaliers,109,Sacramento Kings,108
"Tue, Jan 11, 2022",7:00p,Oklahoma City Thunder,118,Washington Wizards,122
"Tue, Jan 11, 2022",7:30p,Phoenix Suns,99,Toronto Raptors,95
"Tue, Jan 11, 2022",8:00p,Detroit Pistons,87,Chicago Bulls,133
"Tue, Jan 11, 2022",8:00p,Golden State Warriors,108,Memphis Grizzlies,116
"Tue, Jan 11, 2022",8:00p,Minnesota Timberwolves,125,New Orleans Pelicans,128
"Tue, Jan 11, 2022",10:30p,Denver Nuggets,85,Los Angeles Clippers,87
"Wed, Jan 12, 2022",7:00p,Boston Celtics,119,Indiana Pacers,100
"Wed, Jan 12, 2022",7:00p,Charlotte Hornets,109,Philadelphia 76ers,98
"Wed, Jan 12, 2022",7:00p,Orlando Magic,106,Washington Wizards,112
"Wed, Jan 12, 2022",7:30p,Miami Heat,115,Atlanta Hawks,91
"Wed, Jan 12, 2022",7:30p,Dallas Mavericks,85,New York Knicks,108
"Wed, Jan 12, 2022",8:30p,Houston Rockets,128,San Antonio Spurs,124
"Wed, Jan 12, 2022",9:00p,Cleveland Cavaliers,111,Utah Jazz,91
"Wed, Jan 12, 2022",10:00p,Brooklyn Nets,138,Chicago Bulls,112
"Wed, Jan 12, 2022",10:00p,Los Angeles Lakers,116,Sacramento Kings,125
"Thu, Jan 13, 2022",7:30p,Golden State Warriors,99,Milwaukee Bucks,118
"Thu, Jan 13, 2022",8:00p,Minnesota Timberwolves,108,Memphis Grizzlies,116
"Thu, Jan 13, 2022",8:00p,Los Angeles Clippers,89,New Orleans Pelicans,113
"Thu, Jan 13, 2022",8:30p,Oklahoma City Thunder,130,Brooklyn Nets,109
"Thu, Jan 13, 2022",10:00p,Portland Trail Blazers,108,Denver Nuggets,140
"Fri, Jan 14, 2022",7:00p,Orlando Magic,116,Charlotte Hornets,109
"Fri, Jan 14, 2022",7:00p,Toronto Raptors,87,Detroit Pistons,103
"Fri, Jan 14, 2022",7:00p,Phoenix Suns,112,Indiana Pacers,94
"Fri, Jan 14, 2022",7:00p,Boston Celtics,99,Philadelphia 76ers,111
