FG_home,FG%_home,3P%_home,FT%_home,PTS_home,LogRatio_home,eFG%_home,TS%_home,FG_away,FG%_away,3P%_away,FT%_away,PTS_away,LogRatio_away,eFG%_away,TS%_away,HomeTeamWon,Winner
36.33333,0.439,0.299,0.72867,96.33333,-0.05124,0.49578,0.55384,32.66667,0.41967,0.367,0.774,96.0,-0.09241,0.48662,0.57136,1.0,1
42.33333,0.475,0.37533,0.855,110.33333,0.01475,0.52997,0.59207,41.0,0.52267,0.457,0.78033,110.0,0.05531,0.61352,0.6671,0.33333,1
40.66667,0.46567,0.405,0.789,111.0,0.09461,0.52281,0.59722,32.0,0.418,0.33433,0.69267,89.66667,-0.04277,0.47488,0.5479,1.0,0
41.66667,0.45867,0.33067,0.80267,107.66667,0.0512,0.51057,0.56754,44.66667,0.49667,0.38633,0.74733,116.33333,-0.03232,0.56014,0.61537,0.66667,0
40.66667,0.491,0.42333,0.84167,110.33333,0.049,0.56687,0.63301,45.0,0.51067,0.36567,0.74133,113.66667,-0.08283,0.58155,0.62171,1.0,0
35.66667,0.43233,0.29033,0.76433,93.66667,-0.05571,0.48731,0.54399,37.33333,0.417,0.28,0.81,101.33333,-0.11189,0.46692,0.53675,0.66667,0
40.66667,0.489,0.39767,0.80167,112.66667,0.27547,0.55583,0.64244,42.0,0.461,0.348,0.72333,115.33333,-0.01088,0.52138,0.59481,0.33333,0
42.66667,0.55867,0.46933,0.70033,111.33333,0.26083,0.64949,0.69495,38.0,0.46967,0.41633,0.77667,108.0,0.04672,0.54008,0.6225,0.33333,1
39.33333,0.44433,0.28167,0.738,104.0,-0.08008,0.48905,0.55422,40.33333,0.453,0.32533,0.75167,101.33333,-0.14927,0.50549,0.54896,1.0,1
35.0,0.46133,0.37,0.82267,101.66667,-0.00936,0.5325,0.62296,38.66667,0.446,0.30633,0.55233,93.33333,-0.2395,0.49037,0.5194,1.0,0
43.66667,0.51333,0.384,0.78467,113.66667,0.08513,0.58992,0.63864,35.33333,0.42633,0.28633,0.792,102.33333,0.08695,0.477,0.5731,0.0,1
41.33333,0.42867,0.33933,0.75967,108.0,-0.03601,0.49047,0.5374,39.0,0.44,0.34533,0.65767,101.66667,-0.14969,0.50219,0.54814,1.0,0
39.0,0.47933,0.37567,0.69467,101.0,0.03772,0.53527,0.58798,32.0,0.395,0.333,0.80367,89.66667,-0.21496,0.46117,0.52787,1.0,1
40.33333,0.457,0.328,0.763,108.66667,0.23243,0.52123,0.58375,39.66667,0.43367,0.31667,0.77667,105.0,-0.22967,0.48314,0.5462,1.0,0
38.33333,0.45333,0.335,0.766,98.66667,-0.26736,0.50705,0.55882,40.33333,0.45133,0.36267,0.69633,112.66667,0.06535,0.51025,0.58574,0.33333,1
38.66667,0.458,0.31467,0.84167,101.66667,-0.0584,0.51011,0.57465,40.66667,0.46367,0.362,0.79433,107.33333,0.05805,0.53874,0.58735,0.66667,1
39.66667,0.45133,0.33533,0.69633,101.33333,0.0553,0.49505,0.5498,38.33333,0.47,0.34233,0.806,108.66667,0.07197,0.53878,0.622,0.0,0
39.0,0.48,0.394,0.68233,108.33333,0.1604,0.55548,0.62161,39.0,0.45167,0.36533,0.58267,98.0,-0.1028,0.51194,0.54593,1.0,0
33.0,0.40067,0.34133,0.813,91.33333,-0.03679,0.45844,0.52825,39.33333,0.46433,0.312,0.73433,101.33333,-0.07202,0.51718,0.57006,0.66667,1
38.33333,0.441,0.329,0.75833,101.0,-0.1189,0.49916,0.55532,39.66667,0.47133,0.40067,0.814,104.33333,0.12606,0.52549,0.59371,0.33333,0
36.33333,0.43467,0.376,0.84633,101.66667,0.10009,0.506,0.57621,33.66667,0.45133,0.34733,0.81867,98.33333,-0.13698,0.50066,0.60546,0.66667,0
44.66667,0.482,0.40833,0.77433,116.0,0.20035,0.55705,0.60213,41.66667,0.495,0.35367,0.822,108.0,0.13234,0.55449,0.613,0.0,0
44.66667,0.499,0.32333,0.80433,115.66667,0.05639,0.54595,0.61208,34.66667,0.42167,0.32167,0.762,93.66667,-0.06624,0.47754,0.54147,0.33333,0
37.33333,0.48267,0.36967,0.76467,105.0,0.13124,0.56068,0.63554,42.0,0.47367,0.40967,0.83533,109.66667,0.16424,0.52265,0.58694,0.33333,0
37.66667,0.45033,0.328,0.66333,98.66667,-0.1816,0.50496,0.55847,33.0,0.381,0.32567,0.71833,92.66667,-0.28717,0.43518,0.50322,1.0,1
40.66667,0.439,0.337,0.73433,106.0,0.05839,0.49156,0.5471,34.0,0.40833,0.41067,0.69833,92.33333,-0.15834,0.48002,0.52935,0.66667,1
36.33333,0.435,0.38333,0.87333,104.0,0.13003,0.50285,0.58714,37.0,0.45267,0.422,0.76267,99.33333,0.00057,0.52844,0.58098,0.66667,1
37.0,0.44533,0.362,0.81267,98.66667,0.11531,0.49794,0.56565,39.33333,0.43133,0.277,0.76767,104.33333,-0.16558,0.47688,0.54295,1.0,1
37.33333,0.44233,0.381,0.74267,103.33333,-0.05621,0.52902,0.58249,33.66667,0.406,0.48133,0.77,96.0,-0.2141,0.46403,0.54214,1.0,0
39.33333,0.471,0.334,0.69467,103.33333,-0.03334,0.52879,0.58559,39.66667,0.47267,0.325,0.75067,109.33333,0.01159,0.53558,0.61012,0.33333,1
37.0,0.43133,0.257,0.67233,95.33333,-0.27165,0.47608,0.52822,43.33333,0.54667,0.43533,0.773,110.66667,0.17863,0.63079,0.67201,0.33333,1
38.33333,0.466,0.425,0.74167,102.66667,-0.09588,0.53884,0.59482,34.0,0.42833,0.30133,0.732,95.66667,-0.01568,0.48053,0.56097,0.33333,1
40.33333,0.46,0.33767,0.69467,100.66667,0.01301,0.51224,0.55146,35.33333,0.43267,0.36833,0.71133,95.0,-0.09185,0.49286,0.55481,1.0,1
41.33333,0.47567,0.37967,0.78733,110.0,0.05777,0.53999,0.60143,35.66667,0.42533,0.38,0.72833,100.0,0.15826,0.49195,0.56443,0.0,1
41.0,0.51133,0.33633,0.811,105.0,0.15161,0.57409,0.6253,44.33333,0.50167,0.42633,0.706,117.33333,-0.01002,0.55585,0.6226,0.33333,1
35.66667,0.42233,0.28367,0.77067,102.66667,0.15254,0.47794,0.57178,34.0,0.45733,0.40133,0.79467,99.66667,0.07712,0.51756,0.61657,0.33333,0
37.0,0.44533,0.309,0.72367,97.66667,-0.26564,0.50385,0.56016,39.0,0.473,0.36867,0.78367,103.66667,0.06311,0.5349,0.59893,0.0,1
38.66667,0.49367,0.37567,0.864,107.0,0.08444,0.56318,0.64312,39.33333,0.447,0.407,0.73767,102.66667,-0.12303,0.50941,0.56281,1.0,0
46.33333,0.51867,0.40467,0.73033,116.66667,0.13275,0.5906,0.62942,35.66667,0.475,0.373,0.83167,99.0,-0.15664,0.5266,0.61594,0.66667,0
44.0,0.47533,0.36967,0.691,110.33333,-0.0139,0.53253,0.57214,41.66667,0.484,0.38967,0.806,107.66667,0.06124,0.55663,0.60404,0.66667,0
46.0,0.494,0.33167,0.76367,119.66667,0.02244,0.55847,0.61204,38.66667,0.414,0.36767,0.774,102.66667,-0.3289,0.47613,0.52747,1.0,0
38.66667,0.46867,0.37033,0.811,107.0,0.02544,0.5356,0.61016,39.33333,0.474,0.335,0.725,108.66667,-0.13427,0.53093,0.60906,0.66667,0
43.33333,0.47567,0.408,0.79333,124.0,0.16522,0.55006,0.63505,41.33333,0.492,0.37467,0.813,104.0,0.00051,0.55634,0.5976,0.66667,0
41.66667,0.47467,0.36733,0.72533,108.66667,0.03482,0.52642,0.5881,42.66667,0.519,0.37133,0.63567,105.33333,-0.18229,0.57989,0.6159,1.0,0
39.33333,0.50033,0.40867,0.71,106.0,0.13411,0.56142,0.63003,38.33333,0.44733,0.36,0.64367,101.66667,-0.0987,0.51548,0.56292,1.0,0
45.66667,0.50167,0.42367,0.79433,116.33333,0.06907,0.58269,0.62066,39.33333,0.47567,0.43267,0.838,106.66667,0.12819,0.5343,0.61255,0.33333,0
40.33333,0.48233,0.46033,0.73633,113.0,0.19197,0.57192,0.63703,39.66667,0.48767,0.43567,0.75767,104.33333,0.03349,0.56766,0.61439,0.33333,1
40.0,0.50333,0.423,0.72267,104.66667,0.03786,0.58439,0.63072,35.33333,0.45567,0.401,0.811,99.0,0.00519,0.52941,0.60099,0.66667,0
48.33333,0.52033,0.42333,0.76367,126.66667,0.11401,0.59755,0.64973,42.33333,0.44233,0.362,0.747,120.0,0.08818,0.51464,0.59016,0.33333,1
37.0,0.43533,0.328,0.86133,101.0,-0.09824,0.50041,0.5658,39.33333,0.47233,0.345,0.884,107.33333,-0.07774,0.53932,0.61169,0.66667,1
43.0,0.49433,0.362,0.71267,112.0,0.15718,0.56188,0.61102,39.33333,0.41833,0.25667,0.661,98.0,0.01223,0.45188,0.49808,0.66667,1
37.66667,0.47267,0.33767,0.78,106.66667,0.08383,0.53567,0.62249,35.0,0.43133,0.34467,0.742,100.0,-0.01008,0.49678,0.57498,0.33333,0
37.66667,0.44333,0.34467,0.86133,102.33333,-0.12524,0.50835,0.57351,32.66667,0.408,0.36,0.80367,89.66667,-0.15074,0.48087,0.53837,0.66667,0
40.66667,0.43633,0.34267,0.728,114.0,0.03757,0.49474,0.57063,40.66667,0.43067,0.39567,0.80133,112.66667,0.16892,0.49001,0.56324,0.33333,1
37.66667,0.44267,0.29067,0.735,102.0,-0.05357,0.48881,0.56016,36.66667,0.42233,0.35367,0.68667,101.66667,-0.07798,0.48787,0.55083,0.66667,0
43.33333,0.46467,0.364,0.786,110.33333,0.08494,0.51669,0.56786,33.66667,0.41,0.389,0.774,95.33333,-0.17094,0.49374,0.55409,1.0,1
47.0,0.55567,0.42267,0.78067,118.0,0.42933,0.63288,0.6721,35.33333,0.418,0.32533,0.81533,92.33333,-0.09609,0.48106,0.52687,0.66667,0
36.33333,0.43267,0.31733,0.79133,97.0,0.04547,0.47252,0.54689,35.0,0.42433,0.38967,0.73367,97.66667,0.09695,0.48185,0.55921,0.0,1
40.66667,0.50767,0.362,0.737,110.0,0.12441,0.57409,0.64301,40.0,0.45467,0.31,0.594,96.33333,-0.14376,0.49251,0.52625,0.66667,0
38.0,0.44167,0.35433,0.881,108.0,-0.09453,0.50463,0.59311,33.0,0.401,0.385,0.82433,96.66667,-0.11985,0.48804,0.55756,0.66667,0
44.0,0.509,0.383,0.84833,116.0,0.05608,0.5752,0.6386,38.66667,0.443,0.45367,0.73367,106.33333,-0.11819,0.49779,0.57376,1.0,0
37.66667,0.48133,0.296,0.678,99.66667,-0.159,0.52919,0.59593,36.33333,0.46167,0.388,0.77567,97.66667,-0.02907,0.53342,0.59199,0.66667,0
39.33333,0.45333,0.265,0.75867,105.66667,0.00772,0.49861,0.57081,42.33333,0.49533,0.437,0.75367,111.66667,-0.0144,0.58251,0.6281,0.66667,1
37.66667,0.45067,0.351,0.783,103.0,-0.01305,0.52417,0.58599,42.33333,0.52667,0.42267,0.80433,112.33333,0.15013,0.61588,0.66831,0.33333,1
42.0,0.46967,0.335,0.811,116.33333,0.03756,0.52734,0.61109,39.33333,0.45067,0.376,0.69667,103.0,-0.04417,0.50824,0.56165,0.66667,0
41.0,0.53267,0.38067,0.73333,110.66667,0.17182,0.60907,0.67389,47.0,0.49533,0.39567,0.708,119.66667,0.09053,0.54106,0.59713,0.0,0
44.33333,0.49967,0.46033,0.882,117.0,0.10275,0.56843,0.63108,41.33333,0.459,0.265,0.833,110.66667,0.01147,0.50112,0.58086,0.66667,0
34.0,0.39733,0.374,0.76767,92.66667,-0.10711,0.45735,0.5153,41.33333,0.44967,0.34767,0.689,107.0,-0.06787,0.51386,0.55758,1.0,0
38.66667,0.465,0.337,0.86633,102.0,0.06113,0.52271,0.58577,37.33333,0.474,0.38867,0.75933,101.0,0.0152,0.53702,0.60394,0.66667,0
42.66667,0.503,0.42567,0.839,109.66667,0.21296,0.58167,0.62349,33.66667,0.393,0.341,0.675,90.66667,-0.19655,0.45175,0.50324,0.66667,0
43.0,0.48233,0.38967,0.854,118.66667,0.39888,0.56302,0.6323,41.66667,0.497,0.36467,0.66267,104.33333,-0.25271,0.56089,0.59936,1.0,0
40.66667,0.487,0.32067,0.66267,101.0,-0.06212,0.54588,0.58151,36.33333,0.44267,0.39433,0.72067,97.0,-0.05626,0.50494,0.5609,0.33333,0
37.33333,0.41767,0.368,0.749,99.0,-0.23607,0.4859,0.53403,40.0,0.474,0.38467,0.82567,108.66667,-0.00475,0.5455,0.61223,0.66667,1
40.66667,0.433,0.33267,0.71133,111.66667,0.02088,0.49273,0.55899,40.0,0.426,0.377,0.686,108.33333,-0.08062,0.49219,0.54847,0.66667,1
44.0,0.56267,0.43333,0.768,112.66667,0.36457,0.64135,0.68913,35.33333,0.393,0.343,0.77267,96.33333,-0.3181,0.45557,0.51217,1.0,1
38.33333,0.41933,0.31867,0.64233,98.0,-0.31459,0.46505,0.51209,39.66667,0.43733,0.375,0.708,110.0,-0.10208,0.50376,0.57009,0.66667,1
38.0,0.45033,0.31433,0.74633,101.66667,-0.16306,0.5174,0.57279,39.0,0.45367,0.26467,0.718,100.0,-0.25924,0.50022,0.55391,1.0,0
37.66667,0.45733,0.417,0.90533,101.66667,0.04351,0.5262,0.5914,36.33333,0.42733,0.37033,0.71233,100.0,-0.02779,0.50043,0.55749,0.33333,0
38.0,0.485,0.33133,0.913,102.66667,-0.04507,0.54371,0.62225,43.66667,0.518,0.35733,0.732,116.66667,0.07612,0.58646,0.65197,0.33333,1
42.66667,0.49833,0.40667,0.799,116.0,0.13693,0.56056,0.6379,38.0,0.44133,0.38467,0.817,110.33333,0.01881,0.4957,0.59573,0.66667,1
40.0,0.52433,0.37967,0.77433,108.0,0.12368,0.58554,0.66199,35.33333,0.426,0.27,0.76933,98.0,-0.05671,0.47208,0.55364,0.33333,0
44.0,0.46967,0.36267,0.738,114.33333,-0.01567,0.51924,0.57877,41.33333,0.49933,0.358,0.828,106.0,0.06031,0.5492,0.61144,0.66667,1
38.0,0.45633,0.39167,0.68567,105.0,-0.09305,0.51652,0.58853,33.66667,0.40233,0.377,0.88167,88.66667,-0.17571,0.45855,0.51137,1.0,1
37.66667,0.439,0.38067,0.90567,104.33333,0.12486,0.49993,0.57746,35.33333,0.45367,0.41267,0.827,99.33333,0.01423,0.52699,0.60042,0.66667,0
41.33333,0.45333,0.382,0.80133,110.0,-0.22225,0.51719,0.57757,40.0,0.46833,0.31833,0.86567,105.66667,-0.03552,0.51879,0.58736,0.66667,1
41.66667,0.49767,0.32967,0.716,107.66667,0.05987,0.55726,0.61056,39.66667,0.49133,0.36833,0.69867,102.33333,0.0897,0.55366,0.60346,0.0,0
33.33333,0.41833,0.26167,0.82133,90.66667,-0.10604,0.45225,0.53534,37.0,0.46333,0.40033,0.807,99.0,-0.09513,0.53824,0.59375,0.66667,0
38.33333,0.47033,0.374,0.819,101.33333,0.00959,0.55241,0.59777,43.33333,0.479,0.425,0.82,115.33333,0.06609,0.5374,0.60407,0.33333,0
41.66667,0.477,0.356,0.721,105.0,0.03933,0.53841,0.57922,38.66667,0.44467,0.40033,0.78067,112.33333,0.00732,0.51409,0.60152,0.66667,0
46.0,0.50133,0.431,0.72267,116.33333,0.12027,0.57023,0.60975,40.0,0.45567,0.43833,0.68967,106.0,-0.07445,0.5244,0.57525,0.66667,0
42.0,0.453,0.36033,0.793,107.0,-0.08075,0.49392,0.55165,37.0,0.43033,0.415,0.74633,99.66667,-0.25445,0.49268,0.55017,0.66667,0
35.0,0.435,0.326,0.77933,97.33333,-0.19915,0.48855,0.56825,39.66667,0.52233,0.41567,0.712,103.66667,0.08224,0.59411,0.64408,0.33333,1
37.0,0.43933,0.34433,0.746,103.66667,-0.0578,0.51441,0.58187,39.66667,0.46733,0.38567,0.80633,113.66667,-0.1252,0.51968,0.62255,1.0,0
40.33333,0.514,0.278,0.69133,104.66667,0.05622,0.55388,0.6235,36.0,0.454,0.40267,0.806,102.0,-0.07336,0.51885,0.6023,1.0,0
39.66667,0.46633,0.362,0.857,108.33333,0.07538,0.51282,0.59989,42.66667,0.51633,0.42833,0.80767,114.33333,0.29914,0.6095,0.66215,0.0,0
39.0,0.47067,0.37733,0.74767,108.0,0.05174,0.5548,0.61593,31.66667,0.39767,0.324,0.70833,90.0,-0.21392,0.46414,0.53018,0.66667,1
43.33333,0.542,0.41267,0.814,113.33333,0.24344,0.60072,0.66911,44.33333,0.45433,0.354,0.65,112.0,0.03645,0.49332,0.54388,0.33333,1
43.0,0.49233,0.39033,0.693,110.33333,0.08066,0.57106,0.60905,34.66667,0.45033,0.373,0.75433,96.0,-0.06371,0.51754,0.58744,1.0,1
40.66667,0.45333,0.39367,0.73467,107.33333,-0.24696,0.53062,0.57684,41.0,0.46833,0.29533,0.83667,108.0,0.03292,0.51964,0.5874,0.66667,1
34.66667,0.42967,0.301,0.888,94.66667,-0.08877,0.48114,0.55683,43.33333,0.507,0.32867,0.909,107.33333,0.09931,0.55815,0.60755,0.33333,0
38.33333,0.46467,0.36767,0.841,107.0,0.09814,0.52482,0.60951,38.66667,0.48233,0.43267,0.70367,102.0,-0.05718,0.56197,0.60912,0.66667,0
45.33333,0.534,0.44633,0.778,117.66667,0.35785,0.62043,0.66443,42.33333,0.49833,0.37533,0.844,111.66667,0.03505,0.55894,0.62325,0.33333,0
38.66667,0.48333,0.319,0.91667,102.33333,-0.00421,0.53538,0.60881,40.0,0.49,0.35733,0.83333,108.33333,0.05477,0.55188,0.62671,0.33333,1
36.66667,0.39767,0.30433,0.68033,98.0,-0.31459,0.44523,0.50615,31.0,0.37667,0.302,0.767,84.66667,-0.42953,0.42844,0.49196,1.0,1
42.66667,0.45233,0.339,0.845,113.33333,0.06832,0.51093,0.57337,41.33333,0.47867,0.247,0.834,100.66667,-0.22151,0.51932,0.56292,1.0,0
43.66667,0.50167,0.41033,0.86133,121.33333,0.35926,0.58232,0.65852,41.66667,0.47933,0.35033,0.79667,104.66667,-0.08536,0.53976,0.58079,0.66667,0
38.0,0.46533,0.442,0.84167,102.0,0.06527,0.54108,0.5977,39.0,0.47167,0.448,0.73767,103.0,0.02539,0.55669,0.59967,0.33333,0
37.0,0.47933,0.40633,0.75133,102.33333,0.13542,0.55488,0.62343,46.0,0.53633,0.407,0.73833,118.0,0.08437,0.60396,0.65492,0.33333,0
40.0,0.47433,0.37633,0.83867,113.0,0.074,0.53771,0.62652,41.33333,0.46667,0.33767,0.79967,104.66667,0.05661,0.51894,0.56894,0.33333,1
38.33333,0.52967,0.50033,0.829,106.33333,0.12136,0.5943,0.68361,36.66667,0.45533,0.32033,0.709,96.66667,-0.05713,0.51288,0.56891,0.33333,0
36.66667,0.435,0.38967,0.72233,99.33333,-0.03933,0.49777,0.55688,34.66667,0.41533,0.338,0.74233,96.0,-0.08813,0.47707,0.54414,0.66667,0
40.0,0.46967,0.39367,0.81,102.33333,-0.04179,0.51475,0.57343,40.0,0.486,0.321,0.78633,107.0,0.07218,0.53597,0.61053,0.66667,1
37.33333,0.46433,0.37267,0.717,99.66667,-0.12638,0.52397,0.58551,42.33333,0.47,0.41067,0.72133,108.66667,-0.03026,0.53472,0.58105,0.66667,0
44.0,0.47933,0.30567,0.80333,115.66667,0.07691,0.53423,0.59818,32.66667,0.421,0.275,0.836,88.33333,-0.36151,0.46404,0.53859,1.0,0
40.66667,0.48233,0.33867,0.741,105.66667,0.06481,0.53757,0.59443,38.0,0.46867,0.405,0.78467,101.33333,0.13687,0.54644,0.59856,0.33333,0
45.66667,0.52933,0.429,0.75,117.0,0.26242,0.60247,0.64704,44.33333,0.48367,0.42733,0.80567,115.66667,0.01017,0.54692,0.60197,0.66667,1
39.33333,0.44333,0.3,0.757,107.33333,0.00791,0.49785,0.57042,39.66667,0.46833,0.40033,0.68167,101.0,-0.1023,0.53364,0.57351,1.0,0
43.66667,0.50067,0.43867,0.74833,115.33333,0.09481,0.58264,0.63202,37.0,0.439,0.368,0.826,109.66667,0.06051,0.5042,0.60408,0.66667,1
41.66667,0.47733,0.36733,0.88933,114.33333,0.01113,0.54644,0.62028,39.66667,0.505,0.34233,0.74,103.66667,0.20798,0.56589,0.62142,0.0,0
32.66667,0.39967,0.25533,0.67433,85.0,-0.17294,0.43061,0.49237,42.66667,0.478,0.33,0.72133,112.33333,0.18508,0.52458,0.59141,0.0,1
41.33333,0.49867,0.39733,0.788,109.66667,0.1028,0.56764,0.62826,38.0,0.45167,0.329,0.80133,105.0,-0.22748,0.50028,0.58617,1.0,0
40.33333,0.52233,0.32633,0.746,108.0,0.02665,0.56896,0.64986,39.33333,0.46333,0.301,0.86133,100.0,-0.02038,0.52253,0.56966,0.66667,0
38.33333,0.44733,0.28567,0.703,112.0,0.02389,0.49112,0.59068,37.0,0.458,0.36233,0.75267,97.66667,-0.23437,0.51908,0.57611,1.0,0
36.33333,0.44267,0.391,0.85567,102.66667,0.05692,0.50721,0.5871,42.33333,0.49667,0.42033,0.84,113.66667,0.09549,0.58776,0.64058,0.33333,1
39.0,0.46233,0.291,0.90833,101.33333,-0.05446,0.51011,0.5753,36.33333,0.46967,0.44167,0.75,97.66667,-0.11084,0.55049,0.60279,1.0,0
35.66667,0.45333,0.39533,0.78367,101.33333,-0.11012,0.52286,0.60248,42.33333,0.44333,0.31933,0.62633,103.33333,0.08965,0.48661,0.52061,0.33333,0
42.0,0.477,0.39467,0.76867,111.33333,0.01867,0.54725,0.60562,43.66667,0.506,0.35033,0.76767,107.66667,-0.18215,0.57422,0.60562,1.0,0
43.33333,0.496,0.39467,0.84733,117.33333,0.21603,0.57256,0.63833,38.33333,0.46533,0.30667,0.83533,100.33333,0.12369,0.52006,0.58218,0.33333,1
37.0,0.43633,0.253,0.80367,98.66667,-0.23691,0.48502,0.55294,39.66667,0.44833,0.34533,0.667,100.66667,-0.142,0.50813,0.54616,1.0,0
38.66667,0.48667,0.36967,0.74633,107.0,0.00025,0.55837,0.63509,38.66667,0.445,0.42233,0.7,102.33333,-0.07768,0.51026,0.56043,1.0,0
36.0,0.45667,0.35133,0.80033,101.0,0.09339,0.51257,0.59803,37.66667,0.45233,0.378,0.80867,103.0,-0.08401,0.50636,0.58241,0.66667,0
45.66667,0.49567,0.364,0.8,120.0,0.02444,0.56892,0.62165,39.33333,0.49067,0.35,0.67367,100.66667,-0.13052,0.54681,0.59595,1.0,0
39.33333,0.46967,0.39167,0.76267,108.33333,0.06701,0.53699,0.60896,37.66667,0.45733,0.40167,0.652,96.0,-0.13225,0.52434,0.56276,1.0,0
42.66667,0.48667,0.34167,0.752,112.66667,0.00605,0.53767,0.60499,37.0,0.45433,0.318,0.779,100.0,-0.0221,0.506,0.57866,0.33333,1
32.33333,0.39433,0.31567,0.76167,93.0,-0.26705,0.44956,0.53112,43.0,0.49267,0.408,0.791,110.66667,0.15587,0.5538,0.60601,0.0,1
37.33333,0.44867,0.42967,0.85367,105.0,0.1489,0.51944,0.59565,45.66667,0.51633,0.39767,0.85433,114.0,0.13509,0.57061,0.62046,0.33333,1
34.0,0.442,0.33,0.699,90.66667,-0.28932,0.4965,0.55833,45.33333,0.54567,0.42,0.73333,117.0,0.10057,0.6198,0.67026,0.33333,0
40.0,0.46067,0.364,0.742,106.0,0.00287,0.51861,0.57992,34.33333,0.44867,0.311,0.82667,100.0,-0.05083,0.50892,0.6073,0.66667,0
37.66667,0.51667,0.50333,0.718,102.66667,0.1099,0.58295,0.65608,38.66667,0.46767,0.37467,0.83167,103.66667,-0.08266,0.52034,0.59318,0.66667,0
40.66667,0.49233,0.377,0.88567,110.33333,0.00957,0.55869,0.63259,34.33333,0.43933,0.392,0.67133,96.0,0.14554,0.51108,0.57963,0.0,0
39.0,0.48933,0.38067,0.79933,105.33333,0.1565,0.54938,0.62017,37.0,0.44967,0.41133,0.73533,98.66667,-0.089,0.5165,0.57117,1.0,0
38.0,0.43167,0.289,0.70867,102.33333,0.01914,0.47727,0.54691,40.33333,0.51367,0.32467,0.84167,108.33333,0.13495,0.56903,0.64954,0.33333,0
36.33333,0.45867,0.33667,0.787,96.33333,-0.13085,0.50276,0.57387,44.0,0.45967,0.4,0.75667,118.0,-0.03302,0.52601,0.58684,0.66667,0
39.33333,0.43433,0.26767,0.78933,105.0,-0.01606,0.47902,0.54821,37.66667,0.44433,0.38333,0.88167,95.66667,-0.02554,0.49406,0.54493,0.66667,1
37.66667,0.478,0.34533,0.71467,105.33333,0.04752,0.54641,0.62619,44.33333,0.511,0.44433,0.77533,119.66667,0.08171,0.58876,0.65119,0.33333,1
39.33333,0.45567,0.37867,0.79267,105.66667,0.06955,0.51549,0.58072,40.33333,0.44633,0.303,0.84933,103.0,-0.10676,0.49759,0.5485,1.0,0
39.0,0.50767,0.38633,0.684,106.0,0.16601,0.5924,0.64805,34.33333,0.45333,0.35367,0.838,101.0,0.1121,0.51583,0.61662,0.33333,1
39.33333,0.457,0.336,0.79167,107.33333,0.05907,0.51823,0.59127,44.33333,0.47933,0.45833,0.69133,118.33333,0.03349,0.56067,0.60957,0.33333,0
37.66667,0.47333,0.422,0.70033,99.0,-0.06243,0.53371,0.58975,40.33333,0.45567,0.385,0.78767,105.0,0.10513,0.51001,0.56651,0.33333,1
38.33333,0.44267,0.354,0.75867,105.0,0.10759,0.51302,0.57746,39.33333,0.48367,0.30833,0.69433,102.0,0.1627,0.53881,0.59105,0.33333,1
34.0,0.42267,0.29533,0.68467,90.0,-0.08646,0.46007,0.52699,36.66667,0.41133,0.347,0.636,98.66667,-0.18203,0.46867,0.52249,0.66667,0
35.66667,0.42233,0.326,0.81167,97.66667,-0.1233,0.47205,0.54895,33.0,0.444,0.36333,0.82033,95.0,0.12502,0.50786,0.59645,0.33333,1
44.66667,0.48667,0.42033,0.76533,120.0,0.0096,0.54941,0.61742,35.66667,0.461,0.36733,0.79367,97.66667,-0.27893,0.51916,0.59406,1.0,0
41.33333,0.48833,0.34867,0.735,106.66667,0.11947,0.5237,0.5929,38.0,0.44633,0.357,0.79033,102.66667,-0.11006,0.49935,0.57061,1.0,1
38.33333,0.47833,0.32367,0.68733,107.66667,0.2547,0.53898,0.61704,40.33333,0.46267,0.41833,0.78833,105.33333,0.02756,0.51822,0.57551,0.33333,1
37.0,0.436,0.366,0.74767,105.0,0.10624,0.50194,0.58028,35.66667,0.44633,0.344,0.781,95.33333,-0.10532,0.5044,0.56606,0.66667,0
40.0,0.44433,0.314,0.82567,102.66667,0.02285,0.50797,0.55322,32.66667,0.41533,0.302,0.76,93.0,-0.17292,0.47609,0.55612,0.66667,0
31.66667,0.402,0.30833,0.75,89.66667,-0.21737,0.45498,0.53313,42.33333,0.47567,0.41067,0.85833,108.33333,0.13565,0.55272,0.59206,0.33333,0
37.66667,0.44767,0.37467,0.75433,105.33333,0.02294,0.52649,0.59176,38.33333,0.474,0.36733,0.731,110.33333,-0.06201,0.54058,0.62934,0.66667,0
42.0,0.48733,0.42667,0.738,116.0,0.03449,0.55755,0.63206,39.33333,0.44433,0.28067,0.881,95.66667,-0.13872,0.49327,0.52751,1.0,0
37.66667,0.45867,0.34567,0.74533,103.66667,-0.11429,0.53117,0.59542,33.0,0.40333,0.31633,0.73033,89.66667,-0.16422,0.45629,0.51807,1.0,1
39.66667,0.51967,0.40033,0.80467,106.0,0.12652,0.57601,0.65325,37.33333,0.47067,0.37133,0.75233,100.0,-0.08125,0.54986,0.60213,1.0,0
42.66667,0.501,0.36233,0.71467,111.33333,0.03845,0.5573,0.61694,38.66667,0.44833,0.31733,0.65367,98.33333,-0.11027,0.50088,0.54519,1.0,0
39.66667,0.47833,0.30233,0.81,104.33333,0.00684,0.52615,0.59986,41.66667,0.484,0.372,0.68233,107.0,-0.09688,0.54686,0.59221,1.0,1
39.33333,0.46,0.34133,0.815,107.0,0.05482,0.51021,0.58992,37.33333,0.46833,0.323,0.82667,98.66667,0.17328,0.52722,0.59001,0.0,0
