FG_home,FG%_home,3P%_home,FT%_home,ORB_home,DRB_home,TRB_home,AST_home,STL_home,TOV_home,PTS_home,LogRatio_home,RB_aggr_home,eFG%_home,TS%_home,FG_away,FG%_away,3P%_away,FT%_away,ORB_away,DRB_away,TRB_away,AST_away,STL_away,TOV_away,PTS_away,LogRatio_away,RB_aggr_away,eFG%_away,TS%_away,HomeTeamWon,Winner
36.33333,0.46833,0.341,0.72,7.66667,34.33333,42.0,18.0,4.66667,14.33333,107.0,0.02917,0.25634,0.52673,0.62944,36.33333,0.438,0.35233,0.68333,9.0,31.33333,40.33333,21.66667,8.33333,18.33333,92.33333,-0.21387,0.26947,0.49208,0.53388,1.0,0
39.33333,0.46,0.38567,0.797,6.33333,33.0,39.33333,23.66667,9.33333,9.66667,102.33333,-0.00155,0.18303,0.51091,0.57099,40.0,0.45533,0.29033,0.699,10.66667,34.33333,45.0,17.66667,8.66667,14.33333,105.33333,-0.13567,0.30221,0.49718,0.56697,1.0,0
47.0,0.48433,0.37867,0.77433,8.0,34.66667,42.66667,26.66667,10.0,9.33333,121.0,0.02376,0.21104,0.56068,0.60088,35.0,0.41267,0.35367,0.79733,8.66667,36.66667,45.33333,19.66667,8.0,14.66667,94.66667,-0.04457,0.22537,0.47353,0.53282,0.66667,0
44.33333,0.505,0.34467,0.73033,8.33333,32.33333,40.66667,22.66667,7.66667,13.66667,114.66667,0.072,0.25707,0.56439,0.62371,36.66667,0.47533,0.43033,0.75067,9.66667,29.66667,39.33333,21.0,7.66667,11.33333,108.33333,0.17155,0.33222,0.56029,0.64897,0.0,0
44.0,0.565,0.44667,0.81467,5.0,34.0,39.0,24.66667,5.0,11.33333,107.66667,0.13305,0.18129,0.63521,0.67182,39.0,0.46667,0.34867,0.871,10.0,31.66667,41.66667,21.33333,8.0,14.33333,104.66667,0.08997,0.34813,0.51942,0.59446,0.33333,0
35.0,0.42767,0.33767,0.79467,11.66667,34.33333,46.0,17.66667,7.33333,10.0,98.0,0.07312,0.35134,0.48898,0.56402,35.66667,0.46467,0.41967,0.74933,8.66667,30.33333,39.0,23.0,9.0,13.33333,101.0,0.12259,0.26404,0.54756,0.61679,0.33333,1
43.66667,0.48167,0.32833,0.70867,9.0,32.33333,41.33333,25.0,9.33333,11.33333,111.0,0.07405,0.26399,0.53043,0.58779,38.0,0.462,0.31867,0.757,7.66667,32.0,39.66667,19.33333,8.66667,13.33333,96.33333,-0.11065,0.22832,0.52271,0.56445,1.0,0
38.66667,0.46833,0.39833,0.793,11.0,35.0,46.0,23.33333,9.0,13.33333,107.33333,0.14574,0.39706,0.53448,0.61052,40.66667,0.47567,0.37533,0.82367,10.0,34.0,44.0,20.66667,8.33333,12.66667,106.0,0.06349,0.30682,0.51878,0.58731,0.33333,1
40.0,0.458,0.33933,0.811,6.66667,37.0,43.66667,27.66667,6.66667,11.33333,105.66667,0.02904,0.18271,0.52092,0.57808,35.66667,0.39267,0.26267,0.777,9.0,34.33333,43.33333,21.66667,7.33333,10.66667,93.66667,-0.20769,0.22041,0.43298,0.49394,1.0,0
39.66667,0.44333,0.32367,0.738,8.33333,35.66667,44.0,22.33333,6.66667,11.66667,106.0,-0.04932,0.21,0.50113,0.56027,42.33333,0.473,0.41133,0.73633,12.33333,29.0,41.33333,27.66667,8.0,13.33333,108.66667,-0.11515,0.39068,0.55273,0.58884,1.0,0
40.0,0.465,0.376,0.66767,11.0,35.66667,46.66667,22.66667,7.66667,10.66667,108.0,-0.00208,0.31721,0.53835,0.59364,35.33333,0.40733,0.33867,0.797,13.33333,30.66667,44.0,22.33333,10.33333,16.33333,95.33333,-0.01825,0.44637,0.46497,0.52508,0.66667,0
36.0,0.42767,0.311,0.76467,11.0,34.0,45.0,17.0,9.66667,14.0,104.66667,0.06605,0.31863,0.47008,0.5731,37.66667,0.42933,0.35333,0.829,9.0,31.33333,40.33333,24.66667,9.0,11.33333,102.0,-0.11182,0.23452,0.49204,0.55669,0.66667,1
35.33333,0.45933,0.39033,0.769,10.0,32.0,42.0,26.66667,5.0,14.66667,97.0,-0.03469,0.31758,0.53074,0.59393,38.66667,0.43233,0.38633,0.737,15.0,32.66667,47.66667,24.33333,7.0,15.0,106.0,-0.0336,0.48227,0.50835,0.56414,0.66667,1
39.0,0.449,0.31767,0.77567,10.0,29.66667,39.66667,27.33333,6.0,11.33333,104.0,-0.08375,0.31853,0.50723,0.57103,41.66667,0.48067,0.39367,0.803,10.0,35.0,45.0,26.33333,6.66667,15.66667,104.66667,0.06681,0.33621,0.54894,0.58695,0.66667,0
40.33333,0.49933,0.335,0.674,6.66667,28.0,34.66667,19.0,8.33333,10.66667,101.33333,-0.05874,0.20268,0.54903,0.59677,35.0,0.40333,0.37033,0.763,12.66667,26.66667,39.33333,22.33333,9.33333,14.0,95.66667,-0.1691,0.39499,0.467,0.52606,1.0,1
41.66667,0.502,0.38633,0.747,8.66667,30.33333,39.0,19.33333,7.33333,15.0,109.33333,-0.0011,0.29131,0.56952,0.62625,39.0,0.45967,0.32333,0.76833,6.33333,31.0,37.33333,20.33333,6.66667,12.0,105.0,-0.12245,0.17897,0.51224,0.58522,0.66667,0
35.66667,0.41367,0.30067,0.66167,9.0,35.0,44.0,22.33333,9.33333,13.0,95.0,0.02015,0.24485,0.46859,0.52322,38.66667,0.496,0.39167,0.84033,7.0,28.33333,35.33333,21.66667,7.0,13.66667,101.0,-0.0759,0.23958,0.58025,0.62562,1.0,0
40.0,0.46967,0.37367,0.67233,11.33333,29.0,40.33333,24.66667,5.66667,14.33333,105.66667,-0.10107,0.32931,0.5381,0.59216,42.33333,0.43767,0.36733,0.743,10.33333,40.0,50.33333,20.33333,7.66667,13.33333,109.66667,0.12806,0.26839,0.49807,0.54444,0.0,1
33.0,0.43667,0.36067,0.80967,10.66667,32.33333,43.0,23.66667,6.0,15.0,97.66667,0.08903,0.3652,0.49196,0.59633,43.66667,0.46533,0.356,0.754,10.33333,39.66667,50.0,24.66667,7.33333,13.33333,110.66667,0.0966,0.29698,0.52175,0.56623,0.0,1
44.33333,0.50833,0.459,0.87067,9.33333,37.0,46.33333,29.0,7.33333,13.33333,118.66667,0.21339,0.34303,0.59197,0.65052,37.33333,0.493,0.45733,0.68967,7.0,28.0,35.0,24.33333,4.33333,13.0,98.33333,-0.01028,0.25316,0.5815,0.62333,0.66667,0
38.66667,0.50333,0.421,0.78667,7.33333,33.33333,40.66667,24.33333,4.66667,17.33333,113.66667,0.06939,0.27924,0.57465,0.67838,38.33333,0.458,0.36067,0.851,8.66667,24.33333,33.0,25.0,10.66667,13.0,110.33333,-0.10505,0.28543,0.53343,0.61939,1.0,1
38.0,0.472,0.35433,0.75567,10.33333,31.66667,42.0,24.0,6.0,15.33333,102.0,-0.04644,0.31515,0.53304,0.6035,39.66667,0.44267,0.28467,0.76967,13.66667,35.33333,49.0,16.33333,5.66667,10.0,104.66667,0.02983,0.44227,0.47969,0.55065,0.33333,1
47.33333,0.53067,0.37433,0.727,7.66667,35.33333,43.0,25.0,8.66667,9.33333,117.33333,0.22664,0.23949,0.5756,0.63024,45.0,0.46867,0.34633,0.725,16.0,27.66667,43.66667,23.33333,10.33333,14.33333,116.0,-0.02668,0.54911,0.52067,0.5761,0.66667,0
38.0,0.45733,0.346,0.74867,6.0,41.0,47.0,25.0,4.66667,11.33333,104.66667,0.06874,0.16622,0.50732,0.58605,40.66667,0.45567,0.27633,0.75933,7.33333,29.0,36.33333,18.66667,8.0,12.66667,105.33333,-0.20659,0.20746,0.51145,0.56405,1.0,0
41.0,0.444,0.344,0.685,10.33333,36.0,46.33333,25.33333,9.66667,15.0,104.33333,-0.03756,0.30476,0.51109,0.54557,36.0,0.43567,0.36333,0.806,10.0,28.0,38.0,20.0,6.33333,15.66667,101.33333,-0.09162,0.31182,0.50482,0.58181,1.0,0
41.0,0.50267,0.43333,0.74333,7.33333,30.33333,37.66667,24.0,8.66667,15.33333,110.0,0.06432,0.26209,0.57721,0.63965,35.33333,0.439,0.35667,0.70533,9.33333,32.33333,41.66667,18.66667,7.0,13.66667,96.33333,-0.09382,0.29342,0.50507,0.56761,0.66667,0
35.66667,0.464,0.374,0.725,8.66667,32.0,40.66667,23.66667,6.0,13.66667,99.66667,-0.01666,0.2661,0.5388,0.60777,39.66667,0.45767,0.413,0.764,7.66667,40.33333,48.0,22.0,9.0,12.33333,104.0,0.15433,0.22891,0.51542,0.57118,0.0,0
36.66667,0.425,0.28633,0.79,10.66667,35.0,45.66667,19.66667,6.33333,11.66667,105.33333,-0.07232,0.28756,0.46901,0.56482,43.33333,0.435,0.36033,0.516,14.0,33.66667,47.66667,23.66667,11.33333,13.66667,109.0,0.05128,0.34967,0.4887,0.52057,0.0,1
40.66667,0.442,0.356,0.77333,9.66667,29.66667,39.33333,24.0,12.0,10.0,110.33333,0.07864,0.27624,0.49817,0.5669,34.33333,0.38967,0.304,0.66,12.0,33.33333,45.33333,20.33333,5.66667,9.0,92.0,-0.23598,0.31045,0.44025,0.49494,1.0,1
36.66667,0.44967,0.33,0.68667,10.66667,34.0,44.66667,19.0,7.0,16.33333,96.66667,-0.08961,0.33061,0.50529,0.56042,42.0,0.487,0.34333,0.73567,13.0,33.33333,46.33333,24.0,7.0,13.33333,109.33333,0.17292,0.41465,0.53125,0.59739,0.0,1
39.0,0.46933,0.39833,0.77567,11.66667,31.0,42.66667,25.0,4.33333,13.33333,113.0,0.01006,0.39393,0.53782,0.63127,39.0,0.47133,0.43267,0.74833,10.0,32.66667,42.66667,24.66667,5.66667,9.66667,104.66667,0.02114,0.32532,0.54495,0.60315,0.33333,1
39.66667,0.432,0.325,0.75867,10.66667,33.0,43.66667,18.33333,12.0,9.0,103.33333,0.08292,0.30743,0.49201,0.54001,34.33333,0.41333,0.37633,0.72533,8.66667,31.0,39.66667,19.66667,7.33333,13.33333,96.33333,-0.22611,0.24311,0.48724,0.55088,0.66667,0
37.33333,0.45867,0.40467,0.778,8.0,32.0,40.0,24.66667,5.0,11.33333,103.33333,-0.00372,0.24315,0.52652,0.59886,38.33333,0.43933,0.37167,0.743,10.33333,33.66667,44.0,22.33333,8.33333,18.0,103.66667,-0.15687,0.30869,0.49407,0.56005,1.0,1
42.33333,0.497,0.453,0.82067,8.33333,35.0,43.33333,30.33333,8.0,12.0,114.33333,0.1311,0.27981,0.58504,0.64065,36.0,0.42667,0.318,0.75967,9.0,34.66667,43.66667,20.33333,8.33333,14.66667,101.0,-0.05585,0.24549,0.47746,0.56021,0.66667,0
39.0,0.462,0.35233,0.73833,10.0,42.66667,52.66667,25.0,3.33333,14.66667,108.33333,0.15546,0.31665,0.53724,0.60482,39.66667,0.48333,0.29533,0.86,7.66667,28.66667,36.33333,23.0,7.33333,12.66667,105.33333,-0.00081,0.2482,0.52977,0.60752,0.66667,0
33.0,0.40633,0.37633,0.797,10.33333,33.0,43.33333,18.33333,8.0,10.0,94.0,0.01476,0.30372,0.48069,0.54852,39.33333,0.427,0.41967,0.73433,15.66667,32.0,47.66667,24.0,8.0,14.33333,106.66667,0.01348,0.50304,0.50477,0.55409,0.33333,1
33.33333,0.419,0.34333,0.749,9.0,28.33333,37.33333,21.0,7.0,14.0,96.66667,-0.12957,0.26341,0.47345,0.5631,39.66667,0.45733,0.38733,0.758,11.66667,37.66667,49.33333,20.0,7.0,13.0,105.0,-0.00267,0.40531,0.51729,0.57556,0.66667,1
36.33333,0.45167,0.325,0.78233,7.66667,35.0,42.66667,23.33333,5.66667,12.33333,105.0,-0.01807,0.23029,0.51523,0.605,41.33333,0.505,0.43733,0.83433,10.33333,33.33333,43.66667,19.33333,7.0,13.33333,108.0,0.11111,0.39646,0.55525,0.62433,0.0,0
39.0,0.46833,0.33233,0.87933,6.66667,36.0,42.66667,27.66667,7.33333,13.33333,105.0,0.01013,0.19975,0.52082,0.59841,38.0,0.48433,0.429,0.72567,9.66667,33.0,42.66667,22.33333,8.33333,12.33333,106.66667,0.06193,0.32128,0.56797,0.63784,0.33333,1
40.66667,0.46467,0.344,0.75933,8.33333,34.33333,42.66667,23.66667,7.66667,11.33333,111.66667,-0.04652,0.22111,0.52384,0.59787,39.33333,0.47233,0.39933,0.68967,11.66667,38.0,49.66667,21.33333,6.66667,14.0,105.0,0.03873,0.41114,0.53695,0.59475,0.33333,0
36.66667,0.45067,0.331,0.82433,9.33333,30.0,39.33333,26.33333,5.66667,10.66667,99.66667,0.01792,0.34823,0.51616,0.58275,38.66667,0.428,0.261,0.74667,7.33333,37.0,44.33333,24.66667,6.66667,13.66667,98.66667,-0.11942,0.18658,0.47012,0.52289,1.0,0
42.33333,0.55067,0.419,0.828,5.66667,32.33333,38.0,22.66667,4.33333,11.0,107.66667,0.08587,0.21028,0.61974,0.67223,41.66667,0.46833,0.48833,0.69867,11.66667,32.66667,44.33333,24.0,5.0,12.66667,111.66667,0.01699,0.34729,0.55256,0.59822,0.33333,1
36.66667,0.43267,0.326,0.81133,8.33333,34.66667,43.0,22.0,5.66667,11.0,100.0,-0.01443,0.23285,0.48912,0.55828,38.33333,0.433,0.31733,0.891,9.0,31.0,40.0,27.0,8.33333,9.33333,100.66667,-0.06349,0.23286,0.48269,0.54737,0.33333,0
35.33333,0.451,0.33967,0.689,11.66667,30.33333,42.0,23.66667,6.33333,13.66667,97.66667,-0.07853,0.37386,0.51135,0.58147,36.0,0.421,0.34633,0.68567,10.66667,38.33333,49.0,20.66667,6.0,11.66667,97.0,-0.07283,0.28506,0.48112,0.53769,0.66667,0
37.33333,0.44,0.41567,0.704,8.66667,31.33333,40.0,19.0,7.33333,10.0,96.66667,0.00374,0.2225,0.50084,0.54991,39.66667,0.45933,0.378,0.724,9.66667,29.33333,39.0,23.33333,6.0,14.0,98.0,-0.1534,0.31354,0.51924,0.55103,1.0,0
42.33333,0.50967,0.40667,0.747,9.66667,33.33333,43.0,20.66667,10.0,15.33333,110.66667,0.1043,0.33143,0.5771,0.6336,41.0,0.471,0.408,0.724,10.33333,32.66667,43.0,22.33333,7.0,12.66667,105.66667,0.02459,0.3301,0.53057,0.57939,0.33333,1
36.66667,0.43633,0.31467,0.738,9.33333,34.66667,44.0,21.66667,9.66667,14.33333,99.66667,0.15964,0.27143,0.49229,0.55989,40.0,0.46533,0.34033,0.77367,7.66667,32.0,39.66667,20.33333,10.66667,10.0,110.66667,-0.08528,0.21534,0.5255,0.6004,0.66667,1
40.66667,0.46467,0.402,0.692,13.66667,29.33333,43.0,23.66667,4.66667,12.33333,112.0,-0.0824,0.42776,0.53201,0.5991,37.0,0.38833,0.29333,0.78367,13.0,31.66667,44.66667,23.33333,8.0,12.0,96.0,-0.21971,0.33604,0.43381,0.48508,1.0,0
40.66667,0.46833,0.37133,0.79867,10.0,32.66667,42.66667,25.0,8.66667,14.33333,116.66667,0.04367,0.29644,0.54269,0.62673,41.66667,0.46867,0.38467,0.759,8.0,31.0,39.0,22.66667,9.33333,8.0,116.33333,-0.02914,0.22514,0.54525,0.61122,0.33333,0
33.33333,0.409,0.345,0.72833,13.33333,31.33333,44.66667,19.66667,4.66667,13.33333,98.33333,-0.02644,0.41488,0.46283,0.55755,35.33333,0.39367,0.326,0.76467,14.0,32.66667,46.66667,20.0,10.0,12.33333,101.33333,-0.09143,0.36744,0.44419,0.52762,0.66667,0
45.33333,0.52267,0.46267,0.80467,6.0,36.33333,42.33333,29.66667,7.66667,10.0,120.0,0.13193,0.18182,0.58727,0.6547,36.66667,0.48267,0.44533,0.79567,6.33333,27.33333,33.66667,23.0,6.0,13.0,99.66667,-0.07137,0.20039,0.56509,0.62561,0.66667,1
42.0,0.49067,0.354,0.788,8.0,33.33333,41.33333,26.0,8.33333,9.33333,113.66667,0.10254,0.22949,0.555,0.62579,40.33333,0.477,0.40533,0.77133,10.0,33.33333,43.33333,23.66667,7.0,11.66667,111.66667,-0.00909,0.29125,0.54875,0.6202,0.66667,1
42.0,0.56,0.48567,0.817,5.0,32.33333,37.33333,27.0,5.33333,13.66667,106.33333,0.05591,0.19731,0.64032,0.68361,43.0,0.459,0.36867,0.79633,15.66667,27.0,42.66667,25.0,9.0,13.66667,115.0,-0.11655,0.50824,0.52386,0.58525,1.0,1
42.33333,0.51933,0.35733,0.70367,6.66667,37.66667,44.33333,26.33333,4.66667,10.33333,114.33333,0.11932,0.20734,0.56833,0.64732,37.66667,0.45933,0.34933,0.837,7.66667,36.0,43.66667,20.0,6.66667,14.66667,101.33333,-0.00275,0.22513,0.51021,0.58536,0.66667,0
40.66667,0.48,0.41567,0.75833,8.0,34.33333,42.33333,24.66667,11.0,15.0,107.66667,0.037,0.23724,0.55614,0.60968,31.66667,0.39767,0.36833,0.75467,8.33333,30.0,38.33333,15.0,8.33333,14.66667,90.0,-0.25615,0.23677,0.46425,0.53351,0.66667,1
34.0,0.41433,0.38,0.78067,8.66667,33.0,41.66667,21.33333,6.66667,12.66667,99.0,-0.00698,0.24447,0.47738,0.56305,38.33333,0.444,0.38933,0.73533,8.66667,36.0,44.66667,20.33333,7.33333,14.66667,98.33333,0.03608,0.2532,0.4963,0.54465,0.33333,1
41.0,0.43233,0.323,0.81033,9.66667,34.33333,44.0,21.33333,12.66667,14.0,110.33333,0.06525,0.23841,0.48139,0.55396,37.0,0.40667,0.38567,0.71233,15.0,28.0,43.0,19.66667,8.66667,13.33333,99.33333,-0.13157,0.45893,0.4763,0.52337,1.0,1
37.0,0.437,0.39867,0.74233,9.0,36.66667,45.66667,21.33333,5.66667,11.66667,94.33333,-0.00874,0.24775,0.49041,0.53674,41.0,0.42633,0.34367,0.654,15.33333,32.66667,48.0,22.33333,11.66667,17.0,111.33333,0.05917,0.4491,0.48455,0.54946,0.0,0
37.0,0.41,0.30467,0.68433,11.66667,34.33333,46.0,20.0,7.66667,11.0,97.0,-0.02141,0.31078,0.45027,0.50822,39.33333,0.47533,0.327,0.83867,8.0,27.66667,35.66667,24.66667,6.33333,10.66667,103.66667,-0.03744,0.23733,0.52566,0.59529,0.66667,0
38.0,0.47667,0.364,0.77433,7.0,29.66667,36.66667,19.66667,8.66667,14.33333,101.0,-0.06912,0.19816,0.53355,0.60002,41.0,0.508,0.39767,0.80967,9.0,35.0,44.0,17.0,12.0,14.66667,107.66667,0.10652,0.31759,0.56356,0.63017,0.0,1
35.33333,0.43167,0.33,0.709,10.33333,36.33333,46.66667,17.66667,5.33333,14.66667,97.33333,-0.07654,0.27967,0.48499,0.55584,37.33333,0.46233,0.313,0.72733,6.66667,34.66667,41.33333,21.66667,7.33333,17.66667,96.0,-0.04777,0.19286,0.51273,0.56666,0.33333,1
47.33333,0.48867,0.34467,0.72467,12.66667,38.66667,51.33333,28.66667,6.66667,13.0,118.66667,0.17586,0.39987,0.55077,0.5899,40.33333,0.43567,0.346,0.793,14.66667,37.0,51.66667,22.0,5.66667,15.0,105.0,-0.06944,0.46609,0.48288,0.54144,0.66667,0
36.0,0.45133,0.38633,0.797,9.66667,31.0,40.66667,18.33333,9.66667,11.0,104.0,0.06643,0.30804,0.52063,0.60719,38.33333,0.439,0.36833,0.73333,14.0,29.0,43.0,21.33333,6.66667,15.33333,104.0,-0.1048,0.45406,0.50286,0.56481,1.0,0
44.0,0.50133,0.40333,0.87433,12.33333,38.66667,51.0,27.33333,7.33333,14.0,116.33333,0.28479,0.43678,0.57316,0.6334,39.0,0.47333,0.354,0.79067,8.66667,33.33333,42.0,19.0,5.66667,11.33333,99.0,-0.08772,0.32111,0.51379,0.57257,0.33333,0
40.33333,0.48367,0.37767,0.86333,10.0,34.0,44.0,26.0,5.33333,16.0,105.66667,-0.09212,0.35426,0.53423,0.60446,44.33333,0.52767,0.32867,0.82467,9.0,34.33333,43.33333,26.33333,7.33333,10.66667,121.0,0.2667,0.35052,0.5821,0.6774,0.0,1
39.33333,0.445,0.385,0.69233,11.66667,32.33333,44.0,23.66667,8.66667,13.33333,101.33333,0.06394,0.34739,0.49956,0.54755,38.33333,0.42067,0.22567,0.73933,8.0,35.0,43.0,22.0,7.0,10.33333,96.0,-0.16225,0.20945,0.44997,0.50414,1.0,1
40.66667,0.502,0.34967,0.80433,8.33333,34.0,42.33333,26.66667,9.0,13.33333,109.0,0.11365,0.27419,0.57026,0.63696,37.0,0.44933,0.43967,0.75033,9.33333,33.66667,43.0,18.0,8.66667,12.66667,101.33333,0.06393,0.30282,0.53054,0.58588,0.33333,0
43.33333,0.531,0.39767,0.81567,7.33333,41.0,48.33333,27.66667,8.66667,12.66667,113.33333,0.37439,0.24675,0.5926,0.65967,37.0,0.40967,0.33,0.81333,11.0,28.33333,39.33333,26.33333,8.33333,10.66667,100.33333,-0.18969,0.27109,0.46747,0.53112,0.66667,0
39.66667,0.45667,0.32333,0.77933,9.66667,36.0,45.66667,19.0,9.33333,14.66667,106.0,0.00125,0.28748,0.51798,0.5808,36.33333,0.42167,0.27033,0.816,10.33333,30.66667,41.0,20.33333,6.66667,13.33333,87.66667,-0.21468,0.31567,0.45806,0.49601,1.0,0
37.66667,0.40333,0.38667,0.64,12.0,35.66667,47.66667,20.0,7.33333,11.66667,99.66667,-0.09936,0.29538,0.45323,0.50433,32.66667,0.403,0.32733,0.81067,9.66667,37.0,46.66667,17.33333,7.66667,13.33333,94.33333,-0.07521,0.26257,0.456,0.54361,0.66667,1
39.66667,0.50633,0.37,0.84467,10.0,39.0,49.0,23.66667,7.66667,12.0,111.33333,0.36055,0.3545,0.58356,0.66679,35.33333,0.40233,0.34867,0.79633,14.66667,32.33333,47.0,19.66667,9.66667,15.66667,98.0,0.01569,0.45088,0.46452,0.53031,0.66667,0
39.66667,0.47933,0.36367,0.88767,9.33333,33.66667,43.0,28.0,5.33333,12.66667,107.0,0.12513,0.35808,0.55547,0.61854,39.33333,0.453,0.38,0.71833,10.0,31.0,41.0,22.33333,8.0,10.33333,105.0,-0.01255,0.28518,0.51302,0.57414,0.66667,0
35.66667,0.44267,0.381,0.797,8.66667,33.0,41.66667,20.0,7.0,13.66667,105.66667,0.07516,0.27011,0.52147,0.61027,36.66667,0.497,0.45767,0.79367,7.66667,29.66667,37.33333,24.0,8.66667,15.33333,101.0,0.16227,0.26404,0.58705,0.64938,0.33333,0
36.33333,0.474,0.391,0.75267,9.33333,29.66667,39.0,20.33333,5.66667,14.0,98.66667,-0.15721,0.28773,0.54167,0.60964,38.0,0.42833,0.31967,0.69733,11.66667,29.0,40.66667,22.0,10.33333,13.33333,99.33333,-0.19334,0.33333,0.477,0.53146,1.0,1
42.66667,0.45567,0.34767,0.80567,12.33333,31.66667,44.0,24.0,7.66667,13.33333,125.66667,0.0264,0.34384,0.52934,0.62161,40.33333,0.48933,0.42,0.90833,10.33333,36.33333,46.66667,24.66667,4.33333,16.33333,113.33333,-0.00689,0.42222,0.56194,0.64838,0.66667,0
38.66667,0.46467,0.40633,0.83633,10.66667,34.33333,45.0,22.0,5.33333,14.0,114.0,0.06039,0.34317,0.54329,0.6378,41.0,0.49567,0.32733,0.743,7.0,35.0,42.0,23.0,6.33333,12.0,108.33333,0.13451,0.22713,0.54671,0.6213,0.0,1
37.33333,0.462,0.39667,0.85333,9.33333,36.0,45.33333,21.66667,7.33333,14.33333,103.33333,0.11772,0.28693,0.53299,0.60575,37.0,0.47833,0.42433,0.84667,8.0,36.33333,44.33333,22.0,7.0,16.33333,103.0,0.09978,0.25611,0.54618,0.62712,0.33333,0
39.66667,0.47967,0.37767,0.72267,8.33333,34.33333,42.66667,21.0,5.0,13.33333,112.33333,0.02706,0.27528,0.53958,0.62679,40.33333,0.45367,0.29633,0.803,8.66667,30.33333,39.0,19.33333,8.0,13.33333,105.33333,-0.17209,0.2455,0.50769,0.56569,1.0,1
38.66667,0.46667,0.38033,0.70567,10.0,28.33333,38.33333,24.0,7.0,15.33333,104.66667,-0.14764,0.304,0.53616,0.59764,41.33333,0.46,0.403,0.75233,10.33333,32.0,42.33333,24.33333,8.0,9.66667,111.66667,0.00433,0.28913,0.53227,0.5923,0.66667,0
35.33333,0.428,0.22533,0.68467,9.0,28.33333,37.33333,17.66667,9.66667,11.66667,87.0,-0.16429,0.25983,0.46044,0.50542,38.33333,0.47333,0.433,0.90633,11.66667,33.0,44.66667,24.0,4.66667,18.0,103.66667,-0.09877,0.47875,0.54537,0.6139,0.66667,0
41.33333,0.483,0.30267,0.781,8.33333,36.33333,44.66667,25.0,7.33333,12.0,110.33333,0.08653,0.26446,0.53478,0.60465,40.66667,0.476,0.39867,0.79933,10.33333,36.66667,47.0,25.66667,9.0,14.0,115.0,-0.00201,0.30281,0.5468,0.62982,0.33333,1
38.33333,0.483,0.37433,0.81933,6.33333,34.33333,40.66667,24.0,8.33333,14.66667,105.66667,-0.00859,0.19915,0.55239,0.62853,42.0,0.52133,0.28767,0.851,9.0,33.66667,42.66667,24.33333,6.33333,12.66667,117.0,0.18273,0.36728,0.57256,0.6756,0.0,1
41.33333,0.46933,0.288,0.73567,12.33333,32.66667,45.0,22.66667,9.66667,16.0,106.0,-0.06866,0.39162,0.51101,0.57099,35.0,0.43533,0.33967,0.79033,10.0,24.66667,34.66667,21.33333,9.66667,15.33333,101.0,-0.18003,0.33021,0.50539,0.5896,1.0,0
39.0,0.43133,0.35467,0.79,10.0,32.33333,42.33333,21.0,10.33333,14.0,105.66667,0.05717,0.27915,0.47972,0.55321,41.0,0.51533,0.34433,0.792,10.66667,35.0,45.66667,16.66667,8.0,16.33333,106.33333,0.12608,0.43197,0.56409,0.63083,0.0,0
40.0,0.49867,0.46333,0.84233,6.66667,35.33333,42.0,24.33333,7.33333,14.0,107.66667,0.17762,0.21319,0.58602,0.64324,38.33333,0.437,0.30733,0.76867,13.33333,29.0,42.33333,18.0,9.66667,16.0,107.0,0.02454,0.43457,0.48854,0.5721,0.33333,0
38.0,0.44167,0.266,0.70667,9.33333,28.66667,38.0,22.33333,8.0,10.33333,98.0,-0.15798,0.26884,0.48184,0.53844,44.33333,0.53133,0.45633,0.73167,9.0,31.33333,40.33333,24.33333,7.66667,9.66667,118.66667,0.20771,0.30434,0.6159,0.67355,0.0,0
39.0,0.44167,0.33533,0.76933,8.0,30.66667,38.66667,20.0,8.66667,13.33333,104.33333,-0.17541,0.21542,0.50024,0.56054,39.0,0.419,0.298,0.854,13.0,34.33333,47.33333,21.0,4.66667,12.0,105.33333,-0.15151,0.38693,0.46047,0.53726,0.66667,1
39.0,0.46433,0.33733,0.81433,8.66667,40.0,48.66667,25.66667,5.33333,12.66667,111.66667,0.19571,0.27394,0.53961,0.62309,35.66667,0.439,0.415,0.67267,9.0,41.66667,50.66667,22.0,5.33333,14.0,96.33333,-0.05302,0.25999,0.50098,0.55899,0.33333,1
41.66667,0.48667,0.37067,0.808,6.33333,34.33333,40.66667,25.66667,7.0,11.33333,112.66667,0.08912,0.18782,0.55299,0.62265,38.0,0.445,0.28333,0.76167,7.66667,27.33333,35.0,17.33333,8.33333,14.0,104.0,-0.23276,0.22007,0.49687,0.57368,1.0,0
42.0,0.479,0.45033,0.68967,14.66667,30.0,44.66667,22.33333,10.66667,17.0,109.0,0.0822,0.55532,0.55144,0.5942,40.0,0.48667,0.314,0.828,11.33333,31.66667,43.0,18.0,9.0,15.0,111.66667,0.08309,0.41515,0.52621,0.62786,0.33333,0
39.0,0.45467,0.35133,0.73433,8.66667,36.66667,45.33333,24.33333,8.0,12.66667,107.66667,-0.04367,0.22599,0.52133,0.59086,38.0,0.454,0.30933,0.77933,10.33333,28.33333,38.66667,24.66667,7.66667,14.33333,98.33333,-0.16047,0.31025,0.50373,0.56106,1.0,1
35.0,0.443,0.43867,0.839,10.0,31.66667,41.66667,15.0,9.33333,14.0,102.0,-0.00431,0.35382,0.50422,0.59976,42.33333,0.48,0.32,0.819,9.0,29.33333,38.33333,27.0,6.66667,13.33333,108.66667,-0.03669,0.27139,0.53039,0.58888,0.66667,1
