Date,Start (ET),AwayTeam,AwayPoints,HomeTeam,HomePoints
"Sat, Dec 1, 2018",5:00p,Milwaukee Bucks,134,New York Knicks,136
"Sat, Dec 1, 2018",7:00p,Golden State Warriors,102,Detroit Pistons,111
"Sat, Dec 1, 2018",7:00p,Brooklyn Nets,88,Washington Wizards,102
"Sat, Dec 1, 2018",8:00p,Toronto Raptors,106,Cleveland Cavaliers,95
"Sat, Dec 1, 2018",8:00p,Chicago Bulls,105,Houston Rockets,121
"Sat, Dec 1, 2018",8:00p,Boston Celtics,118,Minnesota Timberwolves,109
"Sat, Dec 1, 2018",10:00p,Indiana Pacers,110,Sacramento Kings,111
"Sun, Dec 2, 2018",3:30p,Phoenix Suns,96,Los Angeles Lakers,120
"Sun, Dec 2, 2018",5:00p,New Orleans Pelicans,119,Charlotte Hornets,109
"Sun, Dec 2, 2018",6:00p,Utah Jazz,100,Miami Heat,102
"Sun, Dec 2, 2018",6:00p,Memphis Grizzlies,95,Philadelphia 76ers,103
"Sun, Dec 2, 2018",7:00p,Los Angeles Clippers,110,Dallas Mavericks,114
"Sun, Dec 2, 2018",7:00p,Portland Trail Blazers,118,San Antonio Spurs,131
"Mon, Dec 3, 2018",7:00p,Oklahoma City Thunder,110,Detroit Pistons,83
"Mon, Dec 3, 2018",7:30p,Golden State Warriors,128,Atlanta Hawks,111
"Mon, Dec 3, 2018",7:30p,Cleveland Cavaliers,99,Brooklyn Nets,97
"Mon, Dec 3, 2018",7:30p,Washington Wizards,110,New York Knicks,107
"Mon, Dec 3, 2018",7:30p,Denver Nuggets,106,Toronto Raptors,103
"Mon, Dec 3, 2018",8:00p,Houston Rockets,91,Minnesota Timberwolves,103
"Mon, Dec 3, 2018",8:00p,Los Angeles Clippers,129,New Orleans Pelicans,126
"Tue, Dec 4, 2018",7:00p,Chicago Bulls,90,Indiana Pacers,96
"Tue, Dec 4, 2018",7:30p,Orlando Magic,105,Miami Heat,90
"Tue, Dec 4, 2018",8:30p,Portland Trail Blazers,102,Dallas Mavericks,111
"Tue, Dec 4, 2018",9:00p,Sacramento Kings,122,Phoenix Suns,105
"Tue, Dec 4, 2018",9:00p,San Antonio Spurs,105,Utah Jazz,139
"Wed, Dec 5, 2018",7:00p,Golden State Warriors,129,Cleveland Cavaliers,105
"Wed, Dec 5, 2018",7:00p,Denver Nuggets,124,Orlando Magic,118
"Wed, Dec 5, 2018",7:30p,Washington Wizards,131,Atlanta Hawks,117
"Wed, Dec 5, 2018",7:30p,Oklahoma City Thunder,114,Brooklyn Nets,112
"Wed, Dec 5, 2018",8:00p,Los Angeles Clippers,86,Memphis Grizzlies,96
"Wed, Dec 5, 2018",8:00p,Detroit Pistons,92,Milwaukee Bucks,115
"Wed, Dec 5, 2018",8:00p,Charlotte Hornets,104,Minnesota Timberwolves,121
"Wed, Dec 5, 2018",8:00p,Dallas Mavericks,106,New Orleans Pelicans,132
"Wed, Dec 5, 2018",8:00p,Philadelphia 76ers,102,Toronto Raptors,113
"Wed, Dec 5, 2018",10:30p,San Antonio Spurs,113,Los Angeles Lakers,121
"Thu, Dec 6, 2018",8:00p,New York Knicks,100,Boston Celtics,128
"Thu, Dec 6, 2018",10:00p,Phoenix Suns,86,Portland Trail Blazers,108
"Thu, Dec 6, 2018",10:30p,Houston Rockets,91,Utah Jazz,118
"Fri, Dec 7, 2018",7:00p,Denver Nuggets,107,Charlotte Hornets,113
"Fri, Dec 7, 2018",7:00p,Philadelphia 76ers,117,Detroit Pistons,111
"Fri, Dec 7, 2018",7:00p,Indiana Pacers,112,Orlando Magic,90
"Fri, Dec 7, 2018",7:30p,Toronto Raptors,105,Brooklyn Nets,106
"Fri, Dec 7, 2018",7:30p,Sacramento Kings,129,Cleveland Cavaliers,110
"Fri, Dec 7, 2018",8:00p,Oklahoma City Thunder,112,Chicago Bulls,114
"Fri, Dec 7, 2018",8:00p,Memphis Grizzlies,107,New Orleans Pelicans,103
"Fri, Dec 7, 2018",8:30p,Los Angeles Lakers,120,San Antonio Spurs,133
"Fri, Dec 7, 2018",9:00p,Miami Heat,115,Phoenix Suns,98
"Fri, Dec 7, 2018",9:30p,Golden State Warriors,105,Milwaukee Bucks,95
"Sat, Dec 8, 2018",6:00p,Houston Rockets,104,Dallas Mavericks,107
"Sat, Dec 8, 2018",7:00p,Sacramento Kings,97,Indiana Pacers,107
"Sat, Dec 8, 2018",7:30p,Denver Nuggets,98,Atlanta Hawks,106
"Sat, Dec 8, 2018",7:30p,Washington Wizards,101,Cleveland Cavaliers,116
"Sat, Dec 8, 2018",7:30p,Brooklyn Nets,112,New York Knicks,104
"Sat, Dec 8, 2018",8:00p,Boston Celtics,133,Chicago Bulls,77
"Sat, Dec 8, 2018",8:00p,Los Angeles Lakers,111,Memphis Grizzlies,88
"Sat, Dec 8, 2018",10:00p,Minnesota Timberwolves,105,Portland Trail Blazers,113
"Sat, Dec 8, 2018",10:30p,Miami Heat,121,Los Angeles Clippers,98
"Sun, Dec 9, 2018",3:30p,New Orleans Pelicans,116,Detroit Pistons,108
"Sun, Dec 9, 2018",6:00p,Milwaukee Bucks,104,Toronto Raptors,99
"Sun, Dec 9, 2018",7:00p,Utah Jazz,97,San Antonio Spurs,110
"Sun, Dec 9, 2018",7:30p,Charlotte Hornets,119,New York Knicks,107
"Mon, Dec 10, 2018",7:00p,Washington Wizards,101,Indiana Pacers,109
"Mon, Dec 10, 2018",7:00p,Detroit Pistons,102,Philadelphia 76ers,116
"Mon, Dec 10, 2018",7:30p,New Orleans Pelicans,100,Boston Celtics,113
"Mon, Dec 10, 2018",8:00p,Sacramento Kings,108,Chicago Bulls,89
"Mon, Dec 10, 2018",8:00p,Cleveland Cavaliers,92,Milwaukee Bucks,108
"Mon, Dec 10, 2018",8:00p,Utah Jazz,113,Oklahoma City Thunder,122
"Mon, Dec 10, 2018",8:30p,Orlando Magic,76,Dallas Mavericks,101
"Mon, Dec 10, 2018",9:00p,Memphis Grizzlies,99,Denver Nuggets,105
"Mon, Dec 10, 2018",9:00p,Los Angeles Clippers,123,Phoenix Suns,119
"Mon, Dec 10, 2018",10:30p,Minnesota Timberwolves,108,Golden State Warriors,116
"Mon, Dec 10, 2018",10:30p,Miami Heat,105,Los Angeles Lakers,108
"Tue, Dec 11, 2018",8:00p,Portland Trail Blazers,104,Houston Rockets,111
"Tue, Dec 11, 2018",8:30p,Phoenix Suns,86,San Antonio Spurs,111
"Tue, Dec 11, 2018",10:30p,Toronto Raptors,123,Los Angeles Clippers,99
"Wed, Dec 12, 2018",7:00p,Detroit Pistons,107,Charlotte Hornets,108
"Wed, Dec 12, 2018",7:00p,New York Knicks,106,Cleveland Cavaliers,113
"Wed, Dec 12, 2018",7:00p,Milwaukee Bucks,97,Indiana Pacers,113
"Wed, Dec 12, 2018",7:00p,Brooklyn Nets,127,Philadelphia 76ers,124
"Wed, Dec 12, 2018",7:00p,Boston Celtics,130,Washington Wizards,125
"Wed, Dec 12, 2018",8:00p,Portland Trail Blazers,83,Memphis Grizzlies,92
"Wed, Dec 12, 2018",8:00p,Oklahoma City Thunder,114,New Orleans Pelicans,118
"Wed, Dec 12, 2018",8:30p,Atlanta Hawks,107,Dallas Mavericks,114
"Wed, Dec 12, 2018",9:00p,Miami Heat,84,Utah Jazz,111
"Wed, Dec 12, 2018",10:00p,Minnesota Timberwolves,130,Sacramento Kings,141
"Wed, Dec 12, 2018",10:30p,Toronto Raptors,113,Golden State Warriors,93
"Thu, Dec 13, 2018",8:00p,Los Angeles Lakers,111,Houston Rockets,126
"Thu, Dec 13, 2018",8:30p,Los Angeles Clippers,87,San Antonio Spurs,125
"Thu, Dec 13, 2018",9:30p,Chicago Bulls,91,Orlando Magic,97
"Thu, Dec 13, 2018",10:30p,Dallas Mavericks,89,Phoenix Suns,99
"Fri, Dec 14, 2018",7:00p,Atlanta Hawks,108,Boston Celtics,129
"Fri, Dec 14, 2018",7:00p,New York Knicks,126,Charlotte Hornets,124
"Fri, Dec 14, 2018",7:30p,Washington Wizards,118,Brooklyn Nets,125
"Fri, Dec 14, 2018",7:30p,Milwaukee Bucks,114,Cleveland Cavaliers,102
