Date,Start (ET),AwayTeam,AwayPoints,HomeTeam,HomePoints
"Mon, Apr 1, 2019",7:00p,Detroit Pistons,102,Indiana Pacers,111
"Mon, Apr 1, 2019",7:30p,Miami Heat,105,Boston Celtics,110
"Mon, Apr 1, 2019",7:30p,Milwaukee Bucks,131,Brooklyn Nets,121
"Mon, Apr 1, 2019",7:30p,Chicago Bulls,105,New York Knicks,113
"Mon, Apr 1, 2019",7:30p,Orlando Magic,109,Toronto Raptors,121
"Mon, Apr 1, 2019",8:00p,Portland Trail Blazers,132,Minnesota Timberwolves,122
"Mon, Apr 1, 2019",8:30p,Philadelphia 76ers,102,Dallas Mavericks,122
"Mon, Apr 1, 2019",9:00p,Charlotte Hornets,102,Utah Jazz,111
"Mon, Apr 1, 2019",10:00p,Cleveland Cavaliers,113,Phoenix Suns,122
"Tue, Apr 2, 2019",8:00p,Los Angeles Lakers,103,Oklahoma City Thunder,119
"Tue, Apr 2, 2019",8:30p,Atlanta Hawks,111,San Antonio Spurs,117
"Tue, Apr 2, 2019",10:00p,Houston Rockets,130,Sacramento Kings,105
"Tue, Apr 2, 2019",10:30p,Denver Nuggets,102,Golden State Warriors,116
"Wed, Apr 3, 2019",7:00p,Indiana Pacers,108,Detroit Pistons,89
"Wed, Apr 3, 2019",7:00p,New York Knicks,100,Orlando Magic,114
"Wed, Apr 3, 2019",7:00p,Chicago Bulls,115,Washington Wizards,114
"Wed, Apr 3, 2019",7:30p,Philadelphia 76ers,122,Atlanta Hawks,130
"Wed, Apr 3, 2019",7:30p,Toronto Raptors,115,Brooklyn Nets,105
"Wed, Apr 3, 2019",7:30p,Boston Celtics,112,Miami Heat,102
"Wed, Apr 3, 2019",8:00p,Charlotte Hornets,115,New Orleans Pelicans,109
"Wed, Apr 3, 2019",8:30p,Minnesota Timberwolves,110,Dallas Mavericks,108
"Wed, Apr 3, 2019",9:00p,San Antonio Spurs,85,Denver Nuggets,113
"Wed, Apr 3, 2019",10:00p,Utah Jazz,118,Phoenix Suns,97
"Wed, Apr 3, 2019",10:00p,Memphis Grizzlies,89,Portland Trail Blazers,116
"Wed, Apr 3, 2019",10:30p,Houston Rockets,135,Los Angeles Clippers,103
"Thu, Apr 4, 2019",8:00p,Milwaukee Bucks,128,Philadelphia 76ers,122
"Thu, Apr 4, 2019",10:00p,Cleveland Cavaliers,104,Sacramento Kings,117
"Thu, Apr 4, 2019",10:30p,Golden State Warriors,108,Los Angeles Lakers,90
"Fri, Apr 5, 2019",7:00p,Toronto Raptors,111,Charlotte Hornets,113
"Fri, Apr 5, 2019",7:00p,Atlanta Hawks,113,Orlando Magic,149
"Fri, Apr 5, 2019",7:00p,San Antonio Spurs,129,Washington Wizards,112
"Fri, Apr 5, 2019",8:00p,New York Knicks,96,Houston Rockets,120
"Fri, Apr 5, 2019",8:00p,Boston Celtics,117,Indiana Pacers,97
"Fri, Apr 5, 2019",8:00p,Miami Heat,109,Minnesota Timberwolves,111
"Fri, Apr 5, 2019",8:00p,Detroit Pistons,110,Oklahoma City Thunder,123
"Fri, Apr 5, 2019",8:30p,Memphis Grizzlies,122,Dallas Mavericks,112
"Fri, Apr 5, 2019",9:00p,Sacramento Kings,98,Utah Jazz,119
"Fri, Apr 5, 2019",10:00p,New Orleans Pelicans,126,Phoenix Suns,133
"Fri, Apr 5, 2019",10:30p,Portland Trail Blazers,110,Denver Nuggets,119
"Fri, Apr 5, 2019",10:30p,Cleveland Cavaliers,114,Golden State Warriors,120
"Fri, Apr 5, 2019",10:30p,Los Angeles Lakers,122,Los Angeles Clippers,117
