Date,Start (ET),AwayTeam,AwayPoints,HomeTeam,HomePoints
"Sun, Jun 2, 2019",8:00p,Golden State Warriors,109,Toronto Raptors,104
"Wed, Jun 5, 2019",9:00p,Toronto Raptors,123,Golden State Warriors,109
"Fri, Jun 7, 2019",9:00p,Toronto Raptors,105,Golden State Warriors,92
"Mon, Jun 10, 2019",9:00p,Golden State Warriors,106,Toronto Raptors,105
"Thu, Jun 13, 2019",9:00p,Toronto Raptors,114,Golden State Warriors,110
