Date,Start (ET),AwayTeam,AwayPoints,HomeTeam,HomePoints
"Tue, Jan 1, 2019",7:30p,Utah Jazz,116,Toronto Raptors,122
"Tue, Jan 1, 2019",8:00p,Detroit Pistons,98,Milwaukee Bucks,121
"Tue, Jan 1, 2019",9:00p,New York Knicks,108,Denver Nuggets,115
"Tue, Jan 1, 2019",9:00p,Portland Trail Blazers,113,Sacramento Kings,108
"Tue, Jan 1, 2019",10:30p,Philadelphia 76ers,119,Los Angeles Clippers,113
"Wed, Jan 2, 2019",7:00p,Dallas Mavericks,122,Charlotte Hornets,84
"Wed, Jan 2, 2019",7:00p,Miami Heat,117,Cleveland Cavaliers,92
"Wed, Jan 2, 2019",7:00p,Atlanta Hawks,98,Washington Wizards,114
"Wed, Jan 2, 2019",7:30p,New Orleans Pelicans,121,Brooklyn Nets,126
"Wed, Jan 2, 2019",8:00p,Minnesota Timberwolves,102,Boston Celtics,115
"Wed, Jan 2, 2019",8:00p,Orlando Magic,112,Chicago Bulls,84
"Wed, Jan 2, 2019",8:00p,Detroit Pistons,101,Memphis Grizzlies,94
"Wed, Jan 2, 2019",9:00p,Philadelphia 76ers,132,Phoenix Suns,127
"Wed, Jan 2, 2019",10:30p,Oklahoma City Thunder,107,Los Angeles Lakers,100
"Thu, Jan 3, 2019",8:00p,Toronto Raptors,107,San Antonio Spurs,125
"Thu, Jan 3, 2019",10:00p,Denver Nuggets,117,Sacramento Kings,113
"Thu, Jan 3, 2019",10:30p,Houston Rockets,135,Golden State Warriors,134
"Fri, Jan 4, 2019",7:30p,Utah Jazz,117,Cleveland Cavaliers,91
"Fri, Jan 4, 2019",8:00p,Dallas Mavericks,93,Boston Celtics,114
"Fri, Jan 4, 2019",8:00p,Indiana Pacers,119,Chicago Bulls,116
"Fri, Jan 4, 2019",8:00p,Brooklyn Nets,109,Memphis Grizzlies,100
"Fri, Jan 4, 2019",8:00p,Washington Wizards,109,Miami Heat,115
"Fri, Jan 4, 2019",8:00p,Orlando Magic,103,Minnesota Timberwolves,120
"Fri, Jan 4, 2019",8:30p,Atlanta Hawks,112,Milwaukee Bucks,144
"Fri, Jan 4, 2019",9:00p,Los Angeles Clippers,121,Phoenix Suns,111
"Fri, Jan 4, 2019",10:30p,New York Knicks,119,Los Angeles Lakers,112
