Date,Start (ET),AwayTeam,AwayPoints,HomeTeam,HomePoints
"Fri, Feb 1, 2019",7:00p,Memphis Grizzlies,92,Charlotte Hornets,100
"Fri, Feb 1, 2019",7:30p,Boston Celtics,113,New York Knicks,99
"Fri, Feb 1, 2019",8:00p,Oklahoma City Thunder,118,Miami Heat,102
"Fri, Feb 1, 2019",9:00p,Atlanta Hawks,112,Utah Jazz,128
"Fri, Feb 1, 2019",10:00p,Houston Rockets,122,Denver Nuggets,136
"Sat, Feb 2, 2019",5:00p,Los Angeles Clippers,111,Detroit Pistons,101
"Sat, Feb 2, 2019",7:00p,Chicago Bulls,118,Charlotte Hornets,125
"Sat, Feb 2, 2019",7:00p,Brooklyn Nets,89,Orlando Magic,102
"Sat, Feb 2, 2019",7:00p,Milwaukee Bucks,131,Washington Wizards,115
"Sat, Feb 2, 2019",7:30p,Dallas Mavericks,111,Cleveland Cavaliers,98
"Sat, Feb 2, 2019",7:30p,Indiana Pacers,95,Miami Heat,88
"Sat, Feb 2, 2019",8:30p,Los Angeles Lakers,101,Golden State Warriors,115
"Sat, Feb 2, 2019",8:30p,New Orleans Pelicans,108,San Antonio Spurs,113
"Sat, Feb 2, 2019",9:00p,Denver Nuggets,107,Minnesota Timberwolves,106
"Sat, Feb 2, 2019",9:00p,Atlanta Hawks,118,Phoenix Suns,112
"Sat, Feb 2, 2019",9:00p,Houston Rockets,125,Utah Jazz,98
"Sat, Feb 2, 2019",10:00p,Philadelphia 76ers,108,Sacramento Kings,115
"Sun, Feb 3, 2019",1:00p,Memphis Grizzlies,96,New York Knicks,84
"Sun, Feb 3, 2019",2:00p,Oklahoma City Thunder,129,Boston Celtics,134
"Sun, Feb 3, 2019",3:00p,Los Angeles Clippers,103,Toronto Raptors,121
"Mon, Feb 4, 2019",7:00p,Denver Nuggets,103,Detroit Pistons,129
"Mon, Feb 4, 2019",7:00p,Atlanta Hawks,137,Washington Wizards,129
"Mon, Feb 4, 2019",7:30p,Milwaukee Bucks,113,Brooklyn Nets,94
"Mon, Feb 4, 2019",8:00p,Indiana Pacers,109,New Orleans Pelicans,107
"Mon, Feb 4, 2019",9:00p,Houston Rockets,118,Phoenix Suns,110
"Mon, Feb 4, 2019",10:00p,San Antonio Spurs,112,Sacramento Kings,127
"Tue, Feb 5, 2019",7:00p,Los Angeles Clippers,117,Charlotte Hornets,115
"Tue, Feb 5, 2019",7:00p,Boston Celtics,103,Cleveland Cavaliers,96
"Tue, Feb 5, 2019",7:00p,Los Angeles Lakers,94,Indiana Pacers,136
"Tue, Feb 5, 2019",7:30p,Detroit Pistons,105,New York Knicks,92
"Tue, Feb 5, 2019",8:00p,Minnesota Timberwolves,106,Memphis Grizzlies,108
"Tue, Feb 5, 2019",8:00p,Orlando Magic,122,Oklahoma City Thunder,132
"Tue, Feb 5, 2019",8:00p,Toronto Raptors,119,Philadelphia 76ers,107
"Tue, Feb 5, 2019",10:30p,Miami Heat,118,Portland Trail Blazers,108
"Wed, Feb 6, 2019",7:30p,Denver Nuggets,130,Brooklyn Nets,135
"Wed, Feb 6, 2019",8:00p,New Orleans Pelicans,125,Chicago Bulls,120
"Wed, Feb 6, 2019",8:00p,Washington Wizards,129,Milwaukee Bucks,148
"Wed, Feb 6, 2019",8:30p,Charlotte Hornets,93,Dallas Mavericks,99
"Wed, Feb 6, 2019",9:00p,Phoenix Suns,88,Utah Jazz,116
"Wed, Feb 6, 2019",10:00p,Houston Rockets,127,Sacramento Kings,101
"Wed, Feb 6, 2019",10:30p,San Antonio Spurs,102,Golden State Warriors,141
"Thu, Feb 7, 2019",7:00p,Los Angeles Clippers,92,Indiana Pacers,116
"Thu, Feb 7, 2019",7:00p,Minnesota Timberwolves,112,Orlando Magic,122
