Date,Start (ET),AwayTeam,AwayPoints,HomeTeam,HomePoints
"Fri, Jan 1, 2021",7:00p,Memphis Grizzlies,108,Charlotte Hornets,93
"Fri, Jan 1, 2021",7:00p,Miami Heat,83,Dallas Mavericks,93
"Fri, Jan 1, 2021",7:00p,Boston Celtics,93,Detroit Pistons,96
"Fri, Jan 1, 2021",7:30p,Atlanta Hawks,114,Brooklyn Nets,96
"Fri, Jan 1, 2021",8:00p,Chicago Bulls,96,Milwaukee Bucks,126
"Fri, Jan 1, 2021",8:00p,Washington Wizards,130,Minnesota Timberwolves,109
"Fri, Jan 1, 2021",8:00p,Los Angeles Lakers,109,San Antonio Spurs,103
"Fri, Jan 1, 2021",9:00p,Phoenix Suns,106,Denver Nuggets,103
"Fri, Jan 1, 2021",9:00p,Los Angeles Clippers,100,Utah Jazz,106
"Fri, Jan 1, 2021",10:30p,Portland Trail Blazers,123,Golden State Warriors,98
"Sat, Jan 2, 2021",5:00p,Sacramento Kings,94,Houston Rockets,102
"Sat, Jan 2, 2021",7:00p,New York Knicks,106,Indiana Pacers,102
"Sat, Jan 2, 2021",7:00p,Oklahoma City Thunder,108,Orlando Magic,99
"Sat, Jan 2, 2021",7:00p,Charlotte Hornets,112,Philadelphia 76ers,127
"Sat, Jan 2, 2021",7:30p,Cleveland Cavaliers,96,Atlanta Hawks,91
"Sat, Jan 2, 2021",7:30p,Toronto Raptors,116,New Orleans Pelicans,120
"Sun, Jan 3, 2021",3:00p,Boston Celtics,122,Detroit Pistons,120
"Sun, Jan 3, 2021",6:00p,Washington Wizards,123,Brooklyn Nets,122
"Sun, Jan 3, 2021",6:00p,Los Angeles Lakers,108,Memphis Grizzlies,94
"Sun, Jan 3, 2021",7:00p,Denver Nuggets,124,Minnesota Timberwolves,109
"Sun, Jan 3, 2021",7:00p,Utah Jazz,130,San Antonio Spurs,109
"Sun, Jan 3, 2021",8:00p,Dallas Mavericks,108,Chicago Bulls,118
"Sun, Jan 3, 2021",8:00p,Los Angeles Clippers,112,Phoenix Suns,107
"Sun, Jan 3, 2021",8:30p,Portland Trail Blazers,122,Golden State Warriors,137
"Mon, Jan 4, 2021",7:00p,Cleveland Cavaliers,83,Orlando Magic,103
"Mon, Jan 4, 2021",7:00p,Charlotte Hornets,101,Philadelphia 76ers,118
"Mon, Jan 4, 2021",7:30p,New York Knicks,113,Atlanta Hawks,108
"Mon, Jan 4, 2021",7:30p,Oklahoma City Thunder,90,Miami Heat,118
"Mon, Jan 4, 2021",7:30p,Boston Celtics,126,Toronto Raptors,114
"Mon, Jan 4, 2021",8:00p,Dallas Mavericks,113,Houston Rockets,100
"Mon, Jan 4, 2021",8:00p,Detroit Pistons,115,Milwaukee Bucks,125
"Mon, Jan 4, 2021",8:00p,Indiana Pacers,118,New Orleans Pelicans,116
"Mon, Jan 4, 2021",10:00p,Sacramento Kings,106,Golden State Warriors,137
"Tue, Jan 5, 2021",7:30p,Utah Jazz,96,Brooklyn Nets,130
"Tue, Jan 5, 2021",8:00p,Los Angeles Lakers,94,Memphis Grizzlies,92
"Tue, Jan 5, 2021",9:00p,Minnesota Timberwolves,116,Denver Nuggets,123
"Tue, Jan 5, 2021",10:00p,San Antonio Spurs,116,Los Angeles Clippers,113
"Tue, Jan 5, 2021",10:30p,Chicago Bulls,111,Portland Trail Blazers,108
"Wed, Jan 6, 2021",7:00p,Houston Rockets,107,Indiana Pacers,114
"Wed, Jan 6, 2021",7:00p,Cleveland Cavaliers,94,Orlando Magic,105
"Wed, Jan 6, 2021",7:00p,Washington Wizards,136,Philadelphia 76ers,141
"Wed, Jan 6, 2021",7:30p,Charlotte Hornets,102,Atlanta Hawks,94
"Wed, Jan 6, 2021",7:30p,Boston Celtics,107,Miami Heat,105
