Date,Start (ET),AwayTeam,AwayPoints,HomeTeam,HomePoints
"Thu, Feb 1, 2018",7:00p,Memphis Grizzlies,102,Detroit Pistons,104
"Thu, Feb 1, 2018",7:00p,Toronto Raptors,119,Washington Wizards,122
"Thu, Feb 1, 2018",8:00p,Milwaukee Bucks,89,Minnesota Timberwolves,108
"Thu, Feb 1, 2018",8:00p,Houston Rockets,102,San Antonio Spurs,91
"Thu, Feb 1, 2018",10:30p,Oklahoma City Thunder,124,Denver Nuggets,127
"Fri, Feb 2, 2018",7:00p,Indiana Pacers,126,Charlotte Hornets,133
"Fri, Feb 2, 2018",7:30p,Atlanta Hawks,110,Boston Celtics,119
"Fri, Feb 2, 2018",7:30p,Los Angeles Lakers,102,Brooklyn Nets,99
"Fri, Feb 2, 2018",7:30p,Portland Trail Blazers,105,Toronto Raptors,130
"Fri, Feb 2, 2018",8:00p,New York Knicks,90,Milwaukee Bucks,92
"Fri, Feb 2, 2018",8:00p,Miami Heat,97,Philadelphia 76ers,103
"Fri, Feb 2, 2018",9:00p,New Orleans Pelicans,114,Oklahoma City Thunder,100
"Fri, Feb 2, 2018",9:00p,Utah Jazz,129,Phoenix Suns,97
"Fri, Feb 2, 2018",10:30p,Golden State Warriors,119,Sacramento Kings,104
"Sat, Feb 3, 2018",3:30p,Chicago Bulls,103,Los Angeles Clippers,113
"Sat, Feb 3, 2018",7:00p,Miami Heat,107,Detroit Pistons,111
"Sat, Feb 3, 2018",7:00p,Philadelphia 76ers,92,Indiana Pacers,100
"Sat, Feb 3, 2018",7:00p,Washington Wizards,115,Orlando Magic,98
"Sat, Feb 3, 2018",8:30p,Houston Rockets,120,Cleveland Cavaliers,88
"Sat, Feb 3, 2018",9:00p,Golden State Warriors,108,Denver Nuggets,115
"Sat, Feb 3, 2018",9:00p,New Orleans Pelicans,107,Minnesota Timberwolves,118
"Sat, Feb 3, 2018",9:00p,Utah Jazz,120,San Antonio Spurs,111
"Sat, Feb 3, 2018",10:00p,Dallas Mavericks,106,Sacramento Kings,99
"Sun, Feb 4, 2018",12:00p,Portland Trail Blazers,96,Boston Celtics,97
"Sun, Feb 4, 2018",12:00p,Milwaukee Bucks,109,Brooklyn Nets,94
"Sun, Feb 4, 2018",12:00p,Atlanta Hawks,99,New York Knicks,96
"Sun, Feb 4, 2018",12:00p,Memphis Grizzlies,86,Toronto Raptors,101
"Sun, Feb 4, 2018",2:00p,Los Angeles Lakers,108,Oklahoma City Thunder,104
"Sun, Feb 4, 2018",3:00p,Charlotte Hornets,115,Phoenix Suns,110
"Mon, Feb 5, 2018",7:00p,Portland Trail Blazers,91,Detroit Pistons,111
"Mon, Feb 5, 2018",7:00p,Washington Wizards,111,Indiana Pacers,102
"Mon, Feb 5, 2018",7:30p,Orlando Magic,111,Miami Heat,109
"Mon, Feb 5, 2018",8:00p,Utah Jazz,133,New Orleans Pelicans,109
"Mon, Feb 5, 2018",9:00p,Charlotte Hornets,104,Denver Nuggets,121
"Mon, Feb 5, 2018",10:00p,Chicago Bulls,98,Sacramento Kings,104
"Mon, Feb 5, 2018",10:30p,Dallas Mavericks,101,Los Angeles Clippers,104
"Tue, Feb 6, 2018",7:00p,Cleveland Cavaliers,98,Orlando Magic,116
