Date,Start (ET),AwayTeam,AwayPoints,HomeTeam,HomePoints
"Thu, Mar 1, 2018",7:30p,Los Angeles Lakers,131,Miami Heat,113
"Thu, Mar 1, 2018",8:00p,Philadelphia 76ers,108,Cleveland Cavaliers,97
"Thu, Mar 1, 2018",10:00p,Brooklyn Nets,111,Sacramento Kings,116
"Thu, Mar 1, 2018",10:30p,Minnesota Timberwolves,99,Portland Trail Blazers,108
"Fri, Mar 2, 2018",7:00p,Detroit Pistons,106,Orlando Magic,115
"Fri, Mar 2, 2018",7:00p,Charlotte Hornets,99,Philadelphia 76ers,110
"Fri, Mar 2, 2018",7:30p,Golden State Warriors,114,Atlanta Hawks,109
"Fri, Mar 2, 2018",8:00p,Dallas Mavericks,100,Chicago Bulls,108
"Fri, Mar 2, 2018",8:00p,Denver Nuggets,108,Memphis Grizzlies,102
"Fri, Mar 2, 2018",8:00p,Indiana Pacers,103,Milwaukee Bucks,96
"Fri, Mar 2, 2018",8:00p,Toronto Raptors,102,Washington Wizards,95
"Fri, Mar 2, 2018",9:00p,Oklahoma City Thunder,124,Phoenix Suns,116
"Fri, Mar 2, 2018",10:30p,New York Knicks,105,Los Angeles Clippers,128
"Fri, Mar 2, 2018",10:30p,Minnesota Timberwolves,108,Utah Jazz,116
"Sat, Mar 3, 2018",7:00p,Memphis Grizzlies,100,Orlando Magic,107
"Sat, Mar 3, 2018",7:30p,Denver Nuggets,126,Cleveland Cavaliers,117
"Sat, Mar 3, 2018",7:30p,Detroit Pistons,96,Miami Heat,105
"Sat, Mar 3, 2018",8:30p,Boston Celtics,120,Houston Rockets,123
"Sat, Mar 3, 2018",9:00p,Los Angeles Lakers,116,San Antonio Spurs,112
"Sat, Mar 3, 2018",10:00p,Oklahoma City Thunder,100,Portland Trail Blazers,108
"Sat, Mar 3, 2018",10:00p,Utah Jazz,98,Sacramento Kings,91
"Sun, Mar 4, 2018",3:30p,Phoenix Suns,112,Atlanta Hawks,113
"Sun, Mar 4, 2018",6:00p,Charlotte Hornets,98,Toronto Raptors,103
"Sun, Mar 4, 2018",6:00p,Indiana Pacers,98,Washington Wizards,95
"Sun, Mar 4, 2018",7:00p,New Orleans Pelicans,126,Dallas Mavericks,109
"Sun, Mar 4, 2018",8:00p,Philadelphia 76ers,110,Milwaukee Bucks,118
"Sun, Mar 4, 2018",9:00p,Brooklyn Nets,120,Los Angeles Clippers,123
"Sun, Mar 4, 2018",9:00p,New York Knicks,99,Sacramento Kings,102
"Mon, Mar 5, 2018",7:00p,Detroit Pistons,90,Cleveland Cavaliers,112
"Mon, Mar 5, 2018",7:00p,Milwaukee Bucks,89,Indiana Pacers,92
"Mon, Mar 5, 2018",7:30p,Phoenix Suns,103,Miami Heat,125
"Mon, Mar 5, 2018",8:00p,Boston Celtics,105,Chicago Bulls,89
"Mon, Mar 5, 2018",8:30p,Memphis Grizzlies,98,San Antonio Spurs,100
"Mon, Mar 5, 2018",9:00p,Orlando Magic,80,Utah Jazz,94
"Mon, Mar 5, 2018",10:30p,Portland Trail Blazers,108,Los Angeles Lakers,103
"Tue, Mar 6, 2018",7:00p,Philadelphia 76ers,128,Charlotte Hornets,114
"Tue, Mar 6, 2018",7:00p,Atlanta Hawks,90,Toronto Raptors,106
"Tue, Mar 6, 2018",7:00p,Miami Heat,113,Washington Wizards,117
"Tue, Mar 6, 2018",8:00p,Houston Rockets,122,Oklahoma City Thunder,112
"Tue, Mar 6, 2018",8:30p,Denver Nuggets,107,Dallas Mavericks,118
"Tue, Mar 6, 2018",10:00p,New York Knicks,87,Portland Trail Blazers,111
"Tue, Mar 6, 2018",10:30p,Brooklyn Nets,101,Golden State Warriors,114
"Tue, Mar 6, 2018",10:30p,New Orleans Pelicans,121,Los Angeles Clippers,116
"Wed, Mar 7, 2018",7:00p,Utah Jazz,104,Indiana Pacers,84
