Date,Start (ET),AwayTeam,AwayPoints,HomeTeam,HomePoints
"Wed, Nov 1, 2017",7:00p,Milwaukee Bucks,121,Charlotte Hornets,126
"Wed, Nov 1, 2017",7:00p,Indiana Pacers,124,Cleveland Cavaliers,107
"Wed, Nov 1, 2017",7:00p,Atlanta Hawks,109,Philadelphia 76ers,119
"Wed, Nov 1, 2017",7:00p,Phoenix Suns,122,Washington Wizards,116
"Wed, Nov 1, 2017",7:30p,Sacramento Kings,86,Boston Celtics,113
"Wed, Nov 1, 2017",7:30p,Chicago Bulls,91,Miami Heat,97
"Wed, Nov 1, 2017",8:00p,Orlando Magic,101,Memphis Grizzlies,99
"Wed, Nov 1, 2017",8:00p,Minnesota Timberwolves,104,New Orleans Pelicans,98
"Wed, Nov 1, 2017",8:00p,Houston Rockets,119,New York Knicks,97
"Wed, Nov 1, 2017",9:00p,Toronto Raptors,111,Denver Nuggets,129
"Wed, Nov 1, 2017",9:00p,Portland Trail Blazers,103,Utah Jazz,112
"Wed, Nov 1, 2017",10:30p,Dallas Mavericks,98,Los Angeles Clippers,119
"Thu, Nov 2, 2017",8:00p,Golden State Warriors,112,San Antonio Spurs,92
"Thu, Nov 2, 2017",10:30p,Los Angeles Lakers,110,Portland Trail Blazers,113
"Fri, Nov 3, 2017",7:00p,Milwaukee Bucks,96,Detroit Pistons,105
"Fri, Nov 3, 2017",7:00p,Chicago Bulls,105,Orlando Magic,83
"Fri, Nov 3, 2017",7:00p,Indiana Pacers,110,Philadelphia 76ers,121
"Fri, Nov 3, 2017",7:00p,Cleveland Cavaliers,130,Washington Wizards,122
"Fri, Nov 3, 2017",7:30p,Houston Rockets,119,Atlanta Hawks,104
"Fri, Nov 3, 2017",7:30p,Phoenix Suns,107,New York Knicks,120
"Fri, Nov 3, 2017",8:30p,New Orleans Pelicans,99,Dallas Mavericks,94
"Fri, Nov 3, 2017",8:30p,Charlotte Hornets,101,San Antonio Spurs,108
"Fri, Nov 3, 2017",9:00p,Miami Heat,94,Denver Nuggets,95
"Fri, Nov 3, 2017",9:00p,Toronto Raptors,109,Utah Jazz,100
"Fri, Nov 3, 2017",9:30p,Boston Celtics,101,Oklahoma City Thunder,94
"Fri, Nov 3, 2017",10:30p,Brooklyn Nets,112,Los Angeles Lakers,124
"Sat, Nov 4, 2017",3:30p,Memphis Grizzlies,113,Los Angeles Clippers,104
"Sat, Nov 4, 2017",7:00p,Sacramento Kings,99,Detroit Pistons,108
"Sat, Nov 4, 2017",8:00p,New Orleans Pelicans,96,Chicago Bulls,90
"Sat, Nov 4, 2017",8:00p,Dallas Mavericks,99,Minnesota Timberwolves,112
"Sat, Nov 4, 2017",9:00p,Golden State Warriors,127,Denver Nuggets,108
"Sun, Nov 5, 2017",3:00p,Atlanta Hawks,117,Cleveland Cavaliers,115
"Sun, Nov 5, 2017",3:30p,Miami Heat,104,Los Angeles Clippers,101
"Sun, Nov 5, 2017",6:00p,Boston Celtics,104,Orlando Magic,88
"Sun, Nov 5, 2017",6:00p,Washington Wizards,107,Toronto Raptors,96
"Sun, Nov 5, 2017",7:00p,Utah Jazz,110,Houston Rockets,137
"Sun, Nov 5, 2017",7:00p,Phoenix Suns,95,San Antonio Spurs,112
"Sun, Nov 5, 2017",7:30p,Indiana Pacers,101,New York Knicks,108
"Sun, Nov 5, 2017",8:00p,Charlotte Hornets,94,Minnesota Timberwolves,112
"Sun, Nov 5, 2017",9:00p,Oklahoma City Thunder,99,Portland Trail Blazers,103
"Sun, Nov 5, 2017",9:30p,Memphis Grizzlies,102,Los Angeles Lakers,107
"Mon, Nov 6, 2017",7:30p,Boston Celtics,110,Atlanta Hawks,107
"Mon, Nov 6, 2017",9:00p,Brooklyn Nets,98,Phoenix Suns,92
"Mon, Nov 6, 2017",10:30p,Miami Heat,80,Golden State Warriors,97
"Tue, Nov 7, 2017",7:00p,Milwaukee Bucks,119,Cleveland Cavaliers,124
"Tue, Nov 7, 2017",7:00p,New Orleans Pelicans,117,Indiana Pacers,112
"Tue, Nov 7, 2017",7:00p,Dallas Mavericks,113,Washington Wizards,99
"Tue, Nov 7, 2017",7:30p,Charlotte Hornets,113,New York Knicks,118
"Tue, Nov 7, 2017",7:30p,Chicago Bulls,114,Toronto Raptors,119
"Tue, Nov 7, 2017",8:30p,Los Angeles Clippers,107,San Antonio Spurs,120
"Tue, Nov 7, 2017",9:00p,Brooklyn Nets,104,Denver Nuggets,112
"Tue, Nov 7, 2017",9:00p,Philadelphia 76ers,104,Utah Jazz,97
"Tue, Nov 7, 2017",10:00p,Memphis Grizzlies,98,Portland Trail Blazers,97
"Tue, Nov 7, 2017",10:00p,Oklahoma City Thunder,86,Sacramento Kings,94
"Wed, Nov 8, 2017",7:00p,Indiana Pacers,97,Detroit Pistons,114
"Wed, Nov 8, 2017",7:00p,New York Knicks,99,Orlando Magic,112
"Wed, Nov 8, 2017",8:00p,Los Angeles Lakers,96,Boston Celtics,107
"Wed, Nov 8, 2017",9:00p,Miami Heat,126,Phoenix Suns,115
"Wed, Nov 8, 2017",10:30p,Minnesota Timberwolves,101,Golden State Warriors,125
"Thu, Nov 9, 2017",7:00p,Los Angeles Lakers,95,Washington Wizards,111
"Thu, Nov 9, 2017",7:30p,New Orleans Pelicans,118,Toronto Raptors,122
"Thu, Nov 9, 2017",8:00p,Cleveland Cavaliers,113,Houston Rockets,117
"Thu, Nov 9, 2017",10:00p,Philadelphia 76ers,108,Sacramento Kings,109
"Thu, Nov 9, 2017",10:30p,Oklahoma City Thunder,94,Denver Nuggets,102
"Fri, Nov 10, 2017",7:00p,Atlanta Hawks,104,Detroit Pistons,111
"Fri, Nov 10, 2017",7:30p,Charlotte Hornets,87,Boston Celtics,90
"Fri, Nov 10, 2017",8:00p,Indiana Pacers,105,Chicago Bulls,87
"Fri, Nov 10, 2017",9:00p,Los Angeles Clippers,111,Oklahoma City Thunder,120
"Fri, Nov 10, 2017",9:00p,Orlando Magic,128,Phoenix Suns,112
"Fri, Nov 10, 2017",9:00p,Milwaukee Bucks,94,San Antonio Spurs,87
"Fri, Nov 10, 2017",9:00p,Miami Heat,84,Utah Jazz,74
"Fri, Nov 10, 2017",10:00p,Brooklyn Nets,101,Portland Trail Blazers,97
"Sat, Nov 11, 2017",7:00p,Los Angeles Clippers,103,New Orleans Pelicans,111
"Sat, Nov 11, 2017",7:00p,Atlanta Hawks,94,Washington Wizards,113
"Sat, Nov 11, 2017",8:00p,Memphis Grizzlies,96,Houston Rockets,111
"Sat, Nov 11, 2017",8:00p,Sacramento Kings,91,New York Knicks,118
"Sat, Nov 11, 2017",8:30p,Cleveland Cavaliers,111,Dallas Mavericks,104
"Sat, Nov 11, 2017",8:30p,Philadelphia 76ers,114,Golden State Warriors,135
"Sat, Nov 11, 2017",8:30p,Los Angeles Lakers,90,Milwaukee Bucks,98
"Sat, Nov 11, 2017",8:30p,Chicago Bulls,94,San Antonio Spurs,133
"Sat, Nov 11, 2017",9:00p,Orlando Magic,107,Denver Nuggets,125
"Sat, Nov 11, 2017",9:00p,Minnesota Timberwolves,110,Phoenix Suns,118
"Sat, Nov 11, 2017",9:00p,Brooklyn Nets,106,Utah Jazz,114
"Sun, Nov 12, 2017",3:30p,Toronto Raptors,94,Boston Celtics,95
"Sun, Nov 12, 2017",4:00p,Miami Heat,103,Detroit Pistons,112
"Sun, Nov 12, 2017",6:00p,Houston Rockets,118,Indiana Pacers,95
"Sun, Nov 12, 2017",7:00p,Dallas Mavericks,99,Oklahoma City Thunder,112
