Date,Start (ET),AwayTeam,AwayPoints,HomeTeam,HomePoints
"Sat, Feb 1, 2020",3:30p,Minnesota Timberwolves,106,Los Angeles Clippers,118
"Sat, Feb 1, 2020",7:00p,New York Knicks,92,Indiana Pacers,85
"Sat, Feb 1, 2020",7:00p,Miami Heat,102,Orlando Magic,89
"Sat, Feb 1, 2020",8:00p,Golden State Warriors,131,Cleveland Cavaliers,112
"Sat, Feb 1, 2020",8:00p,Brooklyn Nets,107,Washington Wizards,113
"Sat, Feb 1, 2020",8:30p,Philadelphia 76ers,95,Boston Celtics,116
"Sat, Feb 1, 2020",8:30p,Atlanta Hawks,100,Dallas Mavericks,123
"Sat, Feb 1, 2020",9:00p,Charlotte Hornets,90,San Antonio Spurs,114
"Sat, Feb 1, 2020",10:00p,Los Angeles Lakers,129,Sacramento Kings,113
"Sat, Feb 1, 2020",10:30p,Utah Jazz,107,Portland Trail Blazers,124
"Sun, Feb 2, 2020",12:30p,Denver Nuggets,123,Detroit Pistons,128
"Sun, Feb 2, 2020",2:00p,New Orleans Pelicans,109,Houston Rockets,117
"Sun, Feb 2, 2020",2:00p,Phoenix Suns,108,Milwaukee Bucks,129
"Sun, Feb 2, 2020",3:00p,Chicago Bulls,102,Toronto Raptors,129
"Mon, Feb 3, 2020",7:00p,Orlando Magic,112,Charlotte Hornets,100
"Mon, Feb 3, 2020",7:00p,New York Knicks,139,Cleveland Cavaliers,134
"Mon, Feb 3, 2020",7:00p,Dallas Mavericks,112,Indiana Pacers,103
"Mon, Feb 3, 2020",7:00p,Golden State Warriors,125,Washington Wizards,117
"Mon, Feb 3, 2020",7:30p,Boston Celtics,123,Atlanta Hawks,115
"Mon, Feb 3, 2020",7:30p,Phoenix Suns,97,Brooklyn Nets,119
"Mon, Feb 3, 2020",7:30p,Philadelphia 76ers,106,Miami Heat,137
"Mon, Feb 3, 2020",8:00p,Detroit Pistons,82,Memphis Grizzlies,96
"Mon, Feb 3, 2020",10:00p,Minnesota Timberwolves,109,Sacramento Kings,113
"Mon, Feb 3, 2020",10:30p,San Antonio Spurs,105,Los Angeles Clippers,108
"Tue, Feb 4, 2020",7:30p,Milwaukee Bucks,120,New Orleans Pelicans,108
"Tue, Feb 4, 2020",8:00p,Charlotte Hornets,110,Houston Rockets,125
"Tue, Feb 4, 2020",9:00p,Portland Trail Blazers,99,Denver Nuggets,127
"Tue, Feb 4, 2020",10:00p,San Antonio Spurs,102,Los Angeles Lakers,129
"Wed, Feb 5, 2020",7:00p,Phoenix Suns,108,Detroit Pistons,116
"Wed, Feb 5, 2020",7:30p,Orlando Magic,100,Boston Celtics,116
"Wed, Feb 5, 2020",7:30p,Golden State Warriors,88,Brooklyn Nets,129
"Wed, Feb 5, 2020",7:30p,Indiana Pacers,118,Toronto Raptors,119
"Wed, Feb 5, 2020",8:00p,Atlanta Hawks,127,Minnesota Timberwolves,120
"Wed, Feb 5, 2020",8:00p,Cleveland Cavaliers,103,Oklahoma City Thunder,109
"Wed, Feb 5, 2020",8:30p,Memphis Grizzlies,121,Dallas Mavericks,107
"Wed, Feb 5, 2020",9:00p,Denver Nuggets,98,Utah Jazz,95
"Wed, Feb 5, 2020",10:00p,Miami Heat,111,Los Angeles Clippers,128
"Thu, Feb 6, 2020",7:30p,Orlando Magic,103,New York Knicks,105
"Thu, Feb 6, 2020",8:00p,New Orleans Pelicans,125,Chicago Bulls,119
"Thu, Feb 6, 2020",8:00p,Philadelphia 76ers,101,Milwaukee Bucks,112
"Thu, Feb 6, 2020",10:00p,San Antonio Spurs,117,Portland Trail Blazers,125
"Thu, Feb 6, 2020",10:30p,Houston Rockets,121,Los Angeles Lakers,111
"Fri, Feb 7, 2020",7:00p,Memphis Grizzlies,107,Philadelphia 76ers,119
"Fri, Feb 7, 2020",7:00p,Dallas Mavericks,118,Washington Wizards,119
"Fri, Feb 7, 2020",7:30p,Atlanta Hawks,107,Boston Celtics,112
"Fri, Feb 7, 2020",8:00p,Toronto Raptors,115,Indiana Pacers,106
"Fri, Feb 7, 2020",8:00p,Detroit Pistons,101,Oklahoma City Thunder,108
"Fri, Feb 7, 2020",9:00p,Houston Rockets,91,Phoenix Suns,127
"Fri, Feb 7, 2020",10:00p,Miami Heat,97,Sacramento Kings,105
"Fri, Feb 7, 2020",10:30p,Portland Trail Blazers,114,Utah Jazz,117
"Sat, Feb 8, 2020",5:00p,Milwaukee Bucks,111,Orlando Magic,95
"Sat, Feb 8, 2020",7:00p,Dallas Mavericks,116,Charlotte Hornets,100
"Sat, Feb 8, 2020",7:00p,New York Knicks,95,Detroit Pistons,92
"Sat, Feb 8, 2020",7:30p,New Orleans Pelicans,124,Indiana Pacers,117
"Sat, Feb 8, 2020",7:30p,Brooklyn Nets,118,Toronto Raptors,119
"Sat, Feb 8, 2020",8:00p,Los Angeles Clippers,115,Minnesota Timberwolves,142
"Sat, Feb 8, 2020",8:30p,Los Angeles Lakers,125,Golden State Warriors,120
"Sat, Feb 8, 2020",9:00p,Denver Nuggets,117,Phoenix Suns,108
"Sat, Feb 8, 2020",10:00p,San Antonio Spurs,102,Sacramento Kings,122
"Sun, Feb 9, 2020",3:30p,Boston Celtics,112,Oklahoma City Thunder,111
"Sun, Feb 9, 2020",6:00p,New York Knicks,135,Atlanta Hawks,140
"Sun, Feb 9, 2020",6:00p,Chicago Bulls,111,Philadelphia 76ers,118
"Sun, Feb 9, 2020",6:00p,Memphis Grizzlies,106,Washington Wizards,99
"Sun, Feb 9, 2020",7:00p,Utah Jazz,114,Houston Rockets,113
"Sun, Feb 9, 2020",7:30p,Los Angeles Clippers,133,Cleveland Cavaliers,92
"Sun, Feb 9, 2020",9:00p,Miami Heat,109,Portland Trail Blazers,115
"Mon, Feb 10, 2020",7:00p,Charlotte Hornets,87,Detroit Pistons,76
"Mon, Feb 10, 2020",7:00p,Brooklyn Nets,106,Indiana Pacers,105
"Mon, Feb 10, 2020",7:00p,Atlanta Hawks,126,Orlando Magic,135
"Mon, Feb 10, 2020",7:30p,Minnesota Timberwolves,126,Toronto Raptors,137
"Mon, Feb 10, 2020",8:00p,Sacramento Kings,111,Milwaukee Bucks,123
"Mon, Feb 10, 2020",8:30p,Utah Jazz,123,Dallas Mavericks,119
"Mon, Feb 10, 2020",9:00p,San Antonio Spurs,120,Denver Nuggets,127
"Mon, Feb 10, 2020",10:30p,Miami Heat,113,Golden State Warriors,101
"Mon, Feb 10, 2020",10:30p,Phoenix Suns,100,Los Angeles Lakers,125
"Tue, Feb 11, 2020",7:00p,Los Angeles Clippers,103,Philadelphia 76ers,110
"Tue, Feb 11, 2020",7:00p,Chicago Bulls,114,Washington Wizards,126
"Tue, Feb 11, 2020",8:00p,Portland Trail Blazers,117,New Orleans Pelicans,138
"Tue, Feb 11, 2020",8:00p,San Antonio Spurs,114,Oklahoma City Thunder,106
"Tue, Feb 11, 2020",9:30p,Boston Celtics,105,Houston Rockets,116
"Wed, Feb 12, 2020",7:00p,Atlanta Hawks,105,Cleveland Cavaliers,127
