Date,Start (ET),AwayTeam,AwayPoints,HomeTeam,HomePoints
"Fri, Nov 1, 2019",7:00p,Houston Rockets,116,Brooklyn Nets,123
"Fri, Nov 1, 2019",7:00p,Cleveland Cavaliers,95,Indiana Pacers,102
"Fri, Nov 1, 2019",7:00p,Milwaukee Bucks,123,Orlando Magic,91
"Fri, Nov 1, 2019",7:30p,New York Knicks,102,Boston Celtics,104
"Fri, Nov 1, 2019",8:00p,Detroit Pistons,106,Chicago Bulls,112
"Fri, Nov 1, 2019",9:30p,Los Angeles Lakers,119,Dallas Mavericks,110
"Fri, Nov 1, 2019",10:00p,Utah Jazz,101,Sacramento Kings,102
"Fri, Nov 1, 2019",10:30p,San Antonio Spurs,127,Golden State Warriors,110
"Sat, Nov 2, 2019",5:00p,New Orleans Pelicans,104,Oklahoma City Thunder,115
"Sat, Nov 2, 2019",7:00p,Brooklyn Nets,109,Detroit Pistons,113
"Sat, Nov 2, 2019",7:00p,Denver Nuggets,91,Orlando Magic,87
"Sat, Nov 2, 2019",8:00p,Phoenix Suns,114,Memphis Grizzlies,105
"Sat, Nov 2, 2019",8:00p,Toronto Raptors,105,Milwaukee Bucks,115
"Sat, Nov 2, 2019",8:00p,Minnesota Timberwolves,131,Washington Wizards,109
"Sat, Nov 2, 2019",8:30p,Charlotte Hornets,93,Golden State Warriors,87
"Sat, Nov 2, 2019",10:00p,Philadelphia 76ers,129,Portland Trail Blazers,128
"Sun, Nov 3, 2019",5:00p,Chicago Bulls,95,Indiana Pacers,108
"Sun, Nov 3, 2019",6:00p,Houston Rockets,100,Miami Heat,129
"Sun, Nov 3, 2019",6:00p,Sacramento Kings,113,New York Knicks,92
"Sun, Nov 3, 2019",7:00p,Los Angeles Lakers,103,San Antonio Spurs,96
"Sun, Nov 3, 2019",7:30p,Dallas Mavericks,131,Cleveland Cavaliers,111
"Sun, Nov 3, 2019",9:00p,Utah Jazz,94,Los Angeles Clippers,105
"Mon, Nov 4, 2019",7:00p,Detroit Pistons,99,Washington Wizards,115
"Mon, Nov 4, 2019",7:30p,New Orleans Pelicans,125,Brooklyn Nets,135
"Mon, Nov 4, 2019",8:00p,Houston Rockets,107,Memphis Grizzlies,100
