Date,Team_away,MP_away,FG_away,FGA_away,FG%_away,3P_away,3PA_away,3P%_away,FT_away,FTA_away,FT%_away,ORB_away,DRB_away,TRB_away,AST_away,STL_away,BLK_away,TOV_away,PF_away,PTS_away,Team_home,MP_home,FG_home,FGA_home,FG%_home,3P_home,3PA_home,3P%_home,FT_home,FTA_home,FT%_home,ORB_home,DRB_home,TRB_home,AST_home,STL_home,BLK_home,TOV_home,PF_home,PTS_home,Winner,LogRatio_home,LogRatio_away,RB_aggr_home,RB_aggr_away,eFG%_home,eFG%_away,TS%_home,TS%_away,OddsAway,OddsHome,Elo_home,Elo_away,ModelProb_Away,ModelProb_Home,OddsAway_Elo,OddsHome_Elo,HomeTeamWon
"Sat, Nov 23, 2019",Detroit Pistons,240,37,91,0.407,10,35,0.286,6,10,0.6,6,34,40,22,7,3,15,18,90,Milwaukee Bucks,240,41,84,0.488,13,37,0.351,9,18,0.5,9,40,49,25,10,8,21,14,104,0,0.20858662181141732,-0.2085866218114174,0.2647058823529412,0.15,0.5654761904761905,0.46153846153846156,0.5911778080945885,0.48283261802575106,8.5,1.08,1580.4660039690561,1460.811585359899,0.34780009256471084,0.6521999074352891,2.875214875953325,1.5332722200657771,1
"Sat, Nov 23, 2019",New Orleans Pelicans,240,42,101,0.416,17,41,0.415,19,20,0.95,9,29,38,21,7,6,10,24,120,Utah Jazz,240,42,82,0.512,15,36,0.417,29,33,0.879,7,42,49,29,2,4,17,21,128,0,0.09310940439148145,-0.09310940439148147,0.2413793103448276,0.21428571428571427,0.6036585365853658,0.5,0.7170064978713869,0.5692599620493358,2.9,1.42,1514.751976315116,1464.42458387544,0.4367130474597854,0.5632869525402145,2.2898331199781357,1.7752940938723543,1
"Sun, Nov 24, 2019",Dallas Mavericks,240,49,102,0.48,17,44,0.386,22,28,0.786,12,34,46,28,9,5,12,22,137,Houston Rockets,240,45,98,0.459,10,44,0.227,23,31,0.742,15,39,54,26,5,2,11,26,123,1,-0.15551757762128682,0.1555175776212868,0.4411764705882353,0.3076923076923077,0.5102040816326531,0.5637254901960784,0.5867200915855754,0.6333210059171598,2.9,1.42,1533.422097700557,1559.397918358981,0.5165019255233215,0.48349807447667836,1.9361012042439079,2.0682605635655644,0
"Sun, Nov 24, 2019",Brooklyn Nets,240,31,77,0.403,14,38,0.368,27,34,0.794,7,28,35,18,6,1,11,16,103,New York Knicks,240,37,80,0.463,18,35,0.514,9,16,0.563,9,34,43,22,6,4,16,29,101,1,-0.028289044431423632,0.02828904443142367,0.32142857142857145,0.20588235294117646,0.575,0.4935064935064935,0.6046455938697318,0.6096117424242424,1.74,2.15,1434.2994140362005,1496.9838047306146,0.5892438460286095,0.4107561539713906,1.6970902738141573,2.4345344320018407,0
"Sun, Nov 24, 2019",Sacramento Kings,240,39,81,0.481,11,31,0.355,24,28,0.857,6,33,39,22,9,5,13,17,113,Washington Wizards,240,42,92,0.457,13,34,0.382,9,12,0.75,12,33,45,29,5,2,16,23,106,1,-0.09225850785198851,0.09225850785198866,0.36363636363636365,0.18181818181818182,0.5271739130434783,0.5493827160493827,0.5600169061707523,0.6482331344653511,2.15,1.74,1503.1366587266675,1473.2823811748394,0.4460866179791791,0.553913382020821,2.2417171008852694,1.8053364162312495,0
"Sun, Nov 24, 2019",Phoenix Suns,240,41,82,0.5,12,35,0.343,10,12,0.833,7,29,36,25,4,2,12,18,104,Denver Nuggets,240,43,91,0.473,14,31,0.452,16,23,0.696,19,33,52,24,4,2,10,16,116,0,0.15754127698648002,-0.15754127698647993,0.6551724137931034,0.21212121212121213,0.5494505494505495,0.573170731707317,0.6037892983551947,0.6143667296786389,6.0,1.14,1545.8141884935997,1522.5642063759246,0.4875942695432844,0.5124057304567156,2.050885464541393,1.9515784866587729,1
"Sun, Nov 24, 2019",New Orleans Pelicans,240,43,98,0.439,13,41,0.317,10,18,0.556,12,33,45,26,1,6,9,26,109,Los Angeles Clippers,240,46,98,0.469,16,43,0.372,26,33,0.788,16,40,56,27,4,5,6,21,134,0,0.297904865680846,-0.29790486568084606,0.48484848484848486,0.3,0.5510204081632653,0.5051020408163265,0.6365190955728671,0.53452334248725,8.5,1.08,1558.554625952633,1452.926306959432,0.38327589720027094,0.6167241027997291,2.6090865804626264,1.6214705983766835,1
"Mon, Nov 25, 2019",Brooklyn Nets,240,44,94,0.468,11,34,0.324,9,11,0.818,12,36,48,29,8,10,9,21,108,Cleveland Cavaliers,240,40,94,0.426,13,32,0.406,13,20,0.65,12,33,45,24,5,4,10,14,106,1,-0.02696704760026932,0.02696704760026936,0.3333333333333333,0.36363636363636365,0.4946808510638298,0.526595744680851,0.5386178861788617,0.5600497822028625,2.0,1.83,1437.213123390731,1496.9838047306146,0.5851782761782409,0.41482172382175914,1.7088809354491612,2.4106741343895495,0
"Mon, Nov 25, 2019",Orlando Magic,240,32,84,0.381,8,25,0.32,16,22,0.727,8,33,41,15,8,7,9,21,88,Detroit Pistons,240,34,79,0.43,14,38,0.368,21,25,0.84,9,40,49,23,6,5,13,20,103,0,0.22706890854592107,-0.2270689085459212,0.2727272727272727,0.2,0.5189873417721519,0.42857142857142855,0.6094674556213018,0.4952723998199009,2.6,1.53,1469.0421515575017,1486.5319657930092,0.5487044131735104,0.4512955868264896,1.8224748625883236,2.2158426299534626,1
"Mon, Nov 25, 2019",Memphis Grizzlies,240,46,96,0.479,13,29,0.448,9,13,0.692,8,32,40,30,6,5,8,16,114,Indiana Pacers,240,51,94,0.543,18,33,0.545,6,10,0.6,10,37,47,29,6,6,13,11,126,0,0.14438990933517493,-0.1443899093351748,0.3125,0.21621621621621623,0.6382978723404256,0.546875,0.6548856548856549,0.5765729314181671,4.75,1.2,1537.1079701162569,1417.997447784696,0.3485396311995145,0.6514603688004856,2.8691141852605284,1.5350127926296881,1
"Mon, Nov 25, 2019",Minnesota Timberwolves,240,41,90,0.456,15,35,0.429,28,36,0.778,14,33,47,27,10,6,13,25,125,Atlanta Hawks,240,41,94,0.436,10,32,0.313,21,26,0.808,9,33,42,26,6,4,17,25,113,1,-0.1456053222468993,0.14560532224689926,0.2727272727272727,0.42424242424242425,0.48936170212765956,0.5388888888888889,0.5665864420377056,0.6382761437908496,1.53,2.6,1417.5023903222968,1483.499246290942,0.576079558819736,0.42392044118026395,1.735871347438167,2.358933193256348,0
"Mon, Nov 25, 2019",Sacramento Kings,240,37,79,0.468,18,47,0.383,10,15,0.667,8,28,36,28,3,8,14,18,102,Boston Celtics,240,38,85,0.447,7,30,0.233,20,23,0.87,11,27,38,20,10,4,11,16,103,0,0.014075185211722742,-0.014075185211722786,0.39285714285714285,0.2962962962962963,0.48823529411764705,0.5822784810126582,0.571840994892294,0.6196840826245443,3.35,1.34,1565.5947890429777,1473.2823811748394,0.37019206654733,0.6298079334526699,2.7013004609382882,1.5877856516000048,1
"Mon, Nov 25, 2019",Charlotte Hornets,240,36,87,0.414,9,33,0.273,19,25,0.76,10,25,35,25,11,0,13,24,100,Miami Heat,240,40,77,0.519,13,31,0.419,24,28,0.857,8,41,49,29,9,3,18,23,117,0,0.22650852980867975,-0.2265085298086799,0.32,0.24390243902439024,0.6038961038961039,0.46551724137931033,0.7034632034632035,0.5405405405405406,6.0,1.14,1551.7742008145028,1423.147317535619,0.34987386154430644,0.6501261384556936,2.858172930055721,1.5381630438293024,1
"Mon, Nov 25, 2019",Philadelphia 76ers,240,36,88,0.409,15,40,0.375,9,16,0.563,14,37,51,25,7,3,16,20,96,Toronto Raptors,240,38,84,0.452,11,34,0.324,14,22,0.636,8,32,40,27,5,5,10,18,101,0,0.07324898203063845,-0.07324898203063862,0.21621621621621623,0.4375,0.5178571428571429,0.4943181818181818,0.5684376407023863,0.5244755244755245,1.8,2.05,1552.3807436931902,1553.1553786241532,0.5011147874306325,0.49888521256936735,1.9955507701684543,2.004469113946638,1
"Mon, Nov 25, 2019",Portland Trail Blazers,240,46,89,0.517,8,27,0.296,17,22,0.773,13,42,55,23,8,5,15,20,117,Chicago Bulls,240,36,86,0.419,9,39,0.231,13,20,0.65,8,29,37,24,8,4,17,20,94,1,-0.3157758679057671,0.3157758679057672,0.19047619047619047,0.4482758620689655,0.47093023255813954,0.5617977528089888,0.5199115044247787,0.6234015345268542,1.83,2.0,1472.944548309448,1484.8503960293367,0.47153321995673464,0.5284667800432654,2.1207413553847907,1.8922665298245054,0
"Mon, Nov 25, 2019",Utah Jazz,240,43,85,0.506,21,45,0.467,11,12,0.917,4,36,40,29,4,6,16,23,118,Milwaukee Bucks,240,43,97,0.443,13,41,0.317,23,29,0.793,15,34,49,21,6,6,9,15,122,0,0.048094288201044895,-0.04809428820104507,0.4166666666666667,0.11764705882352941,0.5103092783505154,0.6294117647058823,0.5900561036951054,0.6732085805568233,4.25,1.24,1580.4660039690561,1514.751976315116,0.4065417223110021,0.593458277688998,2.4597721343715016,1.685038422404566,1
"Mon, Nov 25, 2019",Los Angeles Lakers,240,44,89,0.494,14,33,0.424,12,18,0.667,10,30,40,28,7,6,9,18,114,San Antonio Spurs,240,41,88,0.466,10,25,0.4,12,15,0.8,9,32,41,23,4,5,13,22,104,1,-0.1324502960236496,0.13245029602364966,0.3,0.3125,0.5227272727272727,0.5730337078651685,0.5695509309967142,0.6131669535283993,1.5,2.7,1473.5158150648538,1568.293541802743,0.6176424691221403,0.3823575308778597,1.6190596501910033,2.615353221117646,0
"Mon, Nov 25, 2019",Oklahoma City Thunder,240,40,85,0.471,11,32,0.344,9,11,0.818,9,34,43,26,5,13,15,16,100,Golden State Warriors,240,37,89,0.416,9,20,0.45,14,16,0.875,9,32,41,27,10,7,12,17,97,1,-0.043943347587597055,0.04394334758759686,0.2647058823529412,0.28125,0.46629213483146065,0.5352941176470588,0.524210981409425,0.571951498512926,1.3,3.6,1424.196502902444,1505.652888131676,0.6151235210342126,0.3848764789657874,1.6256897449128447,2.59823619953895,0
"Tue, Nov 26, 2019",Los Angeles Clippers,240,41,97,0.423,11,33,0.333,21,30,0.7,17,39,56,22,12,3,14,27,114,Dallas Mavericks,240,30,79,0.38,11,38,0.289,28,35,0.8,9,37,46,16,12,2,20,21,99,1,-0.203533394085132,0.20353339408513216,0.23076923076923078,0.4594594594594595,0.44936708860759494,0.4793814432989691,0.5709342560553633,0.5501930501930502,1.8,2.05,1551.8797144648174,1566.0728298467966,0.4987864070557613,0.5012135929442387,2.0048661829074383,1.9951573821567374,0
"Tue, Nov 26, 2019",Washington Wizards,240,40,95,0.421,10,40,0.25,14,21,0.667,5,31,36,26,9,3,12,22,104,Denver Nuggets,240,47,90,0.522,6,24,0.25,17,23,0.739,10,48,58,31,8,6,20,20,117,0,0.16992500144231237,-0.16992500144231243,0.3225806451612903,0.10416666666666667,0.5555555555555556,0.47368421052631576,0.6154007994950558,0.5219835374422807,5.5,1.15,1552.3975257231837,1496.5533214970835,0.4388891486389385,0.5611108513610614,2.2784796641729486,1.7821790428296742,1
"Wed, Nov 27, 2019",Brooklyn Nets,240,40,90,0.444,21,56,0.375,9,19,0.474,11,27,38,32,5,6,15,22,110,Boston Celtics,240,43,97,0.443,13,34,0.382,22,24,0.917,19,36,55,23,10,5,14,17,121,0,0.13750352374993502,-0.13750352374993496,0.7037037037037037,0.3055555555555556,0.5103092783505154,0.5611111111111111,0.5915134923738756,0.5839881078785304,4.0,1.25,1571.632659212426,1490.9459345611663,0.40252467796321645,0.5974753220367836,2.484319731798859,1.6737092949563448,1
"Wed, Nov 27, 2019",Detroit Pistons,240,41,88,0.466,10,32,0.313,9,15,0.6,9,37,46,23,2,2,8,18,101,Charlotte Hornets,240,39,88,0.443,7,30,0.233,17,20,0.85,10,31,41,27,3,7,3,18,102,0,0.014213859219700866,-0.014213859219700802,0.2702702702702703,0.2903225806451613,0.48295454545454547,0.5227272727272727,0.551948051948052,0.5531215772179627,1.56,2.5,1423.147317535619,1469.0421515575017,0.5656664734457054,0.43433352655429464,1.7678261783990692,2.302378100841804,1
"Wed, Nov 27, 2019",Orlando Magic,240,45,93,0.484,12,33,0.364,14,17,0.824,6,28,34,23,13,6,11,22,116,Cleveland Cavaliers,240,37,81,0.457,11,34,0.324,19,22,0.864,12,37,49,20,5,0,25,15,104,1,-0.15754127698647993,0.15754127698648002,0.42857142857142855,0.16216216216216217,0.5246913580246914,0.5483870967741935,0.6057781919850885,0.5995451726276618,1.91,1.91,1430.7706625357487,1492.9744266479915,0.5705026096678398,0.4294973903321602,1.7528403605063678,2.3283028547079887,0
"Wed, Nov 27, 2019",Utah Jazz,240,36,83,0.434,10,32,0.313,20,25,0.8,10,30,40,19,7,2,16,21,102,Indiana Pacers,240,50,96,0.521,8,22,0.364,13,16,0.813,11,31,42,23,8,4,12,19,121,0,0.24643789530309892,-0.24643789530309898,0.36666666666666664,0.3225806451612903,0.5625,0.4939759036144578,0.6079180064308682,0.576271186440678,1.91,1.91,1551.144114151247,1500.7158322801258,0.46787146783301053,0.5321285321669895,2.1373391385279197,1.879245219059567,1
"Wed, Nov 27, 2019",Sacramento Kings,240,39,95,0.411,9,34,0.265,4,9,0.444,8,34,42,22,9,3,11,19,91,Philadelphia 76ers,240,36,77,0.468,5,26,0.192,20,24,0.833,7,42,49,20,8,10,17,12,97,0,0.0921182019884314,-0.09211820198843142,0.20588235294117646,0.19047619047619047,0.5,0.45789473684210524,0.589450656295576,0.4691689008042895,4.75,1.2,1555.8646348780276,1470.573124920965,0.3870366076963555,0.6129633923036446,2.583734923556732,1.6314187968742977,1
"Wed, Nov 27, 2019",New York Knicks,240,33,88,0.375,12,41,0.293,20,24,0.833,15,30,45,19,6,4,18,17,98,Toronto Raptors,240,46,94,0.489,21,41,0.512,13,17,0.765,17,35,52,26,6,4,12,18,126,0,0.36257007938470837,-0.36257007938470825,0.5666666666666667,0.42857142857142855,0.601063829787234,0.4431818181818182,0.6445672191528545,0.5253001715265866,5.25,1.17,1562.4703855069913,1424.2097722223994,0.3363213937933713,0.6636786062066288,2.9733463837105134,1.5067534054106022,1
"Wed, Nov 27, 2019",Miami Heat,240,37,80,0.463,14,37,0.378,20,27,0.741,8,33,41,22,8,3,18,24,108,Houston Rockets,240,38,83,0.458,15,44,0.341,26,33,0.788,9,34,43,19,11,2,15,22,117,0,0.11547721741993588,-0.1154772174199359,0.2727272727272727,0.23529411764705882,0.5481927710843374,0.55,0.6481276312873919,0.6283453572259716,3.5,1.32,1537.1068015463234,1548.0894969687365,0.5263862636808947,0.47361373631910536,1.899745622173414,2.1114252465984915,1
"Wed, Nov 27, 2019",Los Angeles Clippers,240,44,95,0.463,14,41,0.341,19,25,0.76,13,30,43,30,11,6,15,24,121,Memphis Grizzlies,240,43,92,0.467,11,28,0.393,22,26,0.846,13,35,48,26,9,3,20,22,119,1,-0.024045473966650917,0.024045473966650913,0.43333333333333335,0.37142857142857144,0.5271739130434783,0.5368421052631579,0.6088825214899714,0.6019900497512438,1.36,3.25,1417.997447784696,1566.0728298467966,0.7010683467584075,0.29893165324159254,1.4263944515877656,3.345246276719359,0
"Wed, Nov 27, 2019",Atlanta Hawks,240,38,94,0.404,11,34,0.324,15,22,0.682,14,35,49,22,4,5,17,25,102,Milwaukee Bucks,240,42,88,0.477,10,34,0.294,17,27,0.63,10,37,47,25,6,11,14,23,111,0,0.12199052437861026,-0.1219905243786103,0.2857142857142857,0.3783783783783784,0.5340909090909091,0.4627659574468085,0.5908026399829679,0.5159854309995953,10.0,1.06,1582.4350025583565,1415.5333917329965,0.28128551275720387,0.7187144872427962,3.555106660836693,1.3913730942537408,1
"Wed, Nov 27, 2019",Minnesota Timberwolves,240,37,85,0.435,18,40,0.45,21,27,0.778,7,46,53,28,4,6,11,19,113,San Antonio Spurs,240,41,97,0.423,5,29,0.172,14,17,0.824,8,38,46,25,4,8,6,18,101,1,-0.16196747966339306,0.16196747966339312,0.17391304347826086,0.18421052631578946,0.4484536082474227,0.5411764705882353,0.5012904506650785,0.6212887618209809,2.3,1.67,1466.2312654572522,1490.7837958985435,0.5143633594932343,0.48563664050676564,1.9441509227741824,2.059152700991614,0
"Wed, Nov 27, 2019",Washington Wizards,240,51,89,0.573,19,35,0.543,19,20,0.95,4,30,34,32,9,5,14,20,140,Phoenix Suns,240,48,93,0.516,15,38,0.395,21,24,0.875,12,28,40,29,7,6,15,21,132,1,-0.08488889758651305,0.08488889758651294,0.4,0.14285714285714285,0.5967741935483871,0.6797752808988764,0.6715506715506715,0.7494646680942184,3.35,1.34,1518.8026661155966,1500.3148617574116,0.4626371056674359,0.5373628943325641,2.1615213906314823,1.860939805384326,0
"Wed, Nov 27, 2019",Los Angeles Lakers,240,44,85,0.518,8,24,0.333,18,25,0.72,7,30,37,25,9,6,15,24,114,New Orleans Pelicans,240,34,84,0.405,17,40,0.425,25,30,0.833,13,29,42,20,7,4,19,23,110,1,-0.05153030064008207,0.051530300640082086,0.43333333333333335,0.2413793103448276,0.5059523809523809,0.5647058823529412,0.6070640176600441,0.6298342541436464,1.3,3.6,1452.926306959432,1568.293541802743,0.6601824068469231,0.33981759315307686,1.5147328823499997,2.9427552314795316,0
"Wed, Nov 27, 2019",Oklahoma City Thunder,240,39,88,0.443,11,35,0.314,30,38,0.789,8,30,38,19,4,2,6,21,119,Portland Trail Blazers,240,49,94,0.521,14,30,0.467,24,24,1.0,10,44,54,23,3,1,9,32,136,0,0.19264507794239583,-0.19264507794239588,0.3333333333333333,0.18181818181818182,0.5957446808510638,0.5056818181818182,0.684931506849315,0.6174761311747613,2.25,1.69,1500.7474401140742,1489.7558440469386,0.5299014694912462,0.4700985305087538,1.887143285260355,2.127213626721556,1
"Wed, Nov 27, 2019",Chicago Bulls,240,34,89,0.382,10,29,0.345,12,18,0.667,14,28,42,20,14,4,17,20,90,Golden State Warriors,240,37,81,0.457,11,29,0.379,19,26,0.731,13,41,54,31,12,9,20,17,104,0,0.20858662181141732,-0.2085866218114174,0.4642857142857143,0.34146341463414637,0.5246913580246914,0.43820224719101125,0.5996309963099631,0.48407917383821003,1.77,2.1,1432.7419626011756,1464.3990886107165,0.5696973132487705,0.43030268675122946,1.7553180904037873,2.3239455173983825,1
"Fri, Nov 29, 2019",Boston Celtics,240,41,93,0.441,9,28,0.321,16,21,0.762,16,32,48,16,11,7,19,14,107,Brooklyn Nets,240,43,93,0.462,17,41,0.415,9,13,0.692,13,36,49,30,9,6,18,24,112,0,0.06588793565645701,-0.06588793565645709,0.40625,0.4444444444444444,0.553763440860215,0.489247311827957,0.5841852701856874,0.5480434337225978,1.56,2.5,1490.9459345611663,1571.632659212426,0.6140740764627468,0.38592592353725313,1.6284680274410928,2.591170841373839,1
"Fri, Nov 29, 2019",Charlotte Hornets,240,40,83,0.482,19,38,0.5,11,15,0.733,11,26,37,26,8,6,10,17,110,Detroit Pistons,240,41,83,0.494,15,35,0.429,10,20,0.5,14,31,45,27,5,4,13,16,107,1,-0.039892727123512585,0.0398927271235125,0.5384615384615384,0.3548387096774194,0.5843373493975904,0.5963855421686747,0.6121281464530892,0.6373117033603708,3.6,1.3,1469.0421515575017,1423.147317535619,0.43433352655429464,0.5656664734457054,2.302378100841804,1.7678261783990692,0
"Fri, Nov 29, 2019",Toronto Raptors,240,31,84,0.369,11,38,0.289,17,28,0.607,11,35,46,21,16,4,13,20,90,Orlando Magic,240,27,78,0.346,7,29,0.241,22,27,0.815,13,39,52,17,10,11,22,19,83,1,-0.11681366498274987,0.11681366498274987,0.37142857142857144,0.28205128205128205,0.391025641025641,0.43452380952380953,0.4944007624493686,0.49911268855368235,1.67,2.3,1490.165325868594,1565.2794862863889,0.5986998886574985,0.40130011134250154,1.6702859294702082,2.4919006293185904,0
"Fri, Nov 29, 2019",Milwaukee Bucks,240,45,88,0.511,12,34,0.353,17,23,0.739,11,36,47,28,7,4,13,15,119,Cleveland Cavaliers,240,44,88,0.5,17,34,0.5,5,10,0.5,8,33,41,32,7,1,14,22,110,1,-0.11345804978328383,0.11345804978328387,0.2222222222222222,0.3333333333333333,0.5965909090909091,0.5795454545454546,0.6097560975609756,0.6393724478830861,1.14,6.0,1428.708322313002,1584.497342781103,0.7053799681790699,0.29462003182093016,1.4176756430743112,3.394202335188801,0
"Fri, Nov 29, 2019",Philadelphia 76ers,240,31,72,0.431,7,26,0.269,32,40,0.8,8,38,46,22,5,10,16,23,101,New York Knicks,240,34,78,0.436,8,20,0.4,19,33,0.576,9,28,37,14,5,4,14,33,95,1,-0.08835587442084698,0.08835587442084686,0.23684210526315788,0.2857142857142857,0.48717948717948717,0.4791666666666667,0.5571193994839315,0.625,1.36,3.3,1421.976004375188,1558.0984027252389,0.6808903075412546,0.3191096924587455,1.4686653473025255,3.13371866675369,0
"Fri, Nov 29, 2019",Atlanta Hawks,265,39,90,0.433,9,32,0.281,17,18,0.944,10,38,48,14,10,3,24,27,104,Indiana Pacers,265,39,92,0.424,6,26,0.231,21,28,0.75,9,33,42,19,12,6,15,20,105,0,0.013805799525030428,-0.013805799525030428,0.23684210526315788,0.30303030303030304,0.45652173913043476,0.48333333333333334,0.534841075794621,0.5534269902085994,6.0,1.14,1551.144114151247,1415.5333917329965,0.3141823837225043,0.6858176162774958,3.18286464107813,1.4581136096034306,1
"Fri, Nov 29, 2019",Utah Jazz,240,38,95,0.4,12,35,0.343,15,19,0.789,11,41,52,18,8,2,5,15,103,Memphis Grizzlies,240,37,94,0.394,10,34,0.294,10,17,0.588,15,40,55,22,1,8,11,17,94,1,-0.13191167550558094,0.13191167550558097,0.36585365853658536,0.275,0.44680851063829785,0.4631578947368421,0.4808676079394312,0.519257914902198,1.3,3.6,1415.3153414886724,1503.3979385761495,0.6168419577109132,0.38315804228908684,1.6211607973474724,2.6098891048344885,0
"Fri, Nov 29, 2019",Golden State Warriors,240,30,77,0.39,10,28,0.357,35,40,0.875,5,26,31,19,4,3,9,23,105,Miami Heat,240,44,82,0.537,13,25,0.52,21,28,0.75,10,39,49,23,7,3,15,30,122,0,0.21649181989676375,-0.21649181989676372,0.38461538461538464,0.1282051282051282,0.6158536585365854,0.45454545454545453,0.691923774954628,0.6118881118881119,6.25,1.13,1558.2847880213221,1422.54667154859,0.3398430350861896,0.6601569649138104,2.9425349257088174,1.5147912589705985,1
"Fri, Nov 29, 2019",New Orleans Pelicans,240,39,87,0.448,11,38,0.289,15,21,0.714,7,37,44,19,8,3,13,12,104,Oklahoma City Thunder,240,43,90,0.478,13,34,0.382,10,16,0.625,6,36,42,27,6,8,11,17,109,0,0.06774460663583427,-0.06774460663583412,0.16216216216216217,0.19444444444444445,0.55,0.5114942528735632,0.5827630453378957,0.5675616677581314,2.65,1.51,1489.7558440469386,1452.926306959432,0.44719567203937144,0.5528043279606286,2.236157598394555,1.808958340990451,1
"Fri, Nov 29, 2019",Los Angeles Clippers,240,36,92,0.391,12,33,0.364,13,13,1.0,9,39,48,23,6,5,14,17,97,San Antonio Spurs,240,40,93,0.43,14,36,0.389,13,14,0.929,8,40,48,28,8,8,9,15,107,0,0.14155414421401938,-0.1415541442140193,0.20512820512820512,0.225,0.5053763440860215,0.45652173913043476,0.5568276436303081,0.5112797807294961,1.45,2.8,1475.8290883297495,1556.4750069742993,0.639854858166486,0.360145141833514,1.562854430558698,2.776658307561663,1
"Fri, Nov 29, 2019",Dallas Mavericks,240,35,85,0.412,17,47,0.362,33,38,0.868,9,38,47,20,7,3,8,24,120,Phoenix Suns,240,41,93,0.441,13,38,0.342,18,25,0.72,11,36,47,29,3,3,10,29,113,1,-0.08671163319333085,0.08671163319333094,0.2894736842105263,0.25,0.510752688172043,0.5117647058823529,0.5736040609137056,0.6426735218508998,1.74,2.15,1515.6348749358353,1555.0475056445787,0.547458402891254,0.45254159710874603,1.8266227985884762,2.2097416157739405,0
"Fri, Nov 29, 2019",Chicago Bulls,240,36,94,0.383,14,38,0.368,17,25,0.68,11,36,47,24,8,2,11,22,103,Portland Trail Blazers,240,38,84,0.452,10,30,0.333,21,28,0.75,8,41,49,20,6,11,13,21,107,0,0.054966459217928545,-0.05496645921792857,0.2222222222222222,0.2682926829268293,0.5119047619047619,0.4574468085106383,0.5933895297249335,0.5175879396984925,3.4,1.33,1500.7474401140742,1464.3990886107165,0.44788053011334084,0.5521194698866592,2.232738270062643,1.8112022026777703,1
"Fri, Nov 29, 2019",Washington Wizards,240,38,96,0.396,10,37,0.27,17,19,0.895,13,32,45,25,10,2,17,23,103,Los Angeles Lakers,240,45,87,0.517,14,32,0.438,21,28,0.75,7,40,47,29,9,8,18,20,125,0,0.2792837574788686,-0.27928375747886874,0.21875,0.325,0.5977011494252874,0.4479166666666667,0.6708887934735939,0.5140746656019165,6.25,1.13,1580.395552692578,1488.2128508675767,0.40340036299449855,0.5965996370055014,2.478926871995992,1.676165954473718,1
"Sat, Nov 30, 2019",Denver Nuggets,265,36,87,0.414,11,32,0.344,14,21,0.667,9,39,48,23,11,5,16,21,97,Sacramento Kings,265,37,96,0.385,8,33,0.242,18,21,0.857,13,37,50,22,12,4,14,23,100,0,0.04394334758759686,-0.043943347587597055,0.3333333333333333,0.24324324324324326,0.4270833333333333,0.47701149425287354,0.49691910157026437,0.5293604016590264,1.54,2.55,1470.573124920965,1552.3975257231837,0.615624938584902,0.38437506141509803,1.6243656442811376,2.601625600574722,1
"Sat, Nov 30, 2019",Indiana Pacers,240,42,76,0.553,11,22,0.5,21,25,0.84,3,28,31,22,7,3,19,24,116,Philadelphia 76ers,240,38,77,0.494,11,23,0.478,32,36,0.889,4,28,32,27,12,5,12,16,119,0,0.03683676818037154,-0.036836768180371425,0.14285714285714285,0.10714285714285714,0.564935064935065,0.625,0.7006594441827603,0.7116564417177914,3.1,1.38,1558.0984027252389,1551.144114151247,0.4899933105802725,0.5100066894197275,2.040844187884431,1.960758595417198,1
"Sat, Nov 30, 2019",Atlanta Hawks,240,38,89,0.427,15,46,0.326,20,25,0.8,8,21,29,26,5,2,13,23,111,Houston Rockets,240,52,89,0.584,25,51,0.49,29,34,0.853,13,39,52,30,9,2,15,23,158,0,0.5093648818269969,-0.509364881826997,0.6190476190476191,0.20512820512820512,0.7247191011235955,0.5112359550561798,0.8188225538971807,0.5873015873015873,9.5,1.07,1547.062280505355,1405.577912773965,0.3318492986343855,0.6681507013656145,3.013416041905662,1.4966683383795423,1
"Sat, Nov 30, 2019",Charlotte Hornets,240,37,101,0.366,15,45,0.333,7,8,0.875,15,38,53,21,4,1,12,18,96,Milwaukee Bucks,240,54,96,0.563,20,44,0.455,9,15,0.6,7,46,53,41,7,3,7,13,137,0,0.5130695822393705,-0.5130695822393705,0.18421052631578946,0.32608695652173914,0.6666666666666666,0.4405940594059406,0.689828801611279,0.4671078240560529,9.5,1.07,1592.992356810711,1414.652303506011,0.28316713432026863,0.7168328656797314,3.5314832789492323,1.3950253230252738,1
"Sun, Dec 1, 2019",Miami Heat,240,37,95,0.389,12,37,0.324,23,28,0.821,16,35,51,16,3,2,9,17,109,Brooklyn Nets,240,40,91,0.44,14,42,0.333,12,16,0.75,9,39,48,24,3,5,12,21,106,1,-0.0402638702137271,0.04026387021372733,0.2571428571428571,0.41025641025641024,0.5164835164835165,0.45263157894736844,0.5607278882776132,0.5387504942665086,1.54,2.55,1490.9459345611663,1558.2847880213221,0.5957129072092414,0.40428709279075853,1.6786609588245074,2.47348979928369,0
"Sun, Dec 1, 2019",Memphis Grizzlies,240,41,100,0.41,16,40,0.4,17,21,0.81,12,38,50,27,8,3,11,26,115,Minnesota Timberwolves,240,33,85,0.388,11,36,0.306,30,35,0.857,10,43,53,22,7,6,16,21,107,1,-0.10402306454322834,0.10402306454322828,0.2631578947368421,0.27906976744186046,0.45294117647058824,0.49,0.5771305285868392,0.5496081055247563,7.5,1.1,1486.5352765547989,1419.563860832417,0.39306866517934325,0.6069313348206568,2.544084758177647,1.6476328418526816,0
