Team_away,MP_away,FG_away,FGA_away,FG%_away,3P_away,3PA_away,3P%_away,FT_away,FTA_away,FT%_away,ORB_away,DRB_away,TRB_away,AST_away,STL_away,BLK_away,TOV_away,PF_away,PTS_away,Team_home,MP_home,FG_home,FGA_home,FG%_home,3P_home,3PA_home,3P%_home,FT_home,FTA_home,FT%_home,ORB_home,DRB_home,TRB_home,AST_home,STL_home,BLK_home,TOV_home,PF_home,PTS_home,Winner,LogRatio_home,LogRatio_away,RB_aggr_home,RB_aggr_away,eFG%_home,eFG%_away,TS%_home,TS%_away,Elo_home,Elo_away,ModelProb_Away,ModelProb_Home,OddsAway_Elo,OddsHome_Elo,HomeTeamWon
Milwaukee Bucks,240,28,74,0.378,6,25,0.24,17,31,0.548,8,30,38,13,8,5,12,25,79,Dallas Mavericks,240,38,79,0.481,19,38,0.5,16,19,0.842,7,42,49,27,7,2,16,26,111,0,0.490635118173003,-0.49063511817300315,0.23333333333333334,0.19047619047619047,0.6012658227848101,0.4189189189189189,0.6672276989660976,0.4887404107894086,1446.9584482625173,1473.0075266542922,0.5872952271928897,0.41270477280711015,1.7027211421072261,2.4230395815349093,1
Sacramento Kings,240,34,89,0.382,8,17,0.471,14,18,0.778,9,27,36,14,9,4,11,24,90,Portland Trail Blazers,240,38,70,0.543,10,21,0.476,16,21,0.762,5,39,44,19,6,8,17,22,102,0,0.18057224564182084,-0.18057224564182092,0.18518518518518517,0.23076923076923078,0.6142857142857143,0.42696629213483145,0.6834628785848298,0.48407917383821003,1547.1687135092911,1400.6547809228607,0.3122818756751296,0.6877181243248705,3.2022351532187905,1.4540841147406072,1
Washington Wizards,240,34,81,0.42,11,19,0.579,12,21,0.571,8,35,43,20,5,3,14,12,91,Toronto Raptors,240,40,90,0.444,10,39,0.256,10,14,0.714,11,37,48,20,8,7,7,19,100,0,0.13606154957602856,-0.13606154957602837,0.3142857142857143,0.21621621621621623,0.5,0.4876543209876543,0.5371723248818221,0.5314178930156506,1555.6663784218647,1541.896677309036,0.4900586323944585,0.5099413676055415,2.040572155853953,1.9610097621527676,1
Indiana Pacers,240,51,85,0.6,11,23,0.478,7,8,0.875,9,33,42,33,9,7,12,14,120,Miami Heat,240,35,83,0.422,13,37,0.351,12,14,0.857,10,25,35,21,8,2,14,11,95,1,-0.33703498727757075,0.3370349872775706,0.30303030303030304,0.36,0.5,0.6647058823529411,0.5518122676579926,0.6915629322268326,1470.758056513406,1510.8046172509107,0.5158187858514497,0.4841812141485503,1.93866533641136,2.065342418867975,0
Golden State Warriors,240,46,90,0.511,10,24,0.417,16,23,0.696,6,51,57,29,8,14,15,27,118,Brooklyn Nets,240,34,95,0.358,16,48,0.333,27,39,0.692,13,39,52,24,7,2,13,21,111,1,-0.08822718301173522,0.08822718301173532,0.2549019607843137,0.15384615384615385,0.4421052631578947,0.5666666666666667,0.5358177254296196,0.6206606353881758,1469.0081927548113,1598.7378039207374,0.6726964415578156,0.32730355844218445,1.486554615458084,3.0552677299310265,0
Detroit Pistons,240,39,83,0.47,8,25,0.32,14,20,0.7,11,26,37,25,10,2,19,21,100,Minnesota Timberwolves,240,40,78,0.513,5,22,0.227,12,18,0.667,6,32,38,23,11,4,20,20,97,1,-0.043943347587597055,0.04394334758759686,0.23076923076923078,0.34375,0.5448717948717948,0.5180722891566265,0.5917520741825281,0.5720823798627002,1506.7734636837595,1526.6987512014032,0.5286433981653602,0.47135660183463984,1.891634329437325,2.121536000785277,0
Chicago Bulls,240,42,101,0.416,12,36,0.333,9,14,0.643,12,35,47,20,5,1,11,21,105,Phoenix Suns,240,45,89,0.506,7,27,0.259,16,22,0.727,9,39,48,32,5,4,12,16,113,0,0.105933444749065,-0.10593344474906508,0.2571428571428571,0.3076923076923077,0.5449438202247191,0.4752475247524752,0.6020886615515771,0.5044196771714066,1434.0038527775473,1437.7654998960356,0.5158003316481299,0.48419966835187017,1.9387346976003552,2.0652637028931116,1
Denver Nuggets,240,36,84,0.429,13,31,0.419,24,35,0.686,17,30,47,18,8,8,20,15,109,Los Angeles Lakers,240,53,100,0.53,12,32,0.375,9,16,0.563,13,33,46,36,11,5,15,27,127,0,0.22050036199523937,-0.22050036199523945,0.43333333333333335,0.5151515151515151,0.59,0.5059523809523809,0.6134080370942813,0.5943293347873501,1485.1161511872888,1504.8351462426917,0.5776209884763449,0.4223790115236551,1.7312390303506997,2.3675418823314227,1
Minnesota Timberwolves,240,37,90,0.411,6,27,0.222,22,26,0.846,10,28,38,13,8,6,10,21,102,Charlotte Hornets,240,42,85,0.494,11,26,0.423,23,29,0.793,11,41,52,22,5,7,17,18,118,0,0.21021770739034581,-0.21021770739034562,0.39285714285714285,0.24390243902439024,0.5588235294117647,0.4444444444444444,0.6456555044867586,0.532804011700794,1508.1404793397892,1491.1586827961016,0.5204926962552633,0.47950730374473666,1.9212565463350397,2.085473969198069,1
Cleveland Cavaliers,240,42,80,0.525,16,33,0.485,16,17,0.941,7,35,42,28,4,2,11,14,116,Detroit Pistons,240,34,77,0.442,13,30,0.433,7,13,0.538,7,27,34,23,7,2,14,19,88,1,-0.39854937649027494,0.3985493764902748,0.2,0.25925925925925924,0.525974025974026,0.625,0.5509641873278237,0.6926200143300693,1509.2653595377506,1487.2666198152485,0.41888694454490877,0.5811130554550912,2.3872789854704823,1.7208355424347899,0
Indiana Pacers,240,37,89,0.416,8,20,0.4,23,29,0.793,8,40,48,25,17,4,12,25,105,Orlando Magic,240,35,84,0.417,13,38,0.342,14,23,0.609,11,39,50,23,6,7,22,20,97,1,-0.11433267547899488,0.11433267547899487,0.275,0.20512820512820512,0.49404761904761907,0.4606741573033708,0.5445766898719964,0.5504298595093311,1488.9646870436648,1514.1181626605717,0.5266363700484274,0.4733636299515726,1.8988434086085697,2.112540839063417,0
Utah Jazz,240,30,85,0.353,9,28,0.321,17,19,0.895,7,27,34,18,16,4,14,19,86,Philadelphia 76ers,240,44,85,0.518,4,15,0.267,15,22,0.682,9,46,55,20,11,7,19,18,107,0,0.315202231699049,-0.31520223169904904,0.3333333333333333,0.15217391304347827,0.5411764705882353,0.40588235294117647,0.5955031166518254,0.4821708903341556,1511.7880493141809,1472.6449666470846,0.48560287997257395,0.514397120027426,2.0592958593171407,1.9440233256879107,1
Los Angeles Clippers,240,30,80,0.375,10,32,0.313,15,21,0.714,10,26,36,20,12,3,21,23,85,New York Knicks,240,35,81,0.432,13,34,0.382,24,25,0.96,14,37,51,24,11,5,22,26,107,0,0.33207605026344517,-0.3320760502634452,0.5384615384615384,0.2702702702702703,0.5123456790123457,0.4375,0.6184971098265896,0.502245332072796,1509.4493830158633,1492.6505216815158,0.5207803045030961,0.4792196954969039,1.9201955053852366,2.086725586190897,1
Portland Trail Blazers,240,33,83,0.398,6,15,0.4,28,32,0.875,15,45,60,11,1,9,15,23,100,Memphis Grizzlies,240,33,86,0.384,8,30,0.267,18,23,0.783,5,30,35,23,6,9,8,26,92,1,-0.12029423371771177,0.12029423371771175,0.1111111111111111,0.5,0.43023255813953487,0.43373493975903615,0.505161432022842,0.5553087516659262,1498.9683299062142,1550.216397415019,0.564616584896034,0.43538341510396594,1.7711134011129617,2.2968261199412208,0
Washington Wizards,240,39,74,0.527,9,24,0.375,12,17,0.706,8,38,46,23,4,1,16,18,99,Milwaukee Bucks,240,35,79,0.443,4,22,0.182,14,19,0.737,6,27,33,17,10,7,9,19,88,1,-0.16992500144231243,0.16992500144231237,0.15789473684210525,0.2962962962962963,0.46835443037974683,0.5878378378378378,0.5289733108920414,0.6367378440957037,1466.9754320720579,1547.9287718912703,0.5978603611843782,0.4021396388156217,1.6726313783689752,2.4866984089039113,0
Oklahoma City Thunder,240,38,89,0.427,11,35,0.314,20,26,0.769,9,31,40,22,14,2,14,25,107,New Orleans Pelicans,240,41,80,0.513,7,25,0.28,25,32,0.781,7,42,49,26,8,3,19,22,114,0,0.0914230277635946,-0.09142302776359468,0.22580645161290322,0.21428571428571427,0.55625,0.4887640449438202,0.6548713235294117,0.5648226351351351,1481.3491807547973,1549.9613384234544,0.609226299050802,0.39077370094919806,1.6414261852419019,2.559025844295503,1
Boston Celtics,265,38,84,0.452,13,36,0.361,21,26,0.808,5,48,53,24,8,4,17,24,110,Dallas Mavericks,265,39,96,0.406,7,33,0.212,17,20,0.85,8,37,45,18,7,3,11,22,102,1,-0.10893437155316406,0.10893437155316393,0.16666666666666666,0.13513513513513514,0.4427083333333333,0.5297619047619048,0.5079681274900398,0.6130182790905038,1444.6915171747062,1577.1071831366924,0.6761527017412582,0.3238472982587417,1.4789558592678191,3.0878750737671368,0
Atlanta Hawks,240,37,85,0.435,8,30,0.267,3,8,0.375,9,29,38,21,7,7,15,15,85,San Antonio Spurs,240,40,89,0.449,10,31,0.323,6,6,1.0,14,38,52,29,7,5,18,17,96,0,0.1755715645834544,-0.1755715645834545,0.4827586206896552,0.23684210526315788,0.5056179775280899,0.4823529411764706,0.5314437555358725,0.48985707699400644,1523.9017946465303,1441.649941772202,0.40026616556304845,0.5997338344369515,2.4983375714340355,1.6674063435804496,1
Denver Nuggets,240,42,86,0.488,15,32,0.469,15,20,0.75,14,35,49,18,6,3,13,13,114,Sacramento Kings,240,41,86,0.477,8,20,0.4,8,9,0.889,5,29,34,18,11,6,12,19,98,1,-0.21818017004953344,0.2181801700495334,0.14285714285714285,0.4827586206896552,0.5232558139534884,0.5755813953488372,0.5569447601727665,0.6305309734513274,1390.0224822825633,1515.4674448829892,0.6455900453234218,0.3544099546765781,1.5489706002189503,2.8215911737371044,0
Chicago Bulls,240,36,94,0.383,11,36,0.306,11,16,0.688,15,39,54,22,4,4,14,19,94,Los Angeles Lakers,240,36,90,0.4,13,40,0.325,18,25,0.72,12,41,53,23,7,6,12,16,103,0,0.13191167550558097,-0.13191167550558094,0.3076923076923077,0.36585365853658536,0.4722222222222222,0.44148936170212766,0.5392670157068062,0.4819524200164069,1488.1420812159806,1434.7395698673438,0.43227571838454953,0.5677242816154504,2.3133383566791204,1.7614184074609525,1
Washington Wizards,265,48,99,0.485,11,33,0.333,17,22,0.773,9,34,43,25,4,6,12,29,124,Charlotte Hornets,265,43,91,0.473,10,28,0.357,33,40,0.825,14,34,48,23,5,5,11,20,129,0,0.057030945036378865,-0.05703094503637885,0.4117647058823529,0.2647058823529412,0.5274725274725275,0.5404040404040404,0.6462925851703407,0.5970724191063174,1508.1404793397892,1547.9287718912703,0.5570109442131161,0.4429890557868839,1.7952968615593183,2.257392111468069,1
Brooklyn Nets,240,42,81,0.519,14,37,0.378,11,16,0.688,8,34,42,26,5,2,19,21,109,Cleveland Cavaliers,240,43,82,0.524,14,34,0.412,19,27,0.704,4,29,33,21,8,2,10,19,119,0,0.12663343853101702,-0.12663343853101722,0.11764705882352941,0.27586206896551724,0.6097560975609756,0.6049382716049383,0.6765976802365249,0.6448177946048272,1494.3728424172511,1461.9019701528086,0.4737481734668362,0.5262518265331638,2.110826080198076,1.9002309342806263,1
Portland Trail Blazers,240,30,89,0.337,7,26,0.269,14,24,0.583,11,37,48,14,8,6,17,17,81,Philadelphia 76ers,240,39,90,0.433,11,32,0.344,12,17,0.706,11,46,57,23,12,8,18,21,101,0,0.31836147986717,-0.31836147986716995,0.2972972972972973,0.2391304347826087,0.49444444444444446,0.37640449438202245,0.5387241305739279,0.4295714891811625,1528.4404018739424,1533.5640448552574,0.5550784186587181,0.4449215813412819,1.8015472523979275,2.247587084864151,1
Los Angeles Clippers,240,44,76,0.579,15,30,0.5,13,19,0.684,6,27,33,30,7,4,15,15,116,Atlanta Hawks,240,40,83,0.482,10,29,0.345,13,15,0.867,9,27,36,26,10,2,15,20,103,1,-0.17148046794435365,0.17148046794435368,0.3333333333333333,0.2222222222222222,0.5421686746987951,0.6776315789473685,0.59675550405562,0.7233724120728361,1435.2430377955575,1499.0574256581604,0.5728730682236933,0.4271269317763067,1.745587383084177,2.341224412708577,0
Boston Celtics,240,35,84,0.417,9,26,0.346,19,27,0.704,7,30,37,19,11,4,11,19,98,Miami Heat,240,40,81,0.494,10,28,0.357,14,16,0.875,7,41,48,20,3,4,16,22,104,0,0.08572987402588404,-0.08572987402588397,0.23333333333333334,0.17073170731707318,0.5555555555555556,0.47023809523809523,0.6152389966871746,0.5448076495441405,1475.2971456083665,1572.568094041732,0.6484412992800659,0.3515587007199341,1.5421596389839038,2.844475184235706,1
Toronto Raptors,240,37,87,0.425,14,38,0.368,12,18,0.667,12,30,42,21,4,10,15,23,100,New York Knicks,240,43,93,0.462,8,24,0.333,14,17,0.824,13,34,47,29,8,7,11,19,108,0,0.11103131238874395,-0.11103131238874384,0.43333333333333335,0.35294117647058826,0.5053763440860215,0.5057471264367817,0.558197229687823,0.5496921723834653,1513.4122373555724,1551.7035240821556,0.5661220485298579,0.4338779514701422,1.7664035566126848,2.304795615014828,1
Denver Nuggets,240,35,87,0.402,10,33,0.303,15,23,0.652,15,28,43,19,11,5,19,14,95,Houston Rockets,240,45,82,0.549,18,41,0.439,17,23,0.739,8,38,46,30,13,4,18,22,125,0,0.3959286763311393,-0.3959286763311392,0.2857142857142857,0.39473684210526316,0.6585365853658537,0.45977011494252873,0.7178957041121066,0.5159678470562676,1587.7011846593025,1503.023598541728,0.4147948780420426,0.5852051219579574,2.4108301547027358,1.7088025420116582,1
Dallas Mavericks,240,39,91,0.429,9,28,0.321,8,16,0.5,4,36,40,23,9,2,8,14,95,Memphis Grizzlies,240,37,81,0.457,7,29,0.241,13,14,0.929,6,46,52,25,7,6,17,25,94,1,-0.015266756653310518,0.01526675665331057,0.16666666666666666,0.08695652173913043,0.5,0.47802197802197804,0.5589914367269267,0.5025391451544647,1498.9683299062142,1444.6915171747062,0.4225186768250756,0.5774813231749244,2.366759281540598,1.7316577348374103,0
Orlando Magic,240,46,91,0.505,12,37,0.324,14,22,0.636,7,37,44,28,4,4,14,31,118,Minnesota Timberwolves,240,40,87,0.46,8,23,0.348,36,45,0.8,10,32,42,22,9,3,7,17,124,0,0.07155326102503407,-0.07155326102503388,0.2702702702702703,0.21875,0.5057471264367817,0.5714285714285714,0.6398348813209493,0.6156093489148581,1494.636581194011,1485.4867886457555,0.49684262827273984,0.5031573717272602,2.0127097456924607,1.9874497646077551,1
San Antonio Spurs,240,35,88,0.398,6,24,0.25,14,15,0.933,8,31,39,22,10,5,15,23,90,New Orleans Pelicans,240,39,81,0.481,7,24,0.292,22,24,0.917,7,38,45,23,7,2,15,18,107,0,0.24961389007147222,-0.24961389007147228,0.22580645161290322,0.21052631578947367,0.5246913580246914,0.4318181818181818,0.6200741770978211,0.4928806133625411,1498.1771935727365,1507.073781828591,0.5609337605979705,0.43906623940202943,1.7827416893823131,2.2775606736740093,1
Golden State Warriors,240,33,80,0.413,10,31,0.323,15,18,0.833,7,32,39,22,11,8,22,20,91,Oklahoma City Thunder,240,41,90,0.456,8,25,0.32,18,26,0.692,13,37,50,16,15,5,16,21,108,0,0.2470928619647723,-0.24709286196477234,0.40625,0.1891891891891892,0.5,0.475,0.5641454241537819,0.5419247260600286,1567.0534609595757,1581.6456813846162,0.5697374178707081,0.4302625821292919,1.7551945310829706,2.3241621315318204,1
Milwaukee Bucks,265,42,97,0.433,8,29,0.276,21,31,0.677,13,29,42,19,16,6,14,30,113,Phoenix Suns,265,37,93,0.398,7,22,0.318,26,33,0.788,22,38,60,15,7,9,29,26,107,1,-0.07871197601404072,0.07871197601404077,0.7586206896551724,0.34210526315789475,0.43548387096774194,0.4742268041237113,0.5336126072212248,0.5442111346561357,1430.8350086643363,1470.1442761852688,0.5473079838270141,0.452692016172986,1.8271248173789967,2.2090073698535755,0
Chicago Bulls,240,29,78,0.372,5,21,0.238,17,20,0.85,8,35,43,15,3,1,16,21,80,Utah Jazz,240,40,86,0.465,14,35,0.4,16,19,0.842,8,37,45,23,10,5,7,15,110,0,0.45943161863729726,-0.4594316186372972,0.22857142857142856,0.21621621621621623,0.5465116279069767,0.40384615384615385,0.6098913284542027,0.48543689320388345,1486.0149214237608,1421.3696150906676,0.44566515922253774,0.5543348407774622,2.2438370586215415,1.8039638255417725,1
Los Angeles Lakers,240,39,78,0.5,15,29,0.517,9,15,0.6,4,28,32,27,8,4,17,19,102,Sacramento Kings,240,47,85,0.553,10,21,0.476,9,14,0.643,10,34,44,26,9,4,17,20,113,0,0.1477536204436922,-0.14775362044369217,0.35714285714285715,0.11764705882352941,0.611764705882353,0.5961538461538461,0.6414623069936422,0.6273062730627307,1399.5859944736126,1478.5785690249313,0.637567479403285,0.3624325205967151,1.5684614292685137,2.759134302720912,1
Portland Trail Blazers,240,48,96,0.5,6,15,0.4,25,35,0.714,12,33,45,24,5,13,7,16,127,Brooklyn Nets,240,50,100,0.5,10,25,0.4,15,21,0.714,13,34,47,25,4,6,9,22,125,1,-0.02290040211007877,0.022900402110078828,0.3939393939393939,0.35294117647058826,0.55,0.53125,0.597400114700822,0.6123432979749277,1461.9019701528086,1533.5640448552574,0.6016919883119068,0.3983080116880931,1.6619799156800756,2.510619848598676,0
New York Knicks,240,40,78,0.513,12,30,0.4,12,14,0.857,5,33,38,30,1,9,20,19,104,Atlanta Hawks,240,47,99,0.475,13,31,0.419,9,12,0.75,13,27,40,30,7,2,9,16,116,0,0.15754127698648002,-0.15754127698647993,0.3939393939393939,0.18518518518518517,0.5404040404040404,0.5897435897435898,0.5706414797323888,0.6413418845584608,1444.402548144066,1504.2527270070639,0.6106340232339085,0.38936597676609147,1.6376421259726328,2.5682778148865895,1
Orlando Magic,240,41,95,0.432,9,24,0.375,12,19,0.632,16,35,51,21,6,4,12,16,103,Boston Celtics,240,42,91,0.462,17,42,0.405,17,25,0.68,13,33,46,27,6,10,8,20,118,0,0.1961425221786228,-0.19614252217862288,0.37142857142857144,0.48484848484848486,0.554945054945055,0.4789473684210526,0.6113989637305699,0.519257914902198,1578.226691691038,1479.8281909964494,0.3772398432870776,0.6227601567129223,2.6508334625698726,1.6057546219370233,1
Charlotte Hornets,240,36,94,0.383,11,29,0.379,16,27,0.593,15,40,55,25,4,3,9,17,99,Cleveland Cavaliers,240,38,83,0.458,13,39,0.333,11,15,0.733,3,42,45,25,4,7,12,24,100,0,0.014499569695115169,-0.014499569695115089,0.075,0.35714285714285715,0.536144578313253,0.44148936170212766,0.5793742757821553,0.4952971783069842,1494.3728424172511,1508.1404793397892,0.5198028581200067,0.48019714187999324,1.9238062745879139,2.0824780340944042,1
Toronto Raptors,240,40,81,0.494,9,30,0.3,15,20,0.75,7,35,42,17,14,4,18,20,104,Indiana Pacers,240,38,83,0.458,11,26,0.423,20,27,0.741,10,31,41,19,10,3,16,18,107,0,0.04102726826005464,-0.04102726826005479,0.2857142857142857,0.22580645161290322,0.5240963855421686,0.5493827160493827,0.6015291207555655,0.6088992974238876,1514.1181626605717,1551.7035240821556,0.5538796663326534,0.44612033366734655,1.805446310425507,2.2415476823920306,1
Miami Heat,240,38,80,0.475,19,39,0.487,14,16,0.875,9,33,42,29,4,4,13,24,109,Minnesota Timberwolves,240,37,84,0.44,7,17,0.412,16,26,0.615,13,31,44,21,9,3,10,16,97,1,-0.16827148258979868,0.16827148258979868,0.3939393939393939,0.2903225806451613,0.48214285714285715,0.59375,0.5405706642888988,0.6525383141762452,1486.7195365544571,1483.2141902479202,0.47219702402975255,0.5278029759702474,2.1177600643603194,1.894646384215103,0
Detroit Pistons,240,39,84,0.464,14,37,0.378,7,9,0.778,8,35,43,22,6,5,20,17,99,Oklahoma City Thunder,240,42,98,0.429,8,32,0.25,6,8,0.75,13,32,45,22,13,6,14,12,98,1,-0.014646775964401337,0.014646775964401261,0.37142857142857144,0.25,0.46938775510204084,0.5476190476190477,0.4911788291900561,0.575715282623866,1567.0534609595757,1509.2653595377506,0.41759474863773444,0.5824052513622656,2.394666128494602,1.7170174850947275,0
Memphis Grizzlies,240,36,73,0.493,9,24,0.375,11,16,0.688,3,20,23,28,10,3,18,21,92,Denver Nuggets,240,40,79,0.506,9,32,0.281,15,26,0.577,15,35,50,24,9,4,21,18,104,0,0.17687776208407918,-0.17687776208407935,0.75,0.08571428571428572,0.5632911392405063,0.5547945205479452,0.6137865911237016,0.6011500261369577,1510.4360625064776,1491.5558659414646,0.49416426431663785,0.5058357356833622,2.023618606624387,1.9769263605882714,1
New Orleans Pelicans,240,45,91,0.495,9,27,0.333,16,22,0.727,13,36,49,29,10,4,15,18,115,Phoenix Suns,240,37,94,0.394,2,20,0.1,15,18,0.833,15,33,48,12,9,6,16,18,91,1,-0.337695410745679,0.3376954107456789,0.4166666666666667,0.3939393939393939,0.40425531914893614,0.5439560439560439,0.4644752960391997,0.5999582637729549,1418.7065344400512,1510.3056677970217,0.5957175258571615,0.40428247414283847,1.6786479440253625,2.47351805719554,0
Chicago Bulls,240,35,99,0.354,13,36,0.361,11,15,0.733,13,27,40,18,7,2,15,17,94,Golden State Warriors,240,53,91,0.582,16,36,0.444,21,21,1.0,6,43,49,36,11,11,11,15,143,0,0.605282485100752,-0.6052824851007521,0.2222222222222222,0.3023255813953488,0.6703296703296703,0.41919191919191917,0.7477515164191592,0.4594330400782014,1590.1783923950227,1412.836904080261,0.28442370034688497,0.715576299653115,3.5158814078446823,1.3974750148722968,1
San Antonio Spurs,240,39,81,0.481,6,25,0.24,22,25,0.88,8,37,45,22,8,7,11,19,106,Charlotte Hornets,240,31,84,0.369,4,25,0.16,20,26,0.769,14,28,42,20,7,4,14,19,86,1,-0.3016556998611012,0.3016556998611012,0.3783783783783784,0.2857142857142857,0.39285714285714285,0.5185185185185185,0.4792688363798484,0.6127167630057804,1493.0944264509642,1522.119834717416,0.4984649037058305,0.5015350962941695,2.0061592953997636,1.9938784092857618,0
Orlando Magic,240,39,86,0.453,12,31,0.387,21,31,0.677,7,34,41,22,8,5,9,17,111,Philadelphia 76ers,240,48,95,0.505,16,34,0.471,18,20,0.9,11,42,53,35,7,2,11,22,130,0,0.2279519466783486,-0.22795194667834862,0.3235294117647059,0.16666666666666666,0.5894736842105263,0.5232558139534884,0.6539235412474849,0.5979314802844216,1541.3552332863665,1466.9133595840253,0.4304943804141384,0.5695056195858615,2.3229106940675823,1.7559089245285928,1
Portland Trail Blazers,240,41,80,0.513,9,24,0.375,17,22,0.773,6,35,41,18,3,6,16,16,108,Washington Wizards,240,41,89,0.461,8,23,0.348,15,16,0.938,7,30,37,20,9,4,11,17,105,1,-0.04064198449734593,0.04064198449734577,0.2,0.2,0.5056179775280899,0.56875,0.5674448767833982,0.6364922206506365,1547.9287718912703,1533.5640448552574,0.47933926724951564,0.5206607327504844,2.0862050500015874,1.9206364857156009,0
Toronto Raptors,240,46,84,0.548,13,32,0.406,7,9,0.778,11,35,46,31,10,3,16,22,112,Atlanta Hawks,240,26,75,0.347,6,27,0.222,20,23,0.87,7,25,32,18,9,1,18,15,78,1,-0.5219527031953558,0.5219527031953558,0.2,0.44,0.38666666666666666,0.625,0.48713464901324005,0.6513142591300302,1433.893229161812,1562.2128430644095,0.6496893672582014,0.3503106327417986,1.5391971154155848,2.854609328221745,0
New York Knicks,240,42,85,0.494,4,17,0.235,14,19,0.737,6,34,40,29,4,3,18,20,102,Houston Rockets,240,41,94,0.436,18,47,0.383,17,22,0.773,9,33,42,30,12,6,7,15,117,0,0.19793937761190883,-0.1979393776119089,0.2647058823529412,0.18181818181818182,0.5319148936170213,0.5176470588235295,0.5918656414407122,0.5718771024893473,1593.4336633513317,1498.5202483150347,0.38216524613527236,0.6178347538647276,2.616669124449995,1.6185557606539982,1
Boston Celtics,240,45,80,0.563,10,25,0.4,8,9,0.889,4,26,30,22,8,4,14,13,108,Indiana Pacers,240,38,78,0.487,7,23,0.304,15,15,1.0,10,26,36,20,9,2,18,14,98,1,-0.14017765804826027,0.14017765804826018,0.38461538461538464,0.15384615384615385,0.532051282051282,0.625,0.6027060270602707,0.6586972432300561,1507.9865615323195,1584.3582928192902,0.5912265914498511,0.4087734085501488,1.69139888912595,2.4463430817254808,0
Oklahoma City Thunder,240,29,80,0.363,13,35,0.371,10,13,0.769,8,31,39,24,12,1,17,15,81,Dallas Mavericks,240,37,75,0.493,15,35,0.429,8,11,0.727,8,35,43,25,11,5,17,18,97,0,0.26006283930250296,-0.2600628393025029,0.25806451612903225,0.22857142857142856,0.5933333333333334,0.44375,0.6264531128907259,0.4887762490948588,1464.7662085826755,1546.9787695516063,0.6691563802656427,0.3308436197343572,1.4944189870879188,3.022576046057426,1
New Orleans Pelicans,240,34,84,0.405,11,31,0.355,16,23,0.696,9,36,45,24,2,9,17,24,95,Golden State Warriors,240,39,94,0.415,10,33,0.303,22,27,0.815,11,33,44,30,11,6,9,24,110,0,0.21150410519371182,-0.21150410519371174,0.3055555555555556,0.2727272727272727,0.46808510638297873,0.47023809523809523,0.5503301981188713,0.5333483045138109,1595.983947099797,1504.5001130922474,0.3870369803182801,0.6129630196817198,2.5837324360521037,1.6314197886183224,1
Milwaukee Bucks,240,41,77,0.532,8,21,0.381,18,23,0.783,8,32,40,19,5,6,16,21,108,Utah Jazz,240,46,81,0.568,18,32,0.563,11,19,0.579,5,25,30,31,8,2,10,19,121,0,0.1639757351111261,-0.16397573511112593,0.15625,0.32,0.6790123456790124,0.5844155844155844,0.7102606245597558,0.658055081647575,1493.1725640953673,1462.9866335136624,0.4771761781071026,0.5228238218928973,2.0956620340245675,1.9126901991180774,1
Los Angeles Clippers,240,38,80,0.475,9,28,0.321,12,13,0.923,6,31,37,23,11,5,16,13,97,Sacramento Kings,240,38,83,0.458,11,21,0.524,8,9,0.889,8,29,37,19,9,8,18,17,95,1,-0.030057233856179894,0.03005723385617993,0.25806451612903225,0.20689655172413793,0.5240963855421686,0.53125,0.5589550482466462,0.5853246439777938,1399.5859944736126,1499.0574256581604,0.6393637218542899,0.36063627814571003,1.5640549593583268,2.772876886212662,0
Miami Heat,240,34,75,0.453,13,32,0.406,19,23,0.826,1,44,45,19,9,5,12,14,100,Chicago Bulls,240,33,89,0.371,14,33,0.424,13,16,0.813,7,40,47,25,10,2,13,18,93,1,-0.10469737866669324,0.10469737866669322,0.1590909090909091,0.025,0.449438202247191,0.54,0.5025940337224384,0.6245316012990257,1410.0363313771857,1486.0147629509956,0.599918185274924,0.4000818147250759,1.6668939607852207,2.499488762535157,0
Phoenix Suns,240,43,85,0.506,13,26,0.5,9,12,0.75,11,26,37,25,6,1,15,20,108,Minnesota Timberwolves,240,49,93,0.527,9,21,0.429,12,17,0.706,19,29,48,24,12,5,10,14,119,0,0.139930261144475,-0.139930261144475,0.7307692307692307,0.3793103448275862,0.5752688172043011,0.5823529411764706,0.6150506512301014,0.6161570059333638,1492.7698287664275,1412.6562422280808,0.4033528141313547,0.5966471858686453,2.4792190979343034,1.6760323750528083,1
Brooklyn Nets,240,33,74,0.446,13,29,0.448,19,23,0.826,12,31,43,19,7,7,17,22,98,Memphis Grizzlies,240,32,80,0.4,8,25,0.32,16,18,0.889,11,24,35,15,8,3,14,24,88,1,-0.15527822547791095,0.15527822547791084,0.3548387096774194,0.5,0.45,0.5337837837837838,0.5240590757503574,0.6197824437136352,1483.4172850265477,1470.0405510677256,0.45742793900554074,0.5425720609944593,2.1861366889264,1.843073154498849,0
Orlando Magic,240,40,92,0.435,16,41,0.39,13,16,0.813,10,25,35,22,4,9,14,23,109,Indiana Pacers,240,42,79,0.532,15,26,0.577,22,26,0.846,8,35,43,25,7,8,14,18,121,0,0.15067891249766815,-0.15067891249766815,0.32,0.2857142857142857,0.6265822784810127,0.5217391304347826,0.7141170915958451,0.5705611390284757,1514.604032642639,1460.2958884737059,0.44116474068796635,0.5588352593120337,2.2667269338899754,1.7894361233238427,1
