Team_away,MP_away,FG_away,FGA_away,FG%_away,3P_away,3PA_away,3P%_away,FT_away,FTA_away,FT%_away,ORB_away,DRB_away,TRB_away,AST_away,STL_away,BLK_away,TOV_away,PF_away,PTS_away,Team_home,MP_home,FG_home,FGA_home,FG%_home,3P_home,3PA_home,3P%_home,FT_home,FTA_home,FT%_home,ORB_home,DRB_home,TRB_home,AST_home,STL_home,BLK_home,TOV_home,PF_home,PTS_home,Winner,LogRatio_home,LogRatio_away,RB_aggr_home,RB_aggr_away,eFG%_home,eFG%_away,TS%_home,TS%_away,Elo_home,Elo_away,ModelProb_Away,ModelProb_Home,OddsAway_Elo,OddsHome_Elo,HomeTeamWon
Los Angeles Lakers,240,38,84,0.452,12,38,0.316,18,28,0.643,7,28,35,24,11,8,14,19,106,Golden State Warriors,240,44,81,0.543,6,20,0.3,23,28,0.821,11,39,50,25,8,6,21,24,117,0,0.14244426502020546,-0.14244426502020535,0.39285714285714285,0.1794871794871795,0.5802469135802469,0.5238095238095238,0.6711794401101423,0.5878438331854481,1635.617670281417,1498.0736460608086,0.3239169941054843,0.6760830058945156,3.087210668775062,1.4791083214359373,1
Toronto Raptors,240,35,79,0.443,12,32,0.375,24,28,0.857,18,39,57,20,4,8,20,19,106,Indiana Pacers,240,40,93,0.43,7,24,0.292,12,17,0.706,11,23,34,17,12,1,8,25,99,1,-0.09856383448358953,0.09856383448358957,0.28205128205128205,0.782608695652174,0.46774193548387094,0.5189873417721519,0.5116807938805045,0.6223579145138562,1511.574873622537,1699.7321057394302,0.7431528649540236,0.2568471350459764,1.345618172462898,3.8933663784920047,0
Charlotte Hornets,240,46,87,0.529,17,33,0.515,20,30,0.667,6,39,45,30,3,3,10,21,129,Atlanta Hawks,240,42,90,0.467,16,36,0.444,17,26,0.654,6,40,46,30,5,2,11,27,117,1,-0.14086253583984967,0.1408625358398497,0.15384615384615385,0.15,0.5555555555555556,0.6264367816091954,0.6111575428332637,0.6891025641025641,1344.079205883234,1509.3752209303552,0.7112909370047724,0.2887090629952276,1.4058944771755055,3.4636945221789945,0
Philadelphia 76ers,240,41,91,0.451,15,37,0.405,21,34,0.618,19,34,53,29,8,3,14,21,118,New York Knicks,240,45,87,0.517,5,20,0.25,15,24,0.625,8,36,44,26,8,4,12,25,110,1,-0.10128333583718171,0.10128333583718169,0.23529411764705882,0.5277777777777778,0.5459770114942529,0.532967032967033,0.5960121369744257,0.59910641754671,1394.2582396135313,1587.4361092676459,0.7487148812640607,0.25128511873593934,1.3356219103214468,3.9795432575967253,0
Los Angeles Clippers,240,44,97,0.454,4,18,0.222,4,8,0.5,11,34,45,16,3,4,9,21,96,Houston Rockets,240,35,90,0.389,12,41,0.293,19,23,0.826,16,34,50,20,4,9,11,13,101,0,0.07324898203063845,-0.07324898203063862,0.47058823529411764,0.3235294117647059,0.45555555555555555,0.4742268041237113,0.5312434252051336,0.48602673147023084,1725.056377655668,1547.776374701172,0.26492890212380665,0.7350710978761933,3.7745976070692344,1.3604126225194453,1
Chicago Bulls,240,35,80,0.438,15,41,0.366,26,33,0.788,8,34,42,23,10,2,13,23,111,Memphis Grizzlies,240,38,87,0.437,13,35,0.371,21,25,0.84,11,36,47,27,7,4,14,22,110,1,-0.013056152825446386,0.013056152825446284,0.3235294117647059,0.2222222222222222,0.5114942528735632,0.53125,0.5945945945945946,0.6360302544121017,1348.422066325309,1367.2444065477407,0.5270610560294517,0.47293894397054825,1.8973133919879688,2.114437841816372,0
New Orleans Pelicans,240,36,90,0.4,6,16,0.375,15,16,0.938,12,41,53,18,7,7,14,18,93,San Antonio Spurs,240,37,99,0.374,7,26,0.269,17,19,0.895,15,37,52,16,10,11,10,14,98,0,0.07555103300717676,-0.07555103300717673,0.36585365853658536,0.32432432432432434,0.4090909090909091,0.43333333333333335,0.4748982360922659,0.49721984602224123,1545.1497516266195,1483.1814735906098,0.4117542569877732,0.5882457430122269,2.428633057289058,1.6999698032310533,1
Detroit Pistons,240,44,92,0.478,14,27,0.519,11,17,0.647,9,32,41,30,8,4,11,20,113,Denver Nuggets,240,43,85,0.506,12,28,0.429,22,28,0.786,10,35,45,26,7,8,15,15,120,0,0.08671163319333094,-0.08671163319333085,0.3125,0.2571428571428571,0.5764705882352941,0.5543478260869565,0.6581834137779728,0.5901399623981617,1544.625563677755,1451.6658373068099,0.3764171746343311,0.6235828253656689,2.656626921902397,1.6036362120999725,1
Phoenix Suns,240,32,83,0.386,7,16,0.438,17,24,0.708,9,42,51,14,4,4,22,25,88,Utah Jazz,240,42,97,0.433,12,36,0.333,20,32,0.625,14,39,53,29,12,8,7,20,116,0,0.3985493764902748,-0.39854937649027494,0.3333333333333333,0.23076923076923078,0.4948453608247423,0.42771084337349397,0.5574778931180315,0.49841413683733576,1580.343231158609,1292.191533707126,0.16787653794961366,0.8321234620503863,5.9567585334654645,1.2017447477516845,1
Cleveland Cavaliers,240,41,80,0.513,11,33,0.333,12,21,0.571,2,32,34,17,5,7,11,21,105,Portland Trail Blazers,240,43,96,0.448,12,35,0.343,15,19,0.789,13,37,50,26,4,3,7,15,113,0,0.105933444749065,-0.10593344474906508,0.40625,0.05405405405405406,0.5104166666666666,0.58125,0.5639848273108404,0.6204207043252186,1579.9646899218678,1500.4848280122437,0.39515914323645795,0.6048408567635422,2.530625994908622,1.6533274642703943,1
Boston Celtics,240,31,82,0.378,9,26,0.346,21,28,0.75,16,39,55,16,7,6,18,17,92,Orlando Magic,240,34,87,0.391,5,28,0.179,10,11,0.909,7,33,40,14,12,7,15,23,83,1,-0.1485225247100881,0.14852252471008814,0.1794871794871795,0.48484848484848486,0.41954022988505746,0.4329268292682927,0.4641019906061284,0.5217785843920145,1389.0607141463495,1597.1019696618598,0.764699359201112,0.2353006407988881,1.3077034627630768,4.2498821788364864,0
Brooklyn Nets,240,40,89,0.449,15,30,0.5,21,27,0.778,11,36,47,25,4,5,12,22,116,Philadelphia 76ers,240,43,95,0.453,12,27,0.444,22,26,0.846,13,29,42,30,9,3,5,21,120,0,0.0489096004809465,-0.0489096004809464,0.3611111111111111,0.3793103448275862,0.5157894736842106,0.5337078651685393,0.5957108816521048,0.6109121550452917,1587.4361092676459,1400.590633211605,0.2543454540255862,0.7456545459744137,3.931660598500037,1.3411036054145022,1
Dallas Mavericks,265,48,91,0.527,6,22,0.273,13,18,0.722,6,30,36,25,7,5,10,27,115,Toronto Raptors,265,43,91,0.473,10,30,0.333,26,31,0.839,12,33,45,26,5,8,13,21,122,0,0.08524728661851118,-0.08524728661851098,0.4,0.18181818181818182,0.5274725274725275,0.5604395604395604,0.6235943569822122,0.6055181128896377,1701.1894917216075,1466.2187006191805,0.20819799745390943,0.7918020025460906,4.803120165559607,1.2629419940647224,1
Los Angeles Clippers,240,42,86,0.488,11,26,0.423,18,23,0.783,16,32,48,21,10,3,21,18,113,Oklahoma City Thunder,240,46,94,0.489,11,32,0.344,18,22,0.818,17,29,46,30,17,10,14,20,121,0,0.09868427485940695,-0.09868427485940681,0.53125,0.5517241379310345,0.5478723404255319,0.5523255813953488,0.6121003642250101,0.6204700197671864,1582.2118266076357,1544.5903291286372,0.45514936750497736,0.5448506324950227,2.197080939564448,1.8353654017445507,1
Sacramento Kings,240,36,83,0.434,14,31,0.452,12,17,0.706,11,36,47,25,7,4,13,16,98,Golden State Warriors,240,34,81,0.42,12,26,0.462,13,18,0.722,9,31,40,21,10,5,11,21,93,1,-0.07555103300717673,0.07555103300717676,0.25,0.3548387096774194,0.49382716049382713,0.5180722891566265,0.547316384180791,0.564906617477519,1635.617670281417,1303.8894935798044,0.12902794468756337,0.8709720553124366,7.7502590808639535,1.1481424620922864,0
Miami Heat,240,36,94,0.383,10,36,0.278,10,14,0.714,12,31,43,23,14,6,11,18,92,Los Angeles Lakers,240,32,76,0.421,9,19,0.474,18,22,0.818,7,42,49,22,5,4,20,17,91,1,-0.015767315858316675,0.01576731585831655,0.22580645161290322,0.2857142857142857,0.48026315789473684,0.43617021276595747,0.5628401781296388,0.4738360115368768,1498.0736460608086,1501.2882030548915,0.504625987384337,0.495374012615663,1.9816656791366805,2.01867674632309,0
Atlanta Hawks,240,39,85,0.459,12,36,0.333,27,28,0.964,8,36,44,23,7,4,19,25,117,Milwaukee Bucks,240,41,86,0.477,11,25,0.44,29,32,0.906,9,35,44,31,12,8,12,24,122,0,0.06037261797948185,-0.06037261797948182,0.25,0.22857142857142856,0.5406976744186046,0.5294117647058824,0.6556319862424763,0.6417288284335235,1480.5738633626097,1344.079205883234,0.31308702806490885,0.6869129719350912,3.1940001033600187,1.455788492657107,1
Houston Rockets,240,39,93,0.419,15,41,0.366,14,18,0.778,13,33,46,19,8,7,7,19,107,New Orleans Pelicans,240,41,83,0.494,8,24,0.333,11,12,0.917,6,34,40,18,4,8,12,19,101,1,-0.08325550364935222,0.08325550364935229,0.18181818181818182,0.38235294117647056,0.5421686746987951,0.5,0.5896777206912658,0.5517739273927393,1481.7882367471097,1726.449614499168,0.8009661652142653,0.1990338347857347,1.248492187847275,5.024271381177613,0
Indiana Pacers,240,39,86,0.453,12,24,0.5,12,15,0.8,10,28,38,24,6,4,15,18,102,Washington Wizards,240,40,74,0.541,10,20,0.5,19,23,0.826,6,32,38,29,9,2,14,17,109,0,0.09575898280543074,-0.09575898280543069,0.21428571428571427,0.3125,0.6081081081081081,0.5232558139534884,0.6893498608651657,0.5711086226203808,1546.3248585394028,1508.3920025614264,0.4546958658729732,0.5453041341270267,2.1992722499908686,1.8338390219632068,1
Dallas Mavericks,240,41,92,0.446,12,22,0.545,12,14,0.857,13,32,45,25,5,3,10,21,106,Brooklyn Nets,240,43,84,0.512,14,36,0.389,14,19,0.737,10,33,43,25,4,6,10,14,114,0,0.10496955960154247,-0.10496955960154249,0.3125,0.3939393939393939,0.5952380952380952,0.5108695652173914,0.646405080517124,0.5574253260412284,1404.7440054239134,1462.0653284068721,0.5933388874726148,0.4066611125273853,1.6853774817618952,2.4590499784575743,1
Charlotte Hornets,240,33,90,0.367,9,33,0.273,26,32,0.813,13,37,50,11,7,5,10,13,101,New York Knicks,240,49,100,0.49,12,26,0.462,14,18,0.778,12,44,56,24,7,5,8,22,124,0,0.29598482763508044,-0.2959848276350804,0.32432432432432434,0.29545454545454547,0.55,0.4166666666666667,0.596383224317045,0.5204039571310799,1414.0540141553051,1489.5794463885813,0.6598591513924654,0.34014084860753446,1.5154749280808693,2.939958561559986,1
Cleveland Cavaliers,240,44,87,0.506,13,37,0.351,13,20,0.65,11,33,44,25,4,5,13,14,114,Chicago Bulls,240,41,91,0.451,16,34,0.471,11,15,0.733,11,34,45,30,4,3,12,21,109,1,-0.06470568938781536,0.06470568938781525,0.3333333333333333,0.3235294117647059,0.5384615384615384,0.5804597701149425,0.5779427359490986,0.62363238512035,1367.2444065477407,1500.4848280122437,0.682870173325844,0.317129826674156,1.4644072022206067,3.153282712280098,0
Denver Nuggets,240,32,87,0.368,9,33,0.273,21,29,0.724,18,31,49,17,10,5,7,25,94,Memphis Grizzlies,240,33,81,0.407,13,32,0.406,22,28,0.786,14,33,47,21,5,9,11,20,101,0,0.10362263107415744,-0.10362263107415728,0.45161290322580644,0.5454545454545454,0.4876543209876543,0.41954022988505746,0.5793942175309775,0.5033197686870851,1353.712212664526,1539.335417338538,0.7557351913167155,0.2442648086832844,1.3232148131909836,4.093917602746483,1
Minnesota Timberwolves,240,39,81,0.481,7,12,0.583,16,20,0.8,10,24,34,22,3,2,16,16,101,San Antonio Spurs,240,49,96,0.51,6,26,0.231,13,14,0.929,14,27,41,32,11,8,5,17,117,0,0.2121532368316097,-0.21215323683160972,0.5833333333333334,0.37037037037037035,0.5416666666666666,0.5246913580246914,0.5904319741622931,0.5913348946135831,1562.1347414085483,1574.413072455711,0.5661663260642961,0.43383367393570393,1.766265413472217,2.305030844950511,1
Sacramento Kings,240,37,86,0.43,14,21,0.667,9,14,0.643,3,30,33,23,11,5,13,30,97,Utah Jazz,240,33,74,0.446,6,24,0.25,31,38,0.816,8,40,48,21,8,8,15,13,103,0,0.08658768499609071,-0.08658768499609067,0.26666666666666666,0.075,0.4864864864864865,0.5116279069767442,0.6253035454103933,0.5444544229905702,1581.5275445762575,1302.7051801621558,0.16918763109264856,0.8308123689073513,5.91059756284661,1.2036412039882807,1
Golden State Warriors,240,50,95,0.526,13,31,0.419,11,14,0.786,9,34,43,29,8,9,12,21,124,Phoenix Suns,240,39,82,0.476,11,24,0.458,20,29,0.69,9,33,42,22,8,5,19,19,109,1,-0.18601198560994886,0.18601198560994894,0.2647058823529412,0.2727272727272727,0.5426829268292683,0.5947368421052631,0.6166553518895678,0.6321370309951061,1290.3668200549282,1637.4423839336148,0.8783524231868202,0.12164757681317985,1.1384951798411629,8.220467897488406,0
Detroit Pistons,240,31,80,0.388,10,25,0.4,15,20,0.75,8,35,43,17,6,2,12,16,87,Portland Trail Blazers,240,38,87,0.437,8,31,0.258,16,18,0.889,9,40,49,23,8,8,11,17,100,0,0.2009126939259963,-0.2009126939259964,0.2571428571428571,0.2,0.4827586206896552,0.45,0.5496921723834653,0.5154028436018957,1584.8145174199367,1446.816009808741,0.3233218332045851,0.6766781667954149,3.0928935113616043,1.4778073965881884,1
Oklahoma City Thunder,240,49,88,0.557,10,21,0.476,24,34,0.706,14,25,39,27,11,2,17,24,132,Toronto Raptors,240,46,81,0.568,15,30,0.5,18,23,0.783,8,23,31,31,5,1,19,25,125,1,-0.07860983469636633,0.07860983469636647,0.32,0.6086956521739131,0.6604938271604939,0.6136363636363636,0.72623750871485,0.6912442396313364,1696.5356864133134,1586.8656319159297,0.33517067024370634,0.6648293297562936,2.9835546149455405,1.5041454328836092,0
Boston Celtics,240,35,87,0.402,9,26,0.346,10,20,0.5,9,35,44,17,8,3,12,21,89,New Orleans Pelicans,240,41,82,0.5,6,18,0.333,20,25,0.8,5,39,44,33,9,5,10,13,108,0,0.27915407119707086,-0.2791540711970708,0.14285714285714285,0.23076923076923078,0.5365853658536586,0.4540229885057471,0.6171428571428571,0.486870897155361,1501.59163605602,1577.2985703529496,0.6601133102970096,0.3398866897029904,1.5148914351538567,2.942156990242392,1
Houston Rockets,240,43,78,0.551,16,35,0.457,27,36,0.75,8,25,33,28,7,8,11,26,129,Minnesota Timberwolves,240,45,86,0.523,10,20,0.5,20,26,0.769,14,27,41,24,7,1,12,26,120,1,-0.10433665981473561,0.10433665981473553,0.56,0.2962962962962963,0.5813953488372093,0.6538461538461539,0.6541648495420846,0.7506983240223464,1572.35384772487,1728.508839230009,0.7058250384513121,0.29417496154868794,1.4167817030041223,3.3993375735837166,0
Portland Trail Blazers,240,46,92,0.5,14,29,0.483,16,20,0.8,8,39,47,24,7,6,13,22,122,Los Angeles Clippers,240,40,89,0.449,9,23,0.391,20,27,0.741,8,30,38,21,8,3,8,17,109,1,-0.16255301278595993,0.16255301278595985,0.20512820512820512,0.26666666666666666,0.5,0.5760869565217391,0.5740467663787655,0.6327800829875518,1537.9547791908358,1591.4500673577381,0.5576300041465654,0.44236999585343467,1.7933037902622682,2.26055114355296,0
Milwaukee Bucks,240,45,88,0.511,8,31,0.258,19,20,0.95,8,24,32,26,11,7,15,23,117,Cleveland Cavaliers,240,43,87,0.494,15,38,0.395,23,27,0.852,12,30,42,24,4,6,13,17,124,0,0.0838315908034707,-0.08383159080347061,0.5,0.26666666666666666,0.5804597701149425,0.5568181818181818,0.667097051861416,0.6331168831168831,1503.7844680377596,1477.2742233370939,0.47137714650227236,0.5286228534977275,2.1214435350127423,1.8917078468766937,1
Los Angeles Lakers,240,38,86,0.442,8,33,0.242,16,23,0.696,14,33,47,20,4,3,13,18,100,Indiana Pacers,240,43,87,0.494,6,21,0.286,18,19,0.947,9,35,44,24,9,8,6,16,110,0,0.13750352374993502,-0.13750352374993496,0.2727272727272727,0.4,0.5287356321839081,0.4883720930232558,0.6032024566790962,0.5490885130683066,1515.6693283944055,1490.7963202278295,0.4851550555319369,0.5148449444680631,2.0611967011321224,1.942332367725196,1
Charlotte Hornets,240,32,84,0.381,6,22,0.273,24,30,0.8,6,33,39,16,8,4,9,12,94,Philadelphia 76ers,240,42,93,0.452,18,44,0.409,6,8,0.75,17,43,60,30,5,6,15,22,108,0,0.20029865048583131,-0.2002986504858312,0.5151515151515151,0.13953488372093023,0.5483870967741935,0.4166666666666667,0.5698607007176023,0.5187637969094923,1592.877844435496,1484.1377112207313,0.3627823445233442,0.6372176554766558,2.75647372342193,1.569322493508083,1
Memphis Grizzlies,240,46,88,0.523,10,23,0.435,13,20,0.65,11,31,42,21,11,3,16,33,115,Brooklyn Nets,240,36,72,0.5,16,40,0.4,30,40,0.75,9,32,41,27,5,9,22,22,118,0,0.03715299841746614,-0.0371529984174661,0.2903225806451613,0.34375,0.6111111111111112,0.5795454545454546,0.7301980198019802,0.6222943722943722,1404.7440054239134,1353.712212664526,0.42708296761446995,0.57291703238553,2.341465419671583,1.745453431251936,1
Denver Nuggets,290,46,100,0.46,18,38,0.474,31,37,0.838,11,35,46,23,10,5,13,25,141,Miami Heat,290,56,102,0.549,20,36,0.556,17,27,0.63,7,39,46,36,5,11,11,26,149,0,0.07961716806336813,-0.07961716806336806,0.2,0.28205128205128205,0.6470588235294118,0.55,0.6901982582916435,0.6519326798594415,1505.1699586492116,1535.453661744218,0.5545365134743001,0.44546348652569984,1.8033077636939858,2.244852900962305,1
Chicago Bulls,240,33,92,0.359,3,30,0.1,23,31,0.742,14,34,48,21,9,7,11,15,92,New York Knicks,240,43,96,0.448,11,35,0.314,13,17,0.765,15,46,61,28,6,7,16,24,110,0,0.2577977574676467,-0.2577977574676468,0.4411764705882353,0.30434782608695654,0.5052083333333334,0.375,0.5514337276919993,0.4654928152195912,1427.0452207127878,1354.253199990258,0.433040218582756,0.566959781417244,2.3092543304009427,1.763793540170123,1
Golden State Warriors,240,30,74,0.405,3,19,0.158,12,16,0.75,2,34,36,17,7,9,15,24,75,San Antonio Spurs,240,33,82,0.402,8,23,0.348,15,21,0.714,11,37,48,21,6,5,14,20,89,0,0.24691474047051698,-0.24691474047051695,0.3235294117647059,0.05405405405405406,0.45121951219512196,0.42567567567567566,0.5137381667051489,0.4837461300309598,1571.2353984719964,1628.3417268701667,0.6067104708965401,0.39328952910345993,1.6482326380856644,2.5426560485339973,1
Detroit Pistons,240,37,79,0.468,14,29,0.483,18,22,0.818,6,38,44,17,6,5,9,11,106,Sacramento Kings,240,40,88,0.455,6,23,0.261,4,9,0.444,8,31,39,23,7,3,13,21,90,1,-0.2360673582335244,0.2360673582335245,0.21052631578947367,0.1935483870967742,0.48863636363636365,0.5569620253164557,0.5001111358079573,0.6321564885496183,1293.5930914354535,1455.9280985354433,0.6962637091099249,0.3037362908900752,1.4362374297496552,3.29232966225267,0
Toronto Raptors,240,35,77,0.455,14,36,0.389,9,17,0.529,6,39,45,19,7,8,17,10,93,Orlando Magic,240,37,90,0.411,9,25,0.36,3,5,0.6,10,35,45,22,13,7,12,16,86,1,-0.11289405640593352,0.11289405640593335,0.2564102564102564,0.17142857142857143,0.46111111111111114,0.5454545454545454,0.4720087815587267,0.5759227148872926,1388.0418901775597,1697.5545103821032,0.8544537187443149,0.1455462812556852,1.1703384022596057,6.870666782913348,0
Oklahoma City Thunder,240,35,85,0.412,10,27,0.37,19,29,0.655,8,36,44,19,6,6,13,20,99,Boston Celtics,240,36,87,0.414,13,36,0.361,15,16,0.938,11,41,52,22,6,5,17,24,100,0,0.014499569695115169,-0.014499569695115089,0.3055555555555556,0.1951219512195122,0.4885057471264368,0.47058823529411764,0.5523641184268671,0.5416940249507551,1577.2985703529496,1586.8656319159297,0.5137646295334732,0.48623537046652676,1.9464165933494788,2.0566171462198093,1
Los Angeles Clippers,240,40,93,0.43,8,24,0.333,21,26,0.808,11,30,41,21,4,5,10,22,109,Minnesota Timberwolves,240,45,86,0.523,10,25,0.4,23,24,0.958,6,34,40,23,5,6,11,21,123,0,0.1743301805623134,-0.17433018056231345,0.2,0.3235294117647059,0.5813953488372093,0.4731182795698925,0.6737510955302366,0.5520664505672609,1579.113701034067,1531.194925881639,0.4506568872797926,0.5493431127202074,2.218983062782185,1.8203559430248506,1
Dallas Mavericks,240,43,90,0.478,10,35,0.286,9,11,0.818,9,31,40,25,4,2,8,14,105,New Orleans Pelicans,240,48,91,0.527,10,25,0.4,9,15,0.6,9,37,46,33,5,2,9,11,115,0,0.13124453327825272,-0.13124453327825267,0.2903225806451613,0.24324324324324326,0.5824175824175825,0.5333333333333333,0.6097560975609756,0.5680588617182428,1508.242054244665,1455.414910218227,0.4433612125763336,0.5566387874236663,2.255497259647696,1.7964971586482072,1
Atlanta Hawks,240,38,94,0.404,9,33,0.273,14,19,0.737,11,41,52,21,7,3,13,23,99,Utah Jazz,240,33,89,0.371,6,34,0.176,22,25,0.88,12,39,51,16,8,8,16,22,94,1,-0.07476776840197223,0.07476776840197212,0.2926829268292683,0.28205128205128205,0.4044943820224719,0.4521276595744681,0.4973544973544973,0.5041760032593195,1581.5275445762575,1344.079205883234,0.20312722770948013,0.7968727722905199,4.923022931373021,1.254905468944075,0
Detroit Pistons,240,43,97,0.443,15,36,0.417,14,16,0.875,12,38,50,22,12,14,8,16,115,Phoenix Suns,240,34,90,0.378,7,34,0.206,13,20,0.65,12,37,49,22,1,8,19,16,88,1,-0.3860584323070779,0.38605843230707804,0.3157894736842105,0.32432432432432434,0.4166666666666667,0.520618556701031,0.4661016949152542,0.572025467568643,1282.0186482790111,1464.2762703113603,0.7217276074694293,0.2782723925305707,1.3855642899767522,3.5936011866148063,0
Houston Rockets,240,38,79,0.481,19,36,0.528,20,29,0.69,7,31,38,18,3,4,9,23,115,Portland Trail Blazers,240,40,81,0.494,11,28,0.393,20,27,0.741,10,34,44,20,6,7,8,18,111,1,-0.05107418459426929,0.051074184594269365,0.3225806451612903,0.20588235294117646,0.5617283950617284,0.6012658227848101,0.6383712905452036,0.6734598266572969,1591.4500673577381,1728.508839230009,0.6876109242751838,0.31238907572481633,1.454310809640071,3.201136267904901,0
Toronto Raptors,240,47,88,0.534,15,34,0.441,20,23,0.87,10,23,33,32,4,5,6,23,129,Cleveland Cavaliers,240,47,78,0.603,15,24,0.625,23,28,0.821,4,29,33,28,3,4,9,18,132,0,0.033166863935199374,-0.03316686393519929,0.17391304347826086,0.3448275862068966,0.6987179487179487,0.6193181818181818,0.7842205323193917,0.6931012250161186,1503.7844680377596,1697.5545103821032,0.7531400498730618,0.24685995012693826,1.327774296651128,4.05087985915005,1
Memphis Grizzlies,240,40,99,0.404,9,27,0.333,16,20,0.8,15,32,47,25,6,2,13,20,105,Philadelphia 76ers,240,46,84,0.548,11,31,0.355,16,20,0.8,4,34,38,32,8,4,14,21,119,0,0.18057224564182084,-0.18057224564182092,0.125,0.4411764705882353,0.6130952380952381,0.4494949494949495,0.673076923076923,0.5077369439071566,1595.9008212199426,1350.6892358800794,0.20153178562976995,0.79846821437023,4.961996425899189,1.2523980065865523,1
Charlotte Hornets,240,36,94,0.383,3,16,0.188,36,47,0.766,23,45,68,18,3,2,13,16,111,Brooklyn Nets,240,39,93,0.419,13,37,0.351,14,21,0.667,10,36,46,22,6,11,12,36,105,1,-0.08017034868398333,0.08017034868398336,0.2222222222222222,0.6388888888888888,0.489247311827957,0.39893617021276595,0.53779963122311,0.5319148936170213,1402.030165901679,1486.8515507429656,0.6123086396807924,0.3876913603192076,1.633163302287092,2.5793713823713924,0
New York Knicks,240,39,89,0.438,10,31,0.323,10,12,0.833,13,27,40,21,6,1,14,16,98,Miami Heat,240,45,81,0.556,15,34,0.441,14,19,0.737,5,27,32,31,9,2,7,17,119,0,0.2801079191927352,-0.28010791919273537,0.18518518518518517,0.48148148148148145,0.6481481481481481,0.4943820224719101,0.6985207795257102,0.5347010039284156,1516.8527635855553,1415.362415776444,0.38942683121145505,0.610573168788545,2.5678764785906845,1.637805346055621,1
Denver Nuggets,240,51,83,0.614,20,35,0.571,13,16,0.813,8,37,45,34,9,6,17,13,135,Chicago Bulls,240,39,89,0.438,13,38,0.342,11,14,0.786,9,25,34,29,12,4,15,22,102,1,-0.40439025507933535,0.40439025507933524,0.24324324324324326,0.32,0.5112359550561798,0.7349397590361446,0.553866203301477,0.7801664355062413,1346.4364793108844,1543.2703824235916,0.7394426440208757,0.2605573559791243,1.3523699344174804,3.8379265718374858,0
Los Angeles Clippers,240,45,86,0.523,15,30,0.5,22,29,0.759,16,31,47,26,12,3,19,16,127,Milwaukee Bucks,240,50,91,0.549,8,26,0.308,12,17,0.706,8,25,33,33,10,5,14,20,120,1,-0.08179409116364734,0.08179409116364734,0.25806451612903225,0.64,0.5934065934065934,0.6104651162790697,0.6333122229259025,0.6873782203940247,1474.3130908034836,1534.1560584152492,0.5769810666270981,0.42301893337290186,1.7331591239999877,2.363960383585183,0
Indiana Pacers,240,34,93,0.366,7,22,0.318,17,18,0.944,15,33,48,15,13,5,14,21,92,New Orleans Pelicans,240,34,79,0.43,8,23,0.348,20,24,0.833,10,40,50,15,4,11,18,19,96,0,0.06140054466414327,-0.061400544664143256,0.30303030303030304,0.375,0.4810126582278481,0.4032258064516129,0.5695301376364499,0.4744224422442245,1508.242054244665,1515.6693283944055,0.510687078785064,0.48931292121493597,1.9581462730152137,2.0436819806782482,1
Washington Wizards,240,35,83,0.422,8,25,0.32,12,16,0.75,9,26,35,27,11,4,12,16,90,San Antonio Spurs,240,39,79,0.494,7,23,0.304,13,18,0.722,12,30,42,21,7,10,15,17,98,0,0.12285674778553338,-0.12285674778553347,0.46153846153846156,0.3,0.5379746835443038,0.46987951807228917,0.5906460945033751,0.5201109570041609,1574.484883553601,1543.0753734577982,0.4642121545149634,0.5357878454850366,2.154187455614685,1.8664103869223139,1
Memphis Grizzlies,240,30,78,0.385,4,18,0.222,15,21,0.714,9,29,38,13,4,7,19,24,79,Charlotte Hornets,240,49,92,0.533,19,40,0.475,23,27,0.852,11,42,53,25,10,4,8,17,140,0,0.8255022687678635,-0.8255022687678636,0.3793103448275862,0.21428571428571427,0.6358695652173914,0.41025641025641024,0.7147232999795794,0.4780924715565238,1496.2565092537116,1341.2842773693335,0.31349861702486603,0.686501382975134,3.1898067350028603,1.4566613044044245,1
Philadelphia 76ers,240,42,89,0.472,15,37,0.405,19,24,0.792,11,45,56,30,7,5,16,15,118,Orlando Magic,240,37,91,0.407,10,33,0.303,14,22,0.636,7,33,40,26,10,3,10,19,98,1,-0.26793320524663305,0.26793320524663305,0.15555555555555556,0.3333333333333333,0.46153846153846156,0.5561797752808989,0.5112687813021702,0.6257955027577429,1381.0791093285932,1602.8636020689091,0.7679073050344499,0.23209269496555007,1.3022405092957645,4.308623328917921,0
Detroit Pistons,265,40,95,0.421,6,38,0.158,10,19,0.526,16,50,66,22,9,5,15,17,96,Houston Rockets,265,35,99,0.354,12,51,0.235,18,28,0.643,12,40,52,19,9,3,12,19,100,0,0.058893689053568614,-0.058893689053568565,0.24,0.4,0.41414141414141414,0.45263157894736844,0.4754659566375048,0.4839685420447671,1728.508839230009,1464.2762703113603,0.17930769885125364,0.8206923011487464,5.577005373481254,1.2184834664590756,1
Los Angeles Lakers,240,43,87,0.494,17,39,0.436,22,28,0.786,7,33,40,19,4,3,16,20,125,New Orleans Pelicans,240,52,95,0.547,6,24,0.25,18,22,0.818,8,34,42,28,13,4,9,19,128,0,0.03421571533791298,-0.034215715337912955,0.24242424242424243,0.20588235294117646,0.5789473684210527,0.5919540229885057,0.641025641025641,0.6708887934735939,1508.242054244665,1490.7963202278295,0.4749146498551549,0.5250853501448451,2.1056415090690335,1.9044522947062783,1
